Water RowID,Date Time,Water Temp C,Water LoggerID,SiteID,Date,Time
326,2012-10-25 09:30,10.59,1134445,HRCC,2012-10-25,09:30:00
327,2012-10-25 10:00,10.614,1134445,HRCC,2012-10-25,10:00:00
328,2012-10-25 10:30,10.663,1134445,HRCC,2012-10-25,10:30:00
329,2012-10-25 11:00,10.687,1134445,HRCC,2012-10-25,11:00:00
330,2012-10-25 11:30,10.712,1134445,HRCC,2012-10-25,11:30:00
331,2012-10-25 12:00,10.761,1134445,HRCC,2012-10-25,12:00:00
332,2012-10-25 12:30,10.834,1134445,HRCC,2012-10-25,12:30:00
333,2012-10-25 13:00,10.883,1134445,HRCC,2012-10-25,13:00:00
334,2012-10-25 13:30,10.932,1134445,HRCC,2012-10-25,13:30:00
335,2012-10-25 14:00,11.053,1134445,HRCC,2012-10-25,14:00:00
336,2012-10-25 14:30,11.102,1134445,HRCC,2012-10-25,14:30:00
337,2012-10-25 15:00,11.175,1134445,HRCC,2012-10-25,15:00:00
338,2012-10-25 15:30,11.248,1134445,HRCC,2012-10-25,15:30:00
339,2012-10-25 16:00,11.297,1134445,HRCC,2012-10-25,16:00:00
340,2012-10-25 16:30,11.346,1134445,HRCC,2012-10-25,16:30:00
341,2012-10-25 17:00,11.394,1134445,HRCC,2012-10-25,17:00:00
342,2012-10-25 17:30,11.394,1134445,HRCC,2012-10-25,17:30:00
343,2012-10-25 18:00,11.394,1134445,HRCC,2012-10-25,18:00:00
344,2012-10-25 18:30,11.394,1134445,HRCC,2012-10-25,18:30:00
345,2012-10-25 19:00,11.394,1134445,HRCC,2012-10-25,19:00:00
346,2012-10-25 19:30,11.37,1134445,HRCC,2012-10-25,19:30:00
347,2012-10-25 20:00,11.37,1134445,HRCC,2012-10-25,20:00:00
348,2012-10-25 20:30,11.346,1134445,HRCC,2012-10-25,20:30:00
349,2012-10-25 21:00,11.346,1134445,HRCC,2012-10-25,21:00:00
350,2012-10-25 21:30,11.346,1134445,HRCC,2012-10-25,21:30:00
351,2012-10-25 22:00,11.346,1134445,HRCC,2012-10-25,22:00:00
352,2012-10-25 22:30,11.346,1134445,HRCC,2012-10-25,22:30:00
353,2012-10-25 23:00,11.346,1134445,HRCC,2012-10-25,23:00:00
354,2012-10-25 23:30,11.321,1134445,HRCC,2012-10-25,23:30:00
355,2012-10-26 00:00,11.321,1134445,HRCC,2012-10-26,00:00:00
356,2012-10-26 00:30,11.321,1134445,HRCC,2012-10-26,00:30:00
357,2012-10-26 01:00,11.297,1134445,HRCC,2012-10-26,01:00:00
358,2012-10-26 01:30,11.297,1134445,HRCC,2012-10-26,01:30:00
359,2012-10-26 02:00,11.297,1134445,HRCC,2012-10-26,02:00:00
360,2012-10-26 02:30,11.297,1134445,HRCC,2012-10-26,02:30:00
361,2012-10-26 03:00,11.297,1134445,HRCC,2012-10-26,03:00:00
362,2012-10-26 03:30,11.297,1134445,HRCC,2012-10-26,03:30:00
363,2012-10-26 04:00,11.273,1134445,HRCC,2012-10-26,04:00:00
364,2012-10-26 04:30,11.273,1134445,HRCC,2012-10-26,04:30:00
365,2012-10-26 05:00,11.273,1134445,HRCC,2012-10-26,05:00:00
366,2012-10-26 05:30,11.273,1134445,HRCC,2012-10-26,05:30:00
367,2012-10-26 06:00,11.273,1134445,HRCC,2012-10-26,06:00:00
368,2012-10-26 06:30,11.248,1134445,HRCC,2012-10-26,06:30:00
369,2012-10-26 07:00,11.248,1134445,HRCC,2012-10-26,07:00:00
370,2012-10-26 07:30,11.248,1134445,HRCC,2012-10-26,07:30:00
371,2012-10-26 08:00,11.273,1134445,HRCC,2012-10-26,08:00:00
372,2012-10-26 08:30,11.273,1134445,HRCC,2012-10-26,08:30:00
373,2012-10-26 09:00,11.297,1134445,HRCC,2012-10-26,09:00:00
374,2012-10-26 09:30,11.346,1134445,HRCC,2012-10-26,09:30:00
375,2012-10-26 10:00,11.419,1134445,HRCC,2012-10-26,10:00:00
376,2012-10-26 10:30,11.467,1134445,HRCC,2012-10-26,10:30:00
377,2012-10-26 11:00,11.565,1134445,HRCC,2012-10-26,11:00:00
378,2012-10-26 11:30,11.637,1134445,HRCC,2012-10-26,11:30:00
379,2012-10-26 12:00,11.71,1134445,HRCC,2012-10-26,12:00:00
380,2012-10-26 12:30,11.832,1134445,HRCC,2012-10-26,12:30:00
381,2012-10-26 13:00,11.929,1134445,HRCC,2012-10-26,13:00:00
382,2012-10-26 13:30,12.025,1134445,HRCC,2012-10-26,13:30:00
383,2012-10-26 14:00,12.098,1134445,HRCC,2012-10-26,14:00:00
384,2012-10-26 14:30,12.219,1134445,HRCC,2012-10-26,14:30:00
385,2012-10-26 15:00,12.268,1134445,HRCC,2012-10-26,15:00:00
386,2012-10-26 15:30,12.316,1134445,HRCC,2012-10-26,15:30:00
387,2012-10-26 16:00,12.364,1134445,HRCC,2012-10-26,16:00:00
388,2012-10-26 16:30,12.389,1134445,HRCC,2012-10-26,16:30:00
389,2012-10-26 17:00,12.413,1134445,HRCC,2012-10-26,17:00:00
390,2012-10-26 17:30,12.437,1134445,HRCC,2012-10-26,17:30:00
391,2012-10-26 18:00,12.437,1134445,HRCC,2012-10-26,18:00:00
392,2012-10-26 18:30,12.437,1134445,HRCC,2012-10-26,18:30:00
393,2012-10-26 19:00,12.437,1134445,HRCC,2012-10-26,19:00:00
394,2012-10-26 19:30,12.461,1134445,HRCC,2012-10-26,19:30:00
395,2012-10-26 20:00,12.461,1134445,HRCC,2012-10-26,20:00:00
396,2012-10-26 20:30,12.461,1134445,HRCC,2012-10-26,20:30:00
397,2012-10-26 21:00,12.461,1134445,HRCC,2012-10-26,21:00:00
398,2012-10-26 21:30,12.461,1134445,HRCC,2012-10-26,21:30:00
399,2012-10-26 22:00,12.461,1134445,HRCC,2012-10-26,22:00:00
400,2012-10-26 22:30,12.461,1134445,HRCC,2012-10-26,22:30:00
401,2012-10-26 23:00,12.461,1134445,HRCC,2012-10-26,23:00:00
402,2012-10-26 23:30,12.461,1134445,HRCC,2012-10-26,23:30:00
403,2012-10-27 00:00,12.461,1134445,HRCC,2012-10-27,00:00:00
404,2012-10-27 00:30,12.461,1134445,HRCC,2012-10-27,00:30:00
405,2012-10-27 01:00,12.461,1134445,HRCC,2012-10-27,01:00:00
406,2012-10-27 01:30,12.461,1134445,HRCC,2012-10-27,01:30:00
407,2012-10-27 02:00,12.437,1134445,HRCC,2012-10-27,02:00:00
408,2012-10-27 02:30,12.437,1134445,HRCC,2012-10-27,02:30:00
409,2012-10-27 03:00,12.413,1134445,HRCC,2012-10-27,03:00:00
410,2012-10-27 03:30,12.413,1134445,HRCC,2012-10-27,03:30:00
411,2012-10-27 04:00,12.389,1134445,HRCC,2012-10-27,04:00:00
412,2012-10-27 04:30,12.389,1134445,HRCC,2012-10-27,04:30:00
413,2012-10-27 05:00,12.389,1134445,HRCC,2012-10-27,05:00:00
414,2012-10-27 05:30,12.389,1134445,HRCC,2012-10-27,05:30:00
415,2012-10-27 06:00,12.389,1134445,HRCC,2012-10-27,06:00:00
416,2012-10-27 06:30,12.389,1134445,HRCC,2012-10-27,06:30:00
417,2012-10-27 07:00,12.413,1134445,HRCC,2012-10-27,07:00:00
418,2012-10-27 07:30,12.413,1134445,HRCC,2012-10-27,07:30:00
419,2012-10-27 08:00,12.413,1134445,HRCC,2012-10-27,08:00:00
420,2012-10-27 08:30,12.437,1134445,HRCC,2012-10-27,08:30:00
421,2012-10-27 09:00,12.437,1134445,HRCC,2012-10-27,09:00:00
422,2012-10-27 09:30,12.461,1134445,HRCC,2012-10-27,09:30:00
423,2012-10-27 10:00,12.461,1134445,HRCC,2012-10-27,10:00:00
424,2012-10-27 10:30,12.485,1134445,HRCC,2012-10-27,10:30:00
425,2012-10-27 11:00,12.534,1134445,HRCC,2012-10-27,11:00:00
426,2012-10-27 11:30,12.558,1134445,HRCC,2012-10-27,11:30:00
427,2012-10-27 12:00,12.63,1134445,HRCC,2012-10-27,12:00:00
428,2012-10-27 12:30,12.654,1134445,HRCC,2012-10-27,12:30:00
429,2012-10-27 13:00,12.727,1134445,HRCC,2012-10-27,13:00:00
430,2012-10-27 13:30,12.775,1134445,HRCC,2012-10-27,13:30:00
431,2012-10-27 14:00,12.799,1134445,HRCC,2012-10-27,14:00:00
432,2012-10-27 14:30,12.847,1134445,HRCC,2012-10-27,14:30:00
433,2012-10-27 15:00,12.871,1134445,HRCC,2012-10-27,15:00:00
434,2012-10-27 15:30,12.896,1134445,HRCC,2012-10-27,15:30:00
435,2012-10-27 16:00,12.92,1134445,HRCC,2012-10-27,16:00:00
436,2012-10-27 16:30,12.944,1134445,HRCC,2012-10-27,16:30:00
437,2012-10-27 17:00,12.944,1134445,HRCC,2012-10-27,17:00:00
438,2012-10-27 17:30,12.944,1134445,HRCC,2012-10-27,17:30:00
439,2012-10-27 18:00,12.944,1134445,HRCC,2012-10-27,18:00:00
440,2012-10-27 18:30,12.92,1134445,HRCC,2012-10-27,18:30:00
441,2012-10-27 19:00,12.896,1134445,HRCC,2012-10-27,19:00:00
442,2012-10-27 19:30,12.871,1134445,HRCC,2012-10-27,19:30:00
443,2012-10-27 20:00,12.823,1134445,HRCC,2012-10-27,20:00:00
444,2012-10-27 20:30,12.775,1134445,HRCC,2012-10-27,20:30:00
445,2012-10-27 21:00,12.751,1134445,HRCC,2012-10-27,21:00:00
446,2012-10-27 21:30,12.703,1134445,HRCC,2012-10-27,21:30:00
447,2012-10-27 22:00,12.678,1134445,HRCC,2012-10-27,22:00:00
448,2012-10-27 22:30,12.654,1134445,HRCC,2012-10-27,22:30:00
449,2012-10-27 23:00,12.63,1134445,HRCC,2012-10-27,23:00:00
450,2012-10-27 23:30,12.606,1134445,HRCC,2012-10-27,23:30:00
451,2012-10-28 00:00,12.582,1134445,HRCC,2012-10-28,00:00:00
452,2012-10-28 00:30,12.558,1134445,HRCC,2012-10-28,00:30:00
453,2012-10-28 01:00,12.558,1134445,HRCC,2012-10-28,01:00:00
454,2012-10-28 01:30,12.509,1134445,HRCC,2012-10-28,01:30:00
455,2012-10-28 02:00,12.485,1134445,HRCC,2012-10-28,02:00:00
456,2012-10-28 02:30,12.461,1134445,HRCC,2012-10-28,02:30:00
457,2012-10-28 03:00,12.437,1134445,HRCC,2012-10-28,03:00:00
458,2012-10-28 03:30,12.413,1134445,HRCC,2012-10-28,03:30:00
459,2012-10-28 04:00,12.389,1134445,HRCC,2012-10-28,04:00:00
460,2012-10-28 04:30,12.364,1134445,HRCC,2012-10-28,04:30:00
461,2012-10-28 05:00,12.316,1134445,HRCC,2012-10-28,05:00:00
462,2012-10-28 05:30,12.268,1134445,HRCC,2012-10-28,05:30:00
463,2012-10-28 06:00,12.195,1134445,HRCC,2012-10-28,06:00:00
464,2012-10-28 06:30,12.147,1134445,HRCC,2012-10-28,06:30:00
465,2012-10-28 07:00,12.098,1134445,HRCC,2012-10-28,07:00:00
466,2012-10-28 07:30,12.05,1134445,HRCC,2012-10-28,07:30:00
467,2012-10-28 08:00,11.977,1134445,HRCC,2012-10-28,08:00:00
468,2012-10-28 08:30,11.953,1134445,HRCC,2012-10-28,08:30:00
469,2012-10-28 09:00,11.929,1134445,HRCC,2012-10-28,09:00:00
470,2012-10-28 09:30,11.904,1134445,HRCC,2012-10-28,09:30:00
471,2012-10-28 10:00,11.88,1134445,HRCC,2012-10-28,10:00:00
472,2012-10-28 10:30,11.88,1134445,HRCC,2012-10-28,10:30:00
473,2012-10-28 11:00,11.856,1134445,HRCC,2012-10-28,11:00:00
474,2012-10-28 11:30,11.856,1134445,HRCC,2012-10-28,11:30:00
475,2012-10-28 12:00,11.856,1134445,HRCC,2012-10-28,12:00:00
476,2012-10-28 12:30,11.856,1134445,HRCC,2012-10-28,12:30:00
477,2012-10-28 13:00,11.856,1134445,HRCC,2012-10-28,13:00:00
478,2012-10-28 13:30,11.856,1134445,HRCC,2012-10-28,13:30:00
479,2012-10-28 14:00,11.856,1134445,HRCC,2012-10-28,14:00:00
480,2012-10-28 14:30,11.88,1134445,HRCC,2012-10-28,14:30:00
481,2012-10-28 15:00,11.88,1134445,HRCC,2012-10-28,15:00:00
482,2012-10-28 15:30,11.856,1134445,HRCC,2012-10-28,15:30:00
483,2012-10-28 16:00,11.856,1134445,HRCC,2012-10-28,16:00:00
484,2012-10-28 16:30,11.832,1134445,HRCC,2012-10-28,16:30:00
485,2012-10-28 17:00,11.832,1134445,HRCC,2012-10-28,17:00:00
486,2012-10-28 17:30,11.807,1134445,HRCC,2012-10-28,17:30:00
487,2012-10-28 18:00,11.759,1134445,HRCC,2012-10-28,18:00:00
488,2012-10-28 18:30,11.734,1134445,HRCC,2012-10-28,18:30:00
489,2012-10-28 19:00,11.686,1134445,HRCC,2012-10-28,19:00:00
490,2012-10-28 19:30,11.637,1134445,HRCC,2012-10-28,19:30:00
491,2012-10-28 20:00,11.613,1134445,HRCC,2012-10-28,20:00:00
492,2012-10-28 20:30,11.565,1134445,HRCC,2012-10-28,20:30:00
493,2012-10-28 21:00,11.516,1134445,HRCC,2012-10-28,21:00:00
494,2012-10-28 21:30,11.467,1134445,HRCC,2012-10-28,21:30:00
495,2012-10-28 22:00,11.394,1134445,HRCC,2012-10-28,22:00:00
496,2012-10-28 22:30,11.346,1134445,HRCC,2012-10-28,22:30:00
497,2012-10-28 23:00,11.297,1134445,HRCC,2012-10-28,23:00:00
498,2012-10-28 23:30,11.248,1134445,HRCC,2012-10-28,23:30:00
499,2012-10-29 00:00,11.2,1134445,HRCC,2012-10-29,00:00:00
500,2012-10-29 00:30,11.151,1134445,HRCC,2012-10-29,00:30:00
501,2012-10-29 01:00,11.102,1134445,HRCC,2012-10-29,01:00:00
502,2012-10-29 01:30,11.053,1134445,HRCC,2012-10-29,01:30:00
503,2012-10-29 02:00,11.005,1134445,HRCC,2012-10-29,02:00:00
504,2012-10-29 02:30,10.98,1134445,HRCC,2012-10-29,02:30:00
505,2012-10-29 03:00,10.956,1134445,HRCC,2012-10-29,03:00:00
506,2012-10-29 03:30,10.907,1134445,HRCC,2012-10-29,03:30:00
507,2012-10-29 04:00,10.883,1134445,HRCC,2012-10-29,04:00:00
508,2012-10-29 04:30,10.858,1134445,HRCC,2012-10-29,04:30:00
509,2012-10-29 05:00,10.834,1134445,HRCC,2012-10-29,05:00:00
510,2012-10-29 05:30,10.81,1134445,HRCC,2012-10-29,05:30:00
511,2012-10-29 06:00,10.785,1134445,HRCC,2012-10-29,06:00:00
512,2012-10-29 06:30,10.761,1134445,HRCC,2012-10-29,06:30:00
513,2012-10-29 07:00,10.736,1134445,HRCC,2012-10-29,07:00:00
514,2012-10-29 07:30,10.712,1134445,HRCC,2012-10-29,07:30:00
515,2012-10-29 08:00,10.687,1134445,HRCC,2012-10-29,08:00:00
516,2012-10-29 08:30,10.687,1134445,HRCC,2012-10-29,08:30:00
517,2012-10-29 09:00,10.687,1134445,HRCC,2012-10-29,09:00:00
518,2012-10-29 09:30,10.687,1134445,HRCC,2012-10-29,09:30:00
519,2012-10-29 10:00,10.712,1134445,HRCC,2012-10-29,10:00:00
520,2012-10-29 10:30,10.712,1134445,HRCC,2012-10-29,10:30:00
521,2012-10-29 11:00,10.736,1134445,HRCC,2012-10-29,11:00:00
522,2012-10-29 11:30,10.761,1134445,HRCC,2012-10-29,11:30:00
523,2012-10-29 12:00,10.81,1134445,HRCC,2012-10-29,12:00:00
524,2012-10-29 12:30,10.834,1134445,HRCC,2012-10-29,12:30:00
525,2012-10-29 13:00,10.858,1134445,HRCC,2012-10-29,13:00:00
526,2012-10-29 13:30,10.907,1134445,HRCC,2012-10-29,13:30:00
527,2012-10-29 14:00,10.932,1134445,HRCC,2012-10-29,14:00:00
528,2012-10-29 14:30,10.98,1134445,HRCC,2012-10-29,14:30:00
529,2012-10-29 15:00,11.005,1134445,HRCC,2012-10-29,15:00:00
530,2012-10-29 15:30,11.053,1134445,HRCC,2012-10-29,15:30:00
531,2012-10-29 16:00,11.078,1134445,HRCC,2012-10-29,16:00:00
532,2012-10-29 16:30,11.127,1134445,HRCC,2012-10-29,16:30:00
533,2012-10-29 17:00,11.175,1134445,HRCC,2012-10-29,17:00:00
534,2012-10-29 17:30,11.2,1134445,HRCC,2012-10-29,17:30:00
535,2012-10-29 18:00,11.248,1134445,HRCC,2012-10-29,18:00:00
536,2012-10-29 18:30,11.321,1134445,HRCC,2012-10-29,18:30:00
537,2012-10-29 19:00,11.394,1134445,HRCC,2012-10-29,19:00:00
538,2012-10-29 19:30,11.492,1134445,HRCC,2012-10-29,19:30:00
539,2012-10-29 20:00,11.613,1134445,HRCC,2012-10-29,20:00:00
540,2012-10-29 20:30,11.686,1134445,HRCC,2012-10-29,20:30:00
541,2012-10-29 21:00,11.734,1134445,HRCC,2012-10-29,21:00:00
542,2012-10-29 21:30,11.807,1134445,HRCC,2012-10-29,21:30:00
543,2012-10-29 22:00,11.856,1134445,HRCC,2012-10-29,22:00:00
544,2012-10-29 22:30,11.832,1134445,HRCC,2012-10-29,22:30:00
545,2012-10-29 23:00,11.832,1134445,HRCC,2012-10-29,23:00:00
546,2012-10-29 23:30,11.88,1134445,HRCC,2012-10-29,23:30:00
547,2012-10-30 00:00,11.929,1134445,HRCC,2012-10-30,00:00:00
548,2012-10-30 00:30,12.001,1134445,HRCC,2012-10-30,00:30:00
549,2012-10-30 01:00,12.05,1134445,HRCC,2012-10-30,01:00:00
550,2012-10-30 01:30,12.074,1134445,HRCC,2012-10-30,01:30:00
551,2012-10-30 02:00,12.074,1134445,HRCC,2012-10-30,02:00:00
552,2012-10-30 02:30,12.074,1134445,HRCC,2012-10-30,02:30:00
553,2012-10-30 03:00,12.074,1134445,HRCC,2012-10-30,03:00:00
554,2012-10-30 03:30,12.05,1134445,HRCC,2012-10-30,03:30:00
555,2012-10-30 04:00,12.05,1134445,HRCC,2012-10-30,04:00:00
556,2012-10-30 04:30,12.025,1134445,HRCC,2012-10-30,04:30:00
557,2012-10-30 05:00,12.001,1134445,HRCC,2012-10-30,05:00:00
558,2012-10-30 05:30,12.001,1134445,HRCC,2012-10-30,05:30:00
559,2012-10-30 06:00,11.977,1134445,HRCC,2012-10-30,06:00:00
560,2012-10-30 06:30,11.977,1134445,HRCC,2012-10-30,06:30:00
561,2012-10-30 07:00,11.977,1134445,HRCC,2012-10-30,07:00:00
562,2012-10-30 07:30,11.929,1134445,HRCC,2012-10-30,07:30:00
563,2012-10-30 08:00,11.929,1134445,HRCC,2012-10-30,08:00:00
564,2012-10-30 08:30,11.929,1134445,HRCC,2012-10-30,08:30:00
565,2012-10-30 09:00,11.929,1134445,HRCC,2012-10-30,09:00:00
566,2012-10-30 09:30,11.929,1134445,HRCC,2012-10-30,09:30:00
567,2012-10-30 10:00,11.953,1134445,HRCC,2012-10-30,10:00:00
568,2012-10-30 10:30,11.977,1134445,HRCC,2012-10-30,10:30:00
569,2012-10-30 11:00,11.977,1134445,HRCC,2012-10-30,11:00:00
570,2012-10-30 11:30,12.001,1134445,HRCC,2012-10-30,11:30:00
571,2012-10-30 12:00,12.025,1134445,HRCC,2012-10-30,12:00:00
572,2012-10-30 12:30,12.074,1134445,HRCC,2012-10-30,12:30:00
573,2012-10-30 13:00,12.074,1134445,HRCC,2012-10-30,13:00:00
574,2012-10-30 13:30,12.122,1134445,HRCC,2012-10-30,13:30:00
575,2012-10-30 14:00,12.171,1134445,HRCC,2012-10-30,14:00:00
576,2012-10-30 14:30,12.219,1134445,HRCC,2012-10-30,14:30:00
577,2012-10-30 15:00,12.243,1134445,HRCC,2012-10-30,15:00:00
578,2012-10-30 15:30,12.292,1134445,HRCC,2012-10-30,15:30:00
579,2012-10-30 16:00,12.316,1134445,HRCC,2012-10-30,16:00:00
580,2012-10-30 16:30,12.34,1134445,HRCC,2012-10-30,16:30:00
581,2012-10-30 17:00,12.364,1134445,HRCC,2012-10-30,17:00:00
582,2012-10-30 17:30,12.364,1134445,HRCC,2012-10-30,17:30:00
583,2012-10-30 18:00,12.364,1134445,HRCC,2012-10-30,18:00:00
584,2012-10-30 18:30,12.364,1134445,HRCC,2012-10-30,18:30:00
585,2012-10-30 19:00,12.34,1134445,HRCC,2012-10-30,19:00:00
586,2012-10-30 19:30,12.316,1134445,HRCC,2012-10-30,19:30:00
587,2012-10-30 20:00,12.292,1134445,HRCC,2012-10-30,20:00:00
588,2012-10-30 20:30,12.268,1134445,HRCC,2012-10-30,20:30:00
589,2012-10-30 21:00,12.268,1134445,HRCC,2012-10-30,21:00:00
590,2012-10-30 21:30,12.243,1134445,HRCC,2012-10-30,21:30:00
591,2012-10-30 22:00,12.219,1134445,HRCC,2012-10-30,22:00:00
592,2012-10-30 22:30,12.195,1134445,HRCC,2012-10-30,22:30:00
593,2012-10-30 23:00,12.195,1134445,HRCC,2012-10-30,23:00:00
594,2012-10-30 23:30,12.171,1134445,HRCC,2012-10-30,23:30:00
595,2012-10-31 00:00,12.147,1134445,HRCC,2012-10-31,00:00:00
596,2012-10-31 00:30,12.122,1134445,HRCC,2012-10-31,00:30:00
597,2012-10-31 01:00,12.098,1134445,HRCC,2012-10-31,01:00:00
598,2012-10-31 01:30,12.074,1134445,HRCC,2012-10-31,01:30:00
599,2012-10-31 02:00,12.05,1134445,HRCC,2012-10-31,02:00:00
600,2012-10-31 02:30,12.025,1134445,HRCC,2012-10-31,02:30:00
601,2012-10-31 03:00,12.001,1134445,HRCC,2012-10-31,03:00:00
602,2012-10-31 03:30,11.977,1134445,HRCC,2012-10-31,03:30:00
603,2012-10-31 04:00,11.953,1134445,HRCC,2012-10-31,04:00:00
604,2012-10-31 04:30,11.929,1134445,HRCC,2012-10-31,04:30:00
605,2012-10-31 05:00,11.88,1134445,HRCC,2012-10-31,05:00:00
606,2012-10-31 05:30,11.856,1134445,HRCC,2012-10-31,05:30:00
607,2012-10-31 06:00,11.807,1134445,HRCC,2012-10-31,06:00:00
608,2012-10-31 06:30,11.734,1134445,HRCC,2012-10-31,06:30:00
609,2012-10-31 07:00,11.686,1134445,HRCC,2012-10-31,07:00:00
610,2012-10-31 07:30,11.613,1134445,HRCC,2012-10-31,07:30:00
611,2012-10-31 08:00,11.54,1134445,HRCC,2012-10-31,08:00:00
612,2012-10-31 08:30,11.492,1134445,HRCC,2012-10-31,08:30:00
613,2012-10-31 09:00,11.443,1134445,HRCC,2012-10-31,09:00:00
614,2012-10-31 09:30,11.394,1134445,HRCC,2012-10-31,09:30:00
615,2012-10-31 10:00,11.346,1134445,HRCC,2012-10-31,10:00:00
616,2012-10-31 10:30,11.346,1134445,HRCC,2012-10-31,10:30:00
617,2012-10-31 11:00,11.321,1134445,HRCC,2012-10-31,11:00:00
618,2012-10-31 11:30,11.346,1134445,HRCC,2012-10-31,11:30:00
619,2012-10-31 12:00,11.346,1134445,HRCC,2012-10-31,12:00:00
620,2012-10-31 12:30,11.37,1134445,HRCC,2012-10-31,12:30:00
621,2012-10-31 13:00,11.346,1134445,HRCC,2012-10-31,13:00:00
622,2012-10-31 13:30,11.346,1134445,HRCC,2012-10-31,13:30:00
623,2012-10-31 14:00,11.321,1134445,HRCC,2012-10-31,14:00:00
624,2012-10-31 14:30,11.297,1134445,HRCC,2012-10-31,14:30:00
625,2012-10-31 15:00,11.297,1134445,HRCC,2012-10-31,15:00:00
626,2012-10-31 15:30,11.273,1134445,HRCC,2012-10-31,15:30:00
627,2012-10-31 16:00,11.248,1134445,HRCC,2012-10-31,16:00:00
628,2012-10-31 16:30,11.2,1134445,HRCC,2012-10-31,16:30:00
629,2012-10-31 17:00,11.151,1134445,HRCC,2012-10-31,17:00:00
630,2012-10-31 17:30,11.102,1134445,HRCC,2012-10-31,17:30:00
631,2012-10-31 18:00,11.053,1134445,HRCC,2012-10-31,18:00:00
632,2012-10-31 18:30,11.005,1134445,HRCC,2012-10-31,18:30:00
633,2012-10-31 19:00,10.956,1134445,HRCC,2012-10-31,19:00:00
634,2012-10-31 19:30,10.883,1134445,HRCC,2012-10-31,19:30:00
635,2012-10-31 20:00,10.834,1134445,HRCC,2012-10-31,20:00:00
636,2012-10-31 20:30,10.785,1134445,HRCC,2012-10-31,20:30:00
637,2012-10-31 21:00,10.736,1134445,HRCC,2012-10-31,21:00:00
638,2012-10-31 21:30,10.687,1134445,HRCC,2012-10-31,21:30:00
639,2012-10-31 22:00,10.638,1134445,HRCC,2012-10-31,22:00:00
640,2012-10-31 22:30,10.59,1134445,HRCC,2012-10-31,22:30:00
641,2012-10-31 23:00,10.541,1134445,HRCC,2012-10-31,23:00:00
