GageID,SiteID,Date.Time,Water.Temp.C,Air.Temp.C,Discharge.ft3/s,Water.Level.ft,Water.Temp.C_cd,Air.Temp.C_cd,Discharge.ft3/s_cd,Water.Level.ft_cd
1187300,HRCC,2014-05-09 14:30,10.2,13.8,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 14:45,10.2,13.7,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 15:00,10.2,13.8,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 15:15,10.2,13.6,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 15:30,10.2,13.6,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 15:45,10.2,13.7,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 16:00,10.2,13.8,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 16:15,10.2,13.7,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 16:30,10.2,13.7,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 16:45,10.3,13.8,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 17:00,10.3,13.7,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 17:15,10.3,13.7,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 17:30,10.3,13.8,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 17:45,10.3,13.7,33,1.68,P,P,P,P
1187300,HRCC,2014-05-09 18:00,10.3,13.7,33,1.69,P,P,P,P
1187300,HRCC,2014-05-09 18:15,10.3,13.7,33,1.69,P,P,P,P
1187300,HRCC,2014-05-09 18:30,10.3,13.6,33,1.69,P,P,P,P
1187300,HRCC,2014-05-09 18:45,10.3,13.5,33,1.69,P,P,P,P
1187300,HRCC,2014-05-09 19:00,10.3,13.3,33,1.69,P,P,P,P
1187300,HRCC,2014-05-09 19:15,10.3,13.1,34,1.7,P,P,P,P
1187300,HRCC,2014-05-09 19:30,10.3,13,34,1.7,P,P,P,P
1187300,HRCC,2014-05-09 19:45,10.3,12.9,34,1.7,P,P,P,P
1187300,HRCC,2014-05-09 20:00,10.3,12.9,34,1.7,P,P,P,P
1187300,HRCC,2014-05-09 20:15,10.3,12.8,34,1.7,P,P,P,P
1187300,HRCC,2014-05-09 20:30,10.3,12.6,34,1.7,P,P,P,P
1187300,HRCC,2014-05-09 20:45,10.3,12.6,34,1.71,P,P,P,P
1187300,HRCC,2014-05-09 21:00,10.3,12.7,34,1.71,P,P,P,P
1187300,HRCC,2014-05-09 21:15,10.3,12.6,34,1.71,P,P,P,P
1187300,HRCC,2014-05-09 21:30,10.3,12.5,34,1.71,P,P,P,P
1187300,HRCC,2014-05-09 21:45,10.3,12.6,34,1.71,P,P,P,P
1187300,HRCC,2014-05-09 22:00,10.3,12.6,34,1.71,P,P,P,P
1187300,HRCC,2014-05-09 22:15,10.3,12.6,34,1.71,P,P,P,P
1187300,HRCC,2014-05-09 22:30,10.3,12.5,34,1.72,P,P,P,P
1187300,HRCC,2014-05-09 22:45,10.3,12.4,34,1.72,P,P,P,P
1187300,HRCC,2014-05-09 23:00,10.3,12.5,35,1.73,P,P,P,P
1187300,HRCC,2014-05-09 23:15,10.3,12.4,35,1.73,P,P,P,P
1187300,HRCC,2014-05-09 23:30,10.3,12.4,35,1.74,P,P,P,P
1187300,HRCC,2014-05-09 23:45,10.3,12.5,35,1.74,P,P,P,P
1187300,HRCC,2014-05-10 00:00,10.3,12.5,35,1.74,P,P,P,P
1187300,HRCC,2014-05-10 00:15,10.3,12.4,35,1.74,P,P,P,P
1187300,HRCC,2014-05-10 00:30,10.3,12.3,35,1.75,P,P,P,P
1187300,HRCC,2014-05-10 00:45,10.3,12.3,35,1.75,P,P,P,P
1187300,HRCC,2014-05-10 01:00,10.3,12.2,35,1.75,P,P,P,P
1187300,HRCC,2014-05-10 01:15,10.3,12.2,35,1.75,P,P,P,P
1187300,HRCC,2014-05-10 01:30,10.3,12.4,36,1.76,P,P,P,P
1187300,HRCC,2014-05-10 01:45,10.3,12.3,36,1.76,P,P,P,P
1187300,HRCC,2014-05-10 02:00,10.3,12.3,36,1.76,P,P,P,P
1187300,HRCC,2014-05-10 02:15,10.3,12.3,36,1.77,P,P,P,P
1187300,HRCC,2014-05-10 02:30,10.3,12.3,36,1.77,P,P,P,P
1187300,HRCC,2014-05-10 02:45,10.3,12.4,36,1.77,P,P,P,P
1187300,HRCC,2014-05-10 03:00,10.3,12.3,36,1.77,P,P,P,P
1187300,HRCC,2014-05-10 03:15,10.3,12.4,36,1.78,P,P,P,P
1187300,HRCC,2014-05-10 03:30,10.3,12.4,36,1.78,P,P,P,P
1187300,HRCC,2014-05-10 03:45,10.4,12.4,36,1.78,P,P,P,P
1187300,HRCC,2014-05-10 04:00,10.4,12.5,36,1.78,P,P,P,P
1187300,HRCC,2014-05-10 04:15,10.4,12.6,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 04:30,10.4,13.1,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 04:45,10.4,12.7,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 05:00,10.4,13.1,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 05:15,10.4,13.6,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 05:30,10.4,13.3,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 05:45,10.4,13.8,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 06:00,10.4,13.2,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 06:15,10.4,13.2,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 06:30,10.5,13.1,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 06:45,10.5,13.2,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 07:00,10.5,13.8,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 07:15,10.5,13.5,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 07:30,10.5,13.5,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 07:45,10.5,13.6,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 08:00,10.6,13.7,37,1.81,P,P,P,P
1187300,HRCC,2014-05-10 08:15,10.6,14.7,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 08:30,10.6,14.6,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 08:45,10.6,15.1,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 09:00,10.7,15.8,36,1.79,P,P,P,P
1187300,HRCC,2014-05-10 09:15,10.7,16,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 09:30,10.8,16.7,37,1.8,P,P,P,P
1187300,HRCC,2014-05-10 09:45,10.8,17.1,37,1.81,P,P,P,P
1187300,HRCC,2014-05-10 10:00,10.9,17.6,37,1.81,P,P,P,P
1187300,HRCC,2014-05-10 10:15,11,17.9,37,1.82,P,P,P,P
1187300,HRCC,2014-05-10 10:30,11.1,18.1,37,1.82,P,P,P,P
1187300,HRCC,2014-05-10 10:45,11.2,18.4,37,1.82,P,P,P,P
1187300,HRCC,2014-05-10 11:00,11.3,19.3,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 11:15,11.4,19.5,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 11:30,11.5,20.6,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 11:45,11.7,22.2,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 12:00,11.9,22.4,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 12:15,12,23.3,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 12:30,12.3,23.8,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 12:45,12.6,24.3,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 13:00,12.9,25,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 13:15,13.1,25.2,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 13:30,13.4,25.7,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 13:45,13.6,25.4,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 14:00,13.7,26.1,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 14:15,13.9,26.3,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 14:30,14,26.5,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 14:45,14.1,27.2,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 15:00,14.2,26.6,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 15:15,14.2,26.3,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 15:30,14.3,27.8,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 15:45,14.3,26.4,38,1.84,P,P,P,P
1187300,HRCC,2014-05-10 16:00,14.2,26.3,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 16:15,14.2,26.3,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 16:30,14.2,26.8,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 16:45,14.2,25.8,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 17:00,14.2,23.9,38,1.83,P,P,P,P
1187300,HRCC,2014-05-10 17:15,14.2,17.7,39,1.88,P,P,P,P
1187300,HRCC,2014-05-10 17:30,14.2,17.9,40,1.91,P,P,P,P
1187300,HRCC,2014-05-10 17:45,14.1,17.8,43,1.98,P,P,P,P
1187300,HRCC,2014-05-10 18:00,14,17.6,44,2.02,P,P,P,P
1187300,HRCC,2014-05-10 18:15,14,17,44,2.03,P,P,P,P
1187300,HRCC,2014-05-10 18:30,14,16.4,44,2.03,P,P,P,P
1187300,HRCC,2014-05-10 18:45,14,16.3,44,2.04,P,P,P,P
1187300,HRCC,2014-05-10 19:00,13.9,16.4,45,2.05,P,P,P,P
1187300,HRCC,2014-05-10 19:15,13.9,16.4,45,2.06,P,P,P,P
1187300,HRCC,2014-05-10 19:30,13.8,16.4,45,2.06,P,P,P,P
1187300,HRCC,2014-05-10 19:45,13.8,16.1,46,2.07,P,P,P,P
1187300,HRCC,2014-05-10 20:00,13.8,15.8,46,2.08,P,P,P,P
1187300,HRCC,2014-05-10 20:15,13.8,15.4,47,2.09,P,P,P,P
1187300,HRCC,2014-05-10 20:30,13.7,15,47,2.1,P,P,P,P
1187300,HRCC,2014-05-10 20:45,13.7,15,47,2.1,P,P,P,P
1187300,HRCC,2014-05-10 21:00,13.6,14.7,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 21:15,13.6,14.7,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 21:30,13.5,14.7,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 21:45,13.5,14.6,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 22:00,13.4,14.7,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 22:15,13.4,14.8,50,2.12,P,P,P,P
1187300,HRCC,2014-05-10 22:30,13.4,14.5,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 22:45,13.3,14.6,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 23:00,13.3,14.6,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 23:15,13.2,14.5,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 23:30,13.2,14.4,48,2.11,P,P,P,P
1187300,HRCC,2014-05-10 23:45,13.2,14.4,47,2.1,P,P,P,P
1187300,HRCC,2014-05-11 00:00,13.1,14.2,47,2.1,P,P,P,P
1187300,HRCC,2014-05-11 00:15,13.1,14.1,47,2.1,P,P,P,P
1187300,HRCC,2014-05-11 00:30,13.1,14.1,47,2.09,P,P,P,P
1187300,HRCC,2014-05-11 00:45,13,14,47,2.09,P,P,P,P
1187300,HRCC,2014-05-11 01:00,13,13.8,47,2.09,P,P,P,P
1187300,HRCC,2014-05-11 01:15,13,13.6,47,2.09,P,P,P,P
1187300,HRCC,2014-05-11 01:30,12.9,13.6,46,2.08,P,P,P,P
1187300,HRCC,2014-05-11 01:45,12.9,12.6,46,2.08,P,P,P,P
1187300,HRCC,2014-05-11 02:00,12.9,11.5,46,2.08,P,P,P,P
1187300,HRCC,2014-05-11 02:15,12.9,11.3,46,2.07,P,P,P,P
1187300,HRCC,2014-05-11 02:30,12.8,11.2,46,2.07,P,P,P,P
1187300,HRCC,2014-05-11 02:45,12.8,11.2,46,2.07,P,P,P,P
1187300,HRCC,2014-05-11 03:00,12.8,11.2,45,2.06,P,P,P,P
1187300,HRCC,2014-05-11 03:15,12.7,11.2,45,2.06,P,P,P,P
1187300,HRCC,2014-05-11 03:30,12.7,11.2,45,2.06,P,P,P,P
1187300,HRCC,2014-05-11 03:45,12.6,11.2,45,2.05,P,P,P,P
1187300,HRCC,2014-05-11 04:00,12.6,11.1,45,2.05,P,P,P,P
1187300,HRCC,2014-05-11 04:15,12.5,10.9,44,2.04,P,P,P,P
1187300,HRCC,2014-05-11 04:30,12.5,10.9,44,2.04,P,P,P,P
1187300,HRCC,2014-05-11 04:45,12.5,10.8,44,2.04,P,P,P,P
1187300,HRCC,2014-05-11 05:00,12.4,10.6,44,2.04,P,P,P,P
1187300,HRCC,2014-05-11 05:15,12.4,10.5,44,2.03,P,P,P,P
1187300,HRCC,2014-05-11 05:30,12.3,10.2,44,2.03,P,P,P,P
1187300,HRCC,2014-05-11 05:45,12.3,9.9,44,2.03,P,P,P,P
1187300,HRCC,2014-05-11 06:00,12.2,9.7,44,2.03,P,P,P,P
1187300,HRCC,2014-05-11 06:15,12.2,9.5,44,2.03,P,P,P,P
1187300,HRCC,2014-05-11 06:30,12.2,9.3,44,2.02,P,P,P,P
1187300,HRCC,2014-05-11 06:45,12.1,9.2,44,2.01,P,P,P,P
1187300,HRCC,2014-05-11 07:00,12,9.3,44,2.01,P,P,P,P
1187300,HRCC,2014-05-11 07:15,12,9.2,44,2.01,P,P,P,P
1187300,HRCC,2014-05-11 07:30,11.9,9.4,44,2.01,P,P,P,P
1187300,HRCC,2014-05-11 07:45,11.9,9.6,43,2,P,P,P,P
1187300,HRCC,2014-05-11 08:00,11.8,10.6,43,2,P,P,P,P
1187300,HRCC,2014-05-11 08:15,11.9,12.3,43,2,P,P,P,P
1187300,HRCC,2014-05-11 08:30,11.9,14.5,43,1.99,P,P,P,P
1187300,HRCC,2014-05-11 08:45,11.9,15.8,43,1.99,P,P,P,P
1187300,HRCC,2014-05-11 09:00,11.9,16.5,43,1.98,P,P,P,P
1187300,HRCC,2014-05-11 09:15,12,17.2,43,1.98,P,P,P,P
1187300,HRCC,2014-05-11 09:30,12,17.7,43,1.98,P,P,P,P
1187300,HRCC,2014-05-11 09:45,12.1,17.7,43,1.98,P,P,P,P
1187300,HRCC,2014-05-11 10:00,12.2,18,42,1.97,P,P,P,P
1187300,HRCC,2014-05-11 10:15,12.3,18.2,42,1.97,P,P,P,P
1187300,HRCC,2014-05-11 10:30,12.5,18.9,42,1.96,P,P,P,P
1187300,HRCC,2014-05-11 10:45,12.6,19.1,42,1.95,P,P,P,P
1187300,HRCC,2014-05-11 11:00,12.8,19.8,42,1.95,P,P,P,P
1187300,HRCC,2014-05-11 11:15,12.9,20.2,42,1.95,P,P,P,P
1187300,HRCC,2014-05-11 11:30,13.1,20.4,41,1.94,P,P,P,P
1187300,HRCC,2014-05-11 11:45,13.3,21.2,41,1.94,P,P,P,P
1187300,HRCC,2014-05-11 12:00,13.5,21.2,41,1.93,P,P,P,P
1187300,HRCC,2014-05-11 12:15,13.7,21.4,41,1.93,P,P,P,P
1187300,HRCC,2014-05-11 12:30,13.9,21.5,41,1.93,P,P,P,P
1187300,HRCC,2014-05-11 12:45,14.2,21.9,41,1.92,P,P,P,P
1187300,HRCC,2014-05-11 13:00,14.4,22.3,41,1.92,P,P,P,P
1187300,HRCC,2014-05-11 13:15,14.6,22.4,40,1.91,P,P,P,P
1187300,HRCC,2014-05-11 13:30,14.8,23.2,40,1.91,P,P,P,P
1187300,HRCC,2014-05-11 13:45,15,23.6,40,1.91,P,P,P,P
1187300,HRCC,2014-05-11 14:00,15.1,23.7,40,1.9,P,P,P,P
1187300,HRCC,2014-05-11 14:15,15.2,23.9,40,1.89,P,P,P,P
1187300,HRCC,2014-05-11 14:30,15.3,23.5,39,1.88,P,P,P,P
1187300,HRCC,2014-05-11 14:45,15.3,24,39,1.88,P,P,P,P
1187300,HRCC,2014-05-11 15:00,15.4,24,39,1.87,P,P,P,P
1187300,HRCC,2014-05-11 15:15,15.4,24.8,39,1.87,P,P,P,P
1187300,HRCC,2014-05-11 15:30,15.3,25,39,1.87,P,P,P,P
1187300,HRCC,2014-05-11 15:45,15.3,24.7,39,1.86,P,P,P,P
1187300,HRCC,2014-05-11 16:00,15.1,25,39,1.86,P,P,P,P
1187300,HRCC,2014-05-11 16:15,15,24.9,39,1.86,P,P,P,P
1187300,HRCC,2014-05-11 16:30,14.9,25.4,38,1.85,P,P,P,P
1187300,HRCC,2014-05-11 16:45,14.8,25.4,38,1.85,P,P,P,P
1187300,HRCC,2014-05-11 17:00,14.7,25,38,1.84,P,P,P,P
1187300,HRCC,2014-05-11 17:15,14.6,25.1,38,1.84,P,P,P,P
1187300,HRCC,2014-05-11 17:30,14.5,24.8,38,1.83,P,P,P,P
1187300,HRCC,2014-05-11 17:45,14.4,24.6,38,1.83,P,P,P,P
1187300,HRCC,2014-05-11 18:00,14.3,24.1,37,1.82,P,P,P,P
1187300,HRCC,2014-05-11 18:15,14.3,22.9,37,1.82,P,P,P,P
1187300,HRCC,2014-05-11 18:30,14.3,23.1,37,1.81,P,P,P,P
1187300,HRCC,2014-05-11 18:45,14.2,21.5,37,1.81,P,P,P,P
1187300,HRCC,2014-05-11 19:00,14.2,19,37,1.8,P,P,P,P
1187300,HRCC,2014-05-11 19:15,14.1,18,37,1.8,P,P,P,P
1187300,HRCC,2014-05-11 19:30,14.1,17.2,36,1.79,P,P,P,P
1187300,HRCC,2014-05-11 19:45,14.1,16.5,36,1.79,P,P,P,P
1187300,HRCC,2014-05-11 20:00,14,15.8,36,1.79,P,P,P,P
1187300,HRCC,2014-05-11 20:15,14,15.2,36,1.78,P,P,P,P
1187300,HRCC,2014-05-11 20:30,13.9,14.7,36,1.78,P,P,P,P
1187300,HRCC,2014-05-11 20:45,13.9,14.1,36,1.77,P,P,P,P
1187300,HRCC,2014-05-11 21:00,13.8,13.7,36,1.77,P,P,P,P
1187300,HRCC,2014-05-11 21:15,13.8,13.3,36,1.77,P,P,P,P
1187300,HRCC,2014-05-11 21:30,13.7,12.8,36,1.76,P,P,P,P
1187300,HRCC,2014-05-11 21:45,13.7,12.4,36,1.76,P,P,P,P
1187300,HRCC,2014-05-11 22:00,13.6,12,36,1.76,P,P,P,P
1187300,HRCC,2014-05-11 22:15,13.6,11.7,35,1.75,P,P,P,P
1187300,HRCC,2014-05-11 22:30,13.5,11.3,35,1.75,P,P,P,P
1187300,HRCC,2014-05-11 22:45,13.5,11,35,1.75,P,P,P,P
1187300,HRCC,2014-05-11 23:00,13.4,10.6,35,1.74,P,P,P,P
1187300,HRCC,2014-05-11 23:15,13.4,10.3,35,1.74,P,P,P,P
1187300,HRCC,2014-05-11 23:30,13.3,10.1,35,1.74,P,P,P,P
1187300,HRCC,2014-05-11 23:45,13.2,9.9,35,1.73,P,P,P,P
1187300,HRCC,2014-05-12 00:00,13.2,9.6,35,1.73,P,P,P,P
1187300,HRCC,2014-05-12 00:15,13.1,9.3,35,1.73,P,P,P,P
1187300,HRCC,2014-05-12 00:30,13,9,34,1.72,P,P,P,P
1187300,HRCC,2014-05-12 00:45,12.9,8.9,34,1.72,P,P,P,P
1187300,HRCC,2014-05-12 01:00,12.9,8.8,34,1.72,P,P,P,P
1187300,HRCC,2014-05-12 01:15,12.8,8.5,34,1.71,P,P,P,P
1187300,HRCC,2014-05-12 01:30,12.8,8.3,34,1.71,P,P,P,P
1187300,HRCC,2014-05-12 01:45,12.7,8.1,34,1.71,P,P,P,P
1187300,HRCC,2014-05-12 02:00,12.6,7.8,34,1.71,P,P,P,P
1187300,HRCC,2014-05-12 02:15,12.6,7.7,34,1.7,P,P,P,P
1187300,HRCC,2014-05-12 02:30,12.5,7.5,34,1.7,P,P,P,P
1187300,HRCC,2014-05-12 02:45,12.4,7.4,34,1.7,P,P,P,P
1187300,HRCC,2014-05-12 03:00,12.3,7.2,34,1.7,P,P,P,P
1187300,HRCC,2014-05-12 03:15,12.3,7,34,1.7,P,P,P,P
1187300,HRCC,2014-05-12 03:30,12.2,6.9,33,1.69,P,P,P,P
1187300,HRCC,2014-05-12 03:45,12.2,6.8,33,1.69,P,P,P,P
1187300,HRCC,2014-05-12 04:00,12.1,7,33,1.69,P,P,P,P
1187300,HRCC,2014-05-12 04:15,12,7.2,33,1.68,P,P,P,P
1187300,HRCC,2014-05-12 04:30,12,7.5,33,1.68,P,P,P,P
1187300,HRCC,2014-05-12 04:45,11.9,7.6,33,1.68,P,P,P,P
1187300,HRCC,2014-05-12 05:00,11.9,7.7,33,1.68,P,P,P,P
1187300,HRCC,2014-05-12 05:15,11.8,7.6,33,1.68,P,P,P,P
1187300,HRCC,2014-05-12 05:30,11.8,7.4,33,1.67,P,P,P,P
1187300,HRCC,2014-05-12 05:45,11.8,7.2,33,1.67,P,P,P,P
1187300,HRCC,2014-05-12 06:00,11.7,7.2,33,1.67,P,P,P,P
1187300,HRCC,2014-05-12 06:15,11.7,7.4,33,1.67,P,P,P,P
1187300,HRCC,2014-05-12 06:30,11.6,7.4,33,1.67,P,P,P,P
1187300,HRCC,2014-05-12 06:45,11.6,7.8,33,1.67,P,P,P,P
1187300,HRCC,2014-05-12 07:00,11.6,8,33,1.67,P,P,P,P
1187300,HRCC,2014-05-12 07:15,11.5,8.5,33,1.67,P,P,P,P
1187300,HRCC,2014-05-12 07:30,11.5,9,32,1.66,P,P,P,P
1187300,HRCC,2014-05-12 07:45,11.5,10.1,32,1.66,P,P,P,P
1187300,HRCC,2014-05-12 08:00,11.5,11.3,32,1.66,P,P,P,P
1187300,HRCC,2014-05-12 08:15,11.5,12,32,1.66,P,P,P,P
1187300,HRCC,2014-05-12 08:30,11.6,13.2,32,1.66,P,P,P,P
1187300,HRCC,2014-05-12 08:45,11.6,14.4,32,1.66,P,P,P,P
1187300,HRCC,2014-05-12 09:00,11.6,15.4,32,1.65,P,P,P,P
1187300,HRCC,2014-05-12 09:15,11.7,16.7,32,1.65,P,P,P,P
1187300,HRCC,2014-05-12 09:30,11.8,17.9,32,1.65,P,P,P,P
1187300,HRCC,2014-05-12 09:45,11.9,18.6,32,1.65,P,P,P,P
1187300,HRCC,2014-05-12 10:00,12,19.6,32,1.65,P,P,P,P
1187300,HRCC,2014-05-12 10:15,12.2,21.3,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 10:30,12.3,22.6,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 10:45,12.5,23.6,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 11:00,12.6,24.4,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 11:15,12.8,25.1,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 11:30,13.1,25.5,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 11:45,13.3,26.1,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 12:00,13.6,26.4,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 12:15,13.8,27.1,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 12:30,14.1,27.9,32,1.64,P,P,P,P
1187300,HRCC,2014-05-12 12:45,14.3,27.7,32,1.63,P,P,P,P
1187300,HRCC,2014-05-12 13:00,14.6,28.2,32,1.63,P,P,P,P
1187300,HRCC,2014-05-12 13:15,14.9,28.2,32,1.63,P,P,P,P
1187300,HRCC,2014-05-12 13:30,15.1,28.6,32,1.63,P,P,P,P
1187300,HRCC,2014-05-12 13:45,15.3,29.1,32,1.63,P,P,P,P
1187300,HRCC,2014-05-12 14:00,15.5,28.9,31,1.62,P,P,P,P
1187300,HRCC,2014-05-12 14:15,15.7,29.2,31,1.62,P,P,P,P
1187300,HRCC,2014-05-12 14:30,15.8,29.1,31,1.62,P,P,P,P
1187300,HRCC,2014-05-12 14:45,15.9,28.9,31,1.62,P,P,P,P
1187300,HRCC,2014-05-12 15:00,16,30,31,1.61,P,P,P,P
1187300,HRCC,2014-05-12 15:15,16,29.8,31,1.61,P,P,P,P
1187300,HRCC,2014-05-12 15:30,16.1,29.8,31,1.61,P,P,P,P
1187300,HRCC,2014-05-12 15:45,16.1,29.6,31,1.6,P,P,P,P
1187300,HRCC,2014-05-12 16:00,16,29.7,31,1.6,P,P,P,P
1187300,HRCC,2014-05-12 16:15,15.8,29.6,31,1.6,P,P,P,P
1187300,HRCC,2014-05-12 16:30,15.7,29.7,31,1.6,P,P,P,P
1187300,HRCC,2014-05-12 16:45,15.7,29.7,31,1.6,P,P,P,P
1187300,HRCC,2014-05-12 17:00,15.6,29.1,30,1.59,P,P,P,P
1187300,HRCC,2014-05-12 17:15,15.6,27.8,30,1.59,P,P,P,P
1187300,HRCC,2014-05-12 17:30,15.5,28.3,30,1.59,P,P,P,P
1187300,HRCC,2014-05-12 17:45,15.4,27.3,30,1.58,P,P,P,P
1187300,HRCC,2014-05-12 18:00,15.4,25.8,30,1.58,P,P,P,P
1187300,HRCC,2014-05-12 18:15,15.4,25.9,30,1.58,P,P,P,P
1187300,HRCC,2014-05-12 18:30,15.4,23.8,30,1.58,P,P,P,P
1187300,HRCC,2014-05-12 18:45,15.4,26.1,30,1.57,P,P,P,P
1187300,HRCC,2014-05-12 19:00,15.3,25.1,30,1.57,P,P,P,P
1187300,HRCC,2014-05-12 19:15,15.3,23.1,30,1.57,P,P,P,P
1187300,HRCC,2014-05-12 19:30,15.3,22.4,30,1.57,P,P,P,P
1187300,HRCC,2014-05-12 19:45,15.3,21.5,30,1.56,P,P,P,P
1187300,HRCC,2014-05-12 20:00,15.2,20.4,30,1.56,P,P,P,P
1187300,HRCC,2014-05-12 20:15,15.2,19.9,30,1.56,P,P,P,P
1187300,HRCC,2014-05-12 20:30,15.1,19.1,29,1.55,P,P,P,P
1187300,HRCC,2014-05-12 20:45,15.1,18.4,29,1.55,P,P,P,P
1187300,HRCC,2014-05-12 21:00,15.1,18,29,1.55,P,P,P,P
1187300,HRCC,2014-05-12 21:15,15,17.5,29,1.55,P,P,P,P
1187300,HRCC,2014-05-12 21:30,15,17.2,29,1.55,P,P,P,P
1187300,HRCC,2014-05-12 21:45,14.9,16.9,29,1.54,P,P,P,P
1187300,HRCC,2014-05-12 22:00,14.9,16.4,29,1.54,P,P,P,P
1187300,HRCC,2014-05-12 22:15,14.9,16.1,29,1.54,P,P,P,P
1187300,HRCC,2014-05-12 22:30,14.8,15.8,29,1.54,P,P,P,P
1187300,HRCC,2014-05-12 22:45,14.8,15.7,29,1.53,P,P,P,P
1187300,HRCC,2014-05-12 23:00,14.8,15.5,29,1.53,P,P,P,P
1187300,HRCC,2014-05-12 23:15,14.8,15.3,29,1.53,P,P,P,P
1187300,HRCC,2014-05-12 23:30,14.7,15.1,28,1.52,P,P,P,P
1187300,HRCC,2014-05-12 23:45,14.7,15,28,1.52,P,P,P,P
1187300,HRCC,2014-05-13 00:00,14.6,14.8,28,1.51,P,P,P,P
1187300,HRCC,2014-05-13 00:15,14.6,14.6,28,1.51,P,P,P,P
1187300,HRCC,2014-05-13 00:30,14.6,14.6,28,1.51,P,P,P,P
1187300,HRCC,2014-05-13 00:45,14.5,14.6,28,1.51,P,P,P,P
1187300,HRCC,2014-05-13 01:00,14.5,14.7,28,1.51,P,P,P,P
1187300,HRCC,2014-05-13 01:15,14.5,14.8,28,1.51,P,P,P,P
1187300,HRCC,2014-05-13 01:30,14.5,14.9,28,1.51,P,P,P,P
