RowID,Date, Time,Water Temp C,SiteID,Water Logger ID
376,1-Nov-2013,10:30:00,9.485,PBCC,10411104
377,1-Nov-2013,11:00:00,9.632,PBCC,10411104
378,1-Nov-2013,11:30:00,9.780,PBCC,10411104
379,1-Nov-2013,12:00:00,9.879,PBCC,10411104
380,1-Nov-2013,12:30:00,9.928,PBCC,10411104
381,1-Nov-2013,13:00:00,10.051,PBCC,10411104
382,1-Nov-2013,13:30:00,10.124,PBCC,10411104
383,1-Nov-2013,14:00:00,10.222,PBCC,10411104
384,1-Nov-2013,14:30:00,10.296,PBCC,10411104
385,1-Nov-2013,15:00:00,10.369,PBCC,10411104
386,1-Nov-2013,15:30:00,10.443,PBCC,10411104
387,1-Nov-2013,16:00:00,10.492,PBCC,10411104
388,1-Nov-2013,16:30:00,10.467,PBCC,10411104
389,1-Nov-2013,17:00:00,10.467,PBCC,10411104
390,1-Nov-2013,17:30:00,10.467,PBCC,10411104
391,1-Nov-2013,18:00:00,10.467,PBCC,10411104
392,1-Nov-2013,18:30:00,10.467,PBCC,10411104
393,1-Nov-2013,19:00:00,10.443,PBCC,10411104
394,1-Nov-2013,19:30:00,10.418,PBCC,10411104
395,1-Nov-2013,20:00:00,10.369,PBCC,10411104
396,1-Nov-2013,20:30:00,10.320,PBCC,10411104
397,1-Nov-2013,21:00:00,10.296,PBCC,10411104
398,1-Nov-2013,21:30:00,10.247,PBCC,10411104
399,1-Nov-2013,22:00:00,10.198,PBCC,10411104
400,1-Nov-2013,22:30:00,10.149,PBCC,10411104
401,1-Nov-2013,23:00:00,10.075,PBCC,10411104
402,1-Nov-2013,23:30:00,10.026,PBCC,10411104
403,2-Nov-2013,0:00:00,9.977,PBCC,10411104
404,2-Nov-2013,0:30:00,9.903,PBCC,10411104
405,2-Nov-2013,1:00:00,9.829,PBCC,10411104
406,2-Nov-2013,1:30:00,9.731,PBCC,10411104
407,2-Nov-2013,2:00:00,9.657,PBCC,10411104
408,2-Nov-2013,2:30:00,9.534,PBCC,10411104
409,2-Nov-2013,3:00:00,9.435,PBCC,10411104
410,2-Nov-2013,3:30:00,9.336,PBCC,10411104
411,2-Nov-2013,4:00:00,9.238,PBCC,10411104
412,2-Nov-2013,4:30:00,9.114,PBCC,10411104
413,2-Nov-2013,5:00:00,8.990,PBCC,10411104
414,2-Nov-2013,5:30:00,8.891,PBCC,10411104
415,2-Nov-2013,6:00:00,8.767,PBCC,10411104
416,2-Nov-2013,6:30:00,8.643,PBCC,10411104
417,2-Nov-2013,7:00:00,8.543,PBCC,10411104
418,2-Nov-2013,7:30:00,8.444,PBCC,10411104
419,2-Nov-2013,8:00:00,8.369,PBCC,10411104
420,2-Nov-2013,8:30:00,8.270,PBCC,10411104
421,2-Nov-2013,9:00:00,8.245,PBCC,10411104
422,2-Nov-2013,9:30:00,8.245,PBCC,10411104
423,2-Nov-2013,10:00:00,8.270,PBCC,10411104
424,2-Nov-2013,10:30:00,8.369,PBCC,10411104
425,2-Nov-2013,11:00:00,8.519,PBCC,10411104
426,2-Nov-2013,11:30:00,8.668,PBCC,10411104
427,2-Nov-2013,12:00:00,8.792,PBCC,10411104
428,2-Nov-2013,12:30:00,8.941,PBCC,10411104
429,2-Nov-2013,13:00:00,9.040,PBCC,10411104
430,2-Nov-2013,13:30:00,9.139,PBCC,10411104
431,2-Nov-2013,14:00:00,9.213,PBCC,10411104
432,2-Nov-2013,14:30:00,9.262,PBCC,10411104
433,2-Nov-2013,15:00:00,9.287,PBCC,10411104
434,2-Nov-2013,15:30:00,9.361,PBCC,10411104
435,2-Nov-2013,16:00:00,9.361,PBCC,10411104
436,2-Nov-2013,16:30:00,9.386,PBCC,10411104
437,2-Nov-2013,17:00:00,9.435,PBCC,10411104
438,2-Nov-2013,17:30:00,9.460,PBCC,10411104
439,2-Nov-2013,18:00:00,9.485,PBCC,10411104
440,2-Nov-2013,18:30:00,9.485,PBCC,10411104
441,2-Nov-2013,19:00:00,9.509,PBCC,10411104
442,2-Nov-2013,19:30:00,9.509,PBCC,10411104
443,2-Nov-2013,20:00:00,9.534,PBCC,10411104
444,2-Nov-2013,20:30:00,9.534,PBCC,10411104
445,2-Nov-2013,21:00:00,9.534,PBCC,10411104
446,2-Nov-2013,21:30:00,9.485,PBCC,10411104
447,2-Nov-2013,22:00:00,9.435,PBCC,10411104
448,2-Nov-2013,22:30:00,9.386,PBCC,10411104
449,2-Nov-2013,23:00:00,9.336,PBCC,10411104
450,2-Nov-2013,23:30:00,9.287,PBCC,10411104
451,3-Nov-2013,0:00:00,9.238,PBCC,10411104
452,3-Nov-2013,0:30:00,9.139,PBCC,10411104
453,3-Nov-2013,1:00:00,9.064,PBCC,10411104
454,3-Nov-2013,1:30:00,8.990,PBCC,10411104
455,3-Nov-2013,2:00:00,8.941,PBCC,10411104
456,3-Nov-2013,2:30:00,8.866,PBCC,10411104
457,3-Nov-2013,3:00:00,8.767,PBCC,10411104
458,3-Nov-2013,3:30:00,8.668,PBCC,10411104
459,3-Nov-2013,4:00:00,8.568,PBCC,10411104
460,3-Nov-2013,4:30:00,8.469,PBCC,10411104
461,3-Nov-2013,5:00:00,8.369,PBCC,10411104
462,3-Nov-2013,5:30:00,8.295,PBCC,10411104
463,3-Nov-2013,6:00:00,8.220,PBCC,10411104
