GageID,SiteID,Date.Time,Water.Temp.C,Air.Temp.C,Discharge.ft3/s,Water.Level.ft,Water.Temp.C_cd,Air.Temp.C_cd,Discharge.ft3/s_cd,Water.Level.ft_cd
1187300,HRCC,10/22/2013 12:45,9.8,15.7,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 13:00,9.9,15.6,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 13:15,9.9,15.8,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 13:30,10,15.8,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 13:45,10,15.7,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 14:00,10.1,15.3,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 14:15,10.1,14.5,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 14:30,10.1,13.9,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 14:45,10.1,14,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 15:00,10.2,13.9,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 15:15,10.2,13.9,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 15:30,10.2,13.9,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 15:45,10.2,14.2,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 16:00,10.2,14.3,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 16:15,10.2,14.5,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 16:30,10.3,14.5,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 16:45,10.3,14.3,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 17:00,10.2,14.1,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 17:15,10.2,13.1,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 17:30,10.2,12,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 17:45,10.2,11.8,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 18:00,10.2,11,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 18:15,10.1,10.3,8.2,0.69,P,P,P,P
1187300,HRCC,10/22/2013 18:30,10.1,9.8,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 18:45,10.1,9.4,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 19:00,10,8.8,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 19:15,10,8.2,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 19:30,10,8,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 19:45,10,8,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 20:00,10,8.2,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 20:15,9.9,7.8,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 20:30,9.9,7.6,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 20:45,9.9,7.2,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 21:00,9.8,6.9,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 21:15,9.8,6.5,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 21:30,9.8,6,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 21:45,9.7,5.5,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 22:00,9.7,5.2,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 22:15,9.6,5,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 22:30,9.6,4.9,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 22:45,9.6,4.8,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 23:00,9.5,4.7,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 23:15,9.5,4.5,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 23:30,9.4,4.2,8,0.68,P,P,P,P
1187300,HRCC,10/22/2013 23:45,9.4,3.8,8,0.68,P,P,P,P
1187300,HRCC,10/23/2013 0:00,9.4,3.5,8,0.68,P,P,P,P
1187300,HRCC,10/23/2013 0:15,9.3,3.3,8,0.68,P,P,P,P
1187300,HRCC,10/23/2013 0:30,9.2,3.1,8,0.68,P,P,P,P
1187300,HRCC,10/23/2013 0:45,9.2,2.8,8,0.68,P,P,P,P
1187300,HRCC,10/23/2013 1:00,9.2,2.5,8,0.68,P,P,P,P
1187300,HRCC,10/23/2013 1:15,9.1,2.2,8,0.68,P,P,P,P
1187300,HRCC,10/23/2013 1:30,9.1,2.1,8,0.68,P,P,P,P
1187300,HRCC,10/23/2013 1:45,9,2,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 2:00,9,2.2,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 2:15,8.9,1.9,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 2:30,8.8,1.6,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 2:45,8.8,1.3,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 3:00,8.8,1.2,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 3:15,8.7,1.1,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 3:30,8.6,1,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 3:45,8.6,1,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 4:00,8.6,1,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 4:15,8.5,1,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 4:30,8.5,1,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 4:45,8.4,0.8,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 5:00,8.4,0.8,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 5:15,8.3,0.8,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 5:30,8.3,0.9,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 5:45,8.2,0.8,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 6:00,8.2,0.7,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 6:15,8.2,0.6,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 6:30,8.1,0.4,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 6:45,8.1,0.1,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 7:00,8,NA,7.8,0.67,P,NA,P,P
1187300,HRCC,10/23/2013 7:15,8,NA,7.8,0.67,P,NA,P,P
1187300,HRCC,10/23/2013 7:30,7.9,NA,7.8,0.67,P,NA,P,P
1187300,HRCC,10/23/2013 7:45,7.9,NA,7.8,0.67,P,NA,P,P
1187300,HRCC,10/23/2013 8:00,7.8,0.1,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 8:15,7.8,0.5,7.8,0.67,P,P,P,P
1187300,HRCC,10/23/2013 8:30,7.8,1.1,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 8:45,7.8,1.6,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 9:00,7.8,2.2,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 9:15,7.8,3,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 9:30,7.9,3.6,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 9:45,7.9,3.9,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 10:00,7.9,4.3,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 10:15,7.9,4.8,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 10:30,7.9,5.3,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 10:45,8,5.6,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 11:00,8,5.7,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 11:15,8,6.3,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 11:30,8.1,7,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 11:45,8.1,7.5,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 12:00,8.2,7.9,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 12:15,8.2,8.2,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 12:30,8.2,8.5,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 12:45,8.3,9.1,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 13:00,8.5,9.7,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 13:15,8.5,9.9,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 13:30,8.5,10.2,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 13:45,8.5,9.7,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 14:00,8.5,9.8,7.6,0.66,P,P,P,P
1187300,HRCC,10/23/2013 14:15,8.5,9.8,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 14:30,8.6,10.2,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 14:45,8.6,10.3,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 15:00,8.6,10.3,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 15:15,8.7,10.1,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 15:30,8.7,10.3,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 15:45,8.7,10.3,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 16:00,8.7,10.4,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 16:15,8.7,10.6,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 16:30,8.7,10.6,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 16:45,8.7,10.5,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 17:00,8.7,10.2,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 17:15,8.7,10.1,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 17:30,8.6,9.6,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 17:45,8.6,9.5,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 18:00,8.6,8.8,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 18:15,8.6,8.1,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 18:30,8.5,7.8,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 18:45,8.5,7,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 19:00,8.4,6.2,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 19:15,8.4,5.6,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 19:30,8.4,5.4,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 19:45,8.4,5.5,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 20:00,8.3,5.4,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 20:15,8.3,5.5,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 20:30,8.3,5.5,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 20:45,8.3,5.7,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 21:00,8.3,5.9,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 21:15,8.2,5.9,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 21:30,8.2,6.4,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 21:45,8.2,6.3,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 22:00,8.2,6.2,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 22:15,8.2,6.4,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 22:30,8.2,6.4,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 22:45,8.2,6.3,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 23:00,8.2,6,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 23:15,8.2,5.6,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 23:30,8.1,5.2,7.4,0.65,P,P,P,P
1187300,HRCC,10/23/2013 23:45,8.1,4.7,7.4,0.65,P,P,P,P
1187300,HRCC,10/24/2013 0:00,8.1,4.3,7.4,0.65,P,P,P,P
1187300,HRCC,10/24/2013 0:15,8,4.2,7.4,0.65,P,P,P,P
1187300,HRCC,10/24/2013 0:30,8,4.9,7.4,0.65,P,P,P,P
1187300,HRCC,10/24/2013 0:45,8,5.7,7.4,0.65,P,P,P,P
1187300,HRCC,10/24/2013 1:00,8,5.8,7.4,0.65,P,P,P,P
1187300,HRCC,10/24/2013 1:15,8,5.5,7.4,0.65,P,P,P,P
1187300,HRCC,10/24/2013 1:30,7.9,5.3,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 1:45,7.9,5.1,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 2:00,7.9,4.7,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 2:15,7.8,4.5,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 2:30,7.8,4.1,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 2:45,7.8,3.5,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 3:00,7.7,3.1,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 3:15,7.7,2.8,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 3:30,7.7,2,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 3:45,7.6,1.6,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 4:00,7.6,1.2,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 4:15,7.5,0.9,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 4:30,7.5,0.8,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 4:45,7.4,0.6,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 5:00,7.4,0.2,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 5:15,7.3,0.2,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 5:30,7.3,0.1,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 5:45,7.2,NA,7.2,0.64,P,NA,P,P
1187300,HRCC,10/24/2013 6:00,7.2,NA,7.2,0.64,P,NA,P,P
1187300,HRCC,10/24/2013 6:15,7.1,NA,7.2,0.64,P,NA,P,P
1187300,HRCC,10/24/2013 6:30,7.1,NA,7.2,0.64,P,NA,P,P
1187300,HRCC,10/24/2013 6:45,7,NA,7.2,0.64,P,NA,P,P
1187300,HRCC,10/24/2013 7:00,7,NA,7.2,0.64,P,NA,P,P
1187300,HRCC,10/24/2013 7:15,7,NA,7.2,0.64,P,NA,P,P
1187300,HRCC,10/24/2013 7:30,6.9,NA,7.2,0.64,P,NA,P,P
1187300,HRCC,10/24/2013 7:45,6.9,-1.1,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 8:00,6.8,-1,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 8:15,6.8,-0.9,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 8:30,6.8,-0.5,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 8:45,6.8,0.2,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 9:00,6.7,1.3,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 9:15,6.8,3.6,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 9:30,6.8,5,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 9:45,6.9,5.3,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 10:00,6.9,5.6,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 10:15,7,6,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 10:30,7.1,6.4,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 10:45,7.2,6.8,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 11:00,7.3,7.1,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 11:15,7.4,7.1,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 11:30,7.5,7.9,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 11:45,7.5,7.6,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 12:00,7.5,7.9,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 12:15,7.5,8.9,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 12:30,7.6,8.1,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 12:45,7.7,8.5,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 13:00,7.7,8.3,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 13:15,7.8,9.8,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 13:30,7.9,9.8,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 13:45,7.7,9.8,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 14:00,7.7,9.2,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 14:15,7.7,9,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 14:30,7.7,8.8,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 14:45,7.8,9,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 15:00,7.8,8.9,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 15:15,7.8,9.2,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 15:30,7.8,9.2,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 15:45,7.8,9,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 16:00,7.8,9,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 16:15,7.8,9.1,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 16:30,7.8,9,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 16:45,7.7,8.6,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 17:00,7.7,8.3,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 17:15,7.6,7.3,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 17:30,7.6,6.7,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 17:45,7.6,6.3,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 18:00,7.6,5.7,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 18:15,7.5,5,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 18:30,7.5,4.8,7.2,0.64,P,P,P,P
1187300,HRCC,10/24/2013 18:45,7.5,4.6,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 19:00,7.4,4.4,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 19:15,7.4,4.3,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 19:30,7.4,4.2,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 19:45,7.3,4,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 20:00,7.3,3.8,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 20:15,7.3,3.5,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 20:30,7.3,3.2,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 20:45,7.2,3,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 21:00,7.2,2.8,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 21:15,7.1,2.3,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 21:30,7.1,1.9,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 21:45,7,1.6,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 22:00,7,1.3,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 22:15,7,1.1,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 22:30,6.9,0.9,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 22:45,6.9,0.8,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 23:00,6.8,0.5,7,0.63,P,P,P,P
1187300,HRCC,10/24/2013 23:15,6.8,0.4,6.9,0.62,P,P,P,P
1187300,HRCC,10/24/2013 23:30,6.7,0.2,6.9,0.62,P,P,P,P
1187300,HRCC,10/24/2013 23:45,6.7,0.2,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 0:00,6.6,0,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 0:15,6.6,-0.1,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 0:30,6.6,-0.2,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 0:45,6.5,-0.4,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 1:00,6.5,-0.5,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 1:15,6.4,-0.6,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 1:30,6.4,-0.8,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 1:45,6.4,-0.9,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 2:00,6.3,-1,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 2:15,6.3,-1.1,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 2:30,6.3,-1.2,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 2:45,6.2,-1.3,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 3:00,6.2,-1.3,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 3:15,6.1,-1.4,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 3:30,6.1,-1.5,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 3:45,6.1,-1.6,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 4:00,6,-1.6,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 4:15,6,-1.6,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 4:30,6,-1.4,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 4:45,5.9,-1.3,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 5:00,5.9,-1.5,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 5:15,5.9,-1.7,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 5:30,5.8,-1.7,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 5:45,5.8,-1.5,6.9,0.62,P,P,P,P
1187300,HRCC,10/25/2013 6:00,5.8,-1.5,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 6:15,5.8,-1.2,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 6:30,5.8,-0.8,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 6:45,5.8,-0.5,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 7:00,5.8,-0.4,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 7:15,5.7,-0.6,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 7:30,5.7,-0.8,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 7:45,5.6,-0.9,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 8:00,5.6,-0.6,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 8:15,5.6,-0.3,6.7,0.61,P,P,P,P
1187300,HRCC,10/25/2013 8:30,5.6,1.2,6.7,0.61,P,P,P,P
