GageID,SiteID,Date.Time,Water.Temp.C,Water.Temp.C_cd,Discharge.ft3.s,Discharge.ft3.s_cd,Water.Level.ft,Water.Level.ft_cd,SpecCond,SpecCond_cd,DO,DO_cd,pH,pH_cd,Turb,Turb_cd,99133,99133_cd
02035000,02035000,2016-12-01 06:15:00,10.7,P,2630,P,1.79,P,241,P,9.9,P,7.7,P,1.1,P,0.13,P
02035000,02035000,2016-12-01 06:30:00,10.7,P,2650,P,1.8,P,242,P,9.9,P,7.7,P,1.1,P,0.13,P
02035000,02035000,2016-12-01 06:45:00,10.7,P,2650,P,1.8,P,242,P,9.9,P,7.7,P,1.2,P,0.13,P
02035000,02035000,2016-12-01 07:00:00,10.7,P,2670,P,1.81,P,242,P,9.9,P,7.7,P,1,P,0.13,P
02035000,02035000,2016-12-01 07:15:00,10.7,P,2670,P,1.81,P,243,P,9.9,P,7.7,P,1.1,P,0.13,P
02035000,02035000,2016-12-01 07:30:00,10.7,P,2690,P,1.82,P,243,P,9.9,P,7.7,P,1,P,0.13,P
02035000,02035000,2016-12-01 07:45:00,10.6,P,2690,P,1.82,P,243,P,9.9,P,7.7,P,1.1,P,0.13,P
02035000,02035000,2016-12-01 08:00:00,10.6,P,2700,P,1.83,P,243,P,9.9,P,7.7,P,1.1,P,0.13,P
02035000,02035000,2016-12-01 08:15:00,10.6,P,2720,P,1.84,P,244,P,9.9,P,7.7,P,1.2,P,0.13,P
02035000,02035000,2016-12-01 08:30:00,10.7,P,2720,P,1.84,P,244,P,9.9,P,7.7,P,1.1,P,0.13,P
02035000,02035000,2016-12-01 08:45:00,10.7,P,2700,P,1.83,P,244,P,9.9,P,7.7,P,1.2,P,0.13,P
02035000,02035000,2016-12-01 09:00:00,10.7,P,2720,P,1.84,P,244,P,10,P,7.7,P,1.1,P,0.13,P
02035000,02035000,2016-12-01 09:15:00,10.8,P,2700,P,1.83,P,244,P,10,P,7.7,P,1.2,P,0.13,P
02035000,02035000,2016-12-01 09:30:00,10.8,P,2760,P,1.86,P,244,P,10.1,P,7.7,P,1.3,P,0.13,P
02035000,02035000,2016-12-01 09:45:00,10.8,P,2760,P,1.86,P,244,P,10.2,P,7.7,P,1.7,P,0.13,P
02035000,02035000,2016-12-01 10:00:00,10.9,P,2770,P,1.87,P,244,P,10.5,P,7.7,P,1.2,P,0.13,P
02035000,02035000,2016-12-01 10:15:00,NA,NA,2670,P,1.81,P,NA,NA,NA,NA,NA,NA,NA,NA,0.13,P
02035000,02035000,2016-12-01 10:30:00,NA,NA,2690,P,1.82,P,NA,NA,NA,NA,NA,NA,NA,NA,0.13,P
02035000,02035000,2016-12-01 10:45:00,NA,NA,2760,P,1.86,P,NA,NA,NA,NA,NA,NA,NA,NA,0.13,P
02035000,02035000,2016-12-01 11:00:00,11,P,2760,P,1.86,P,243,P,10.4,P,NA,NA,1.1,P,0.13,P
02035000,02035000,2016-12-01 11:15:00,NA,NA,2830,P,1.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 11:30:00,NA,NA,2830,P,1.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 11:45:00,NA,NA,2760,P,1.86,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 12:00:00,NA,NA,2790,P,1.88,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 12:15:00,NA,NA,2770,P,1.87,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 12:30:00,NA,NA,2790,P,1.88,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 12:45:00,NA,NA,2790,P,1.88,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 13:00:00,NA,NA,2810,P,1.89,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 13:15:00,NA,NA,2810,P,1.89,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 13:30:00,NA,NA,2830,P,1.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02035000,02035000,2016-12-01 13:45:00,11.3,P,2810,P,1.89,P,236,P,NA,NA,7.9,P,NA,NA,0.15,P
02035000,02035000,2016-12-01 14:00:00,11.3,P,2840,P,1.91,P,235,P,NA,NA,7.9,P,NA,NA,0.15,P
02035000,02035000,2016-12-01 14:15:00,11.3,P,2840,P,1.91,P,235,P,10.9,P,7.9,P,1.6,P,0.15,P
02035000,02035000,2016-12-01 14:30:00,11.3,P,2840,P,1.91,P,234,P,11,P,7.9,P,1.6,P,0.15,P
02035000,02035000,2016-12-01 14:45:00,11.4,P,2880,P,1.93,P,233,P,11,P,7.9,P,1.5,P,0.15,P
02035000,02035000,2016-12-01 15:00:00,11.4,P,2920,P,1.95,P,233,P,11,P,7.9,P,1.5,P,0.15,P
02035000,02035000,2016-12-01 15:15:00,11.4,P,2920,P,1.95,P,232,P,11.1,P,7.9,P,1.6,P,0.15,P
02035000,02035000,2016-12-01 15:30:00,11.4,P,3030,P,2.01,P,232,P,11.1,P,7.9,P,1.4,P,0.16,P
02035000,02035000,2016-12-01 15:45:00,11.4,P,2930,P,1.96,P,232,P,11.1,P,8,P,1.4,P,0.16,P
02035000,02035000,2016-12-01 16:00:00,11.4,P,2950,P,1.97,P,231,P,11.1,P,8,P,1.9,P,0.16,P
02035000,02035000,2016-12-01 16:15:00,11.4,P,3010,P,2,P,231,P,11.1,P,8,P,1.4,P,0.16,P
02035000,02035000,2016-12-01 16:30:00,11.4,P,3100,P,2.05,P,230,P,11,P,7.9,P,1.3,P,0.16,P
02035000,02035000,2016-12-01 16:45:00,11.3,P,3110,P,2.06,P,230,P,11,P,7.9,P,1.7,P,0.16,P
02035000,02035000,2016-12-01 17:00:00,11.3,P,3130,P,2.07,P,230,P,10.9,P,7.9,P,1.6,P,0.16,P
02035000,02035000,2016-12-01 17:15:00,11.3,P,3150,P,2.08,P,230,P,10.9,P,7.9,P,1.6,P,0.17,P
02035000,02035000,2016-12-01 17:30:00,11.3,P,3150,P,2.08,P,229,P,10.9,P,7.9,P,1.5,P,0.17,P
02035000,02035000,2016-12-01 17:45:00,11.3,P,3160,P,2.09,P,229,P,10.9,P,7.9,P,2.2,P,0.17,P
02035000,02035000,2016-12-01 18:00:00,11.3,P,3160,P,2.09,P,229,P,10.8,P,7.9,P,1.9,P,0.17,P
02035000,02035000,2016-12-01 18:15:00,11.3,P,3180,P,2.1,P,229,P,10.8,P,7.9,P,1.5,P,0.17,P
02035000,02035000,2016-12-01 18:30:00,11.3,P,3200,P,2.11,P,229,P,10.8,P,7.9,P,1.8,P,0.17,P
02035000,02035000,2016-12-01 18:45:00,11.3,P,3200,P,2.11,P,229,P,10.7,P,7.9,P,2,P,0.17,P
02035000,02035000,2016-12-01 19:00:00,11.2,P,3210,P,2.12,P,229,P,10.7,P,7.8,P,1.8,P,0.18,P
02035000,02035000,2016-12-01 19:15:00,11.2,P,3230,P,2.13,P,229,P,10.6,P,7.8,P,2,P,0.18,P
02035000,02035000,2016-12-01 19:30:00,11.2,P,3230,P,2.13,P,229,P,10.5,P,7.8,P,1.8,P,0.18,P
02035000,02035000,2016-12-01 19:45:00,11.1,P,3250,P,2.14,P,229,P,10.5,P,7.8,P,1.7,P,0.18,P
02035000,02035000,2016-12-01 20:00:00,11.1,P,3250,P,2.14,P,229,P,10.4,P,7.8,P,2,P,0.18,P
02035000,02035000,2016-12-01 20:15:00,11,P,3260,P,2.15,P,229,P,10.4,P,7.8,P,1.8,P,0.18,P
02035000,02035000,2016-12-01 20:30:00,11,P,3260,P,2.15,P,229,P,10.3,P,7.8,P,2.4,P,0.19,P
02035000,02035000,2016-12-01 20:45:00,11,P,3280,P,2.16,P,229,P,10.3,P,7.8,P,1.8,P,0.19,P
02035000,02035000,2016-12-01 21:00:00,10.9,P,3300,P,2.17,P,230,P,10.3,P,7.8,P,1.9,P,0.19,P
02035000,02035000,2016-12-01 21:15:00,10.9,P,3310,P,2.18,P,230,P,10.2,P,7.8,P,1.9,P,0.19,P
02035000,02035000,2016-12-01 21:30:00,10.8,P,3310,P,2.18,P,230,P,10.2,P,7.7,P,2,P,0.19,P
02035000,02035000,2016-12-01 21:45:00,10.8,P,3330,P,2.19,P,230,P,10.2,P,7.7,P,1.9,P,0.19,P
02035000,02035000,2016-12-01 22:00:00,10.8,P,3330,P,2.19,P,230,P,10.2,P,7.7,P,2,P,0.19,P
02035000,02035000,2016-12-01 22:15:00,10.8,P,3350,P,2.2,P,230,P,10.1,P,7.7,P,2.3,P,0.19,P
02035000,02035000,2016-12-01 22:30:00,10.7,P,3360,P,2.21,P,230,P,10.1,P,7.7,P,1.9,P,0.19,P
02035000,02035000,2016-12-01 22:45:00,10.7,P,3360,P,2.21,P,230,P,10.1,P,7.7,P,2.2,P,0.2,P
02035000,02035000,2016-12-01 23:00:00,10.7,P,3380,P,2.22,P,230,P,10.1,P,7.7,P,2.2,P,0.2,P
02035000,02035000,2016-12-01 23:15:00,10.6,P,3380,P,2.22,P,230,P,10.1,P,7.7,P,2,P,0.2,P
02035000,02035000,2016-12-01 23:30:00,10.6,P,3400,P,2.23,P,230,P,10.1,P,7.7,P,2.3,P,0.2,P
02035000,02035000,2016-12-01 23:45:00,10.6,P,3400,P,2.23,P,230,P,10.1,P,7.7,P,2.4,P,0.2,P
02035000,02035000,2016-12-02 00:00:00,10.6,P,3410,P,2.24,P,230,P,10.1,P,7.7,P,2.5,P,0.2,P
02035000,02035000,2016-12-02 00:15:00,10.5,P,3430,P,2.25,P,230,P,10.1,P,7.7,P,2.3,P,0.2,P
02035000,02035000,2016-12-02 00:30:00,10.5,P,3430,P,2.25,P,230,P,10.1,P,7.7,P,2.4,P,0.2,P
02035000,02035000,2016-12-02 00:45:00,10.5,P,3450,P,2.26,P,229,P,10.1,P,7.7,P,2.5,P,0.21,P
02035000,02035000,2016-12-02 01:00:00,10.5,P,3450,P,2.26,P,229,P,10.1,P,7.7,P,2.5,P,0.21,P
02035000,02035000,2016-12-02 01:15:00,10.4,P,3450,P,2.26,P,228,P,10.1,P,7.7,P,3,P,0.21,P
02035000,02035000,2016-12-02 01:30:00,10.4,P,3470,P,2.27,P,228,P,10.1,P,7.7,P,2.5,P,0.21,P
02035000,02035000,2016-12-02 01:45:00,10.4,P,3470,P,2.27,P,228,P,10.1,P,7.7,P,2.5,P,0.21,P
02035000,02035000,2016-12-02 02:00:00,10.3,P,3470,P,2.27,P,227,P,10.1,P,7.7,P,2.7,P,0.21,P
02035000,02035000,2016-12-02 02:15:00,10.3,P,3470,P,2.27,P,227,P,10.1,P,7.7,P,2.3,P,0.21,P
02035000,02035000,2016-12-02 02:30:00,10.3,P,3480,P,2.28,P,226,P,10.1,P,7.7,P,2.5,P,0.22,P
02035000,02035000,2016-12-02 02:45:00,10.3,P,3480,P,2.28,P,226,P,10.1,P,7.7,P,2.5,P,0.22,P
02035000,02035000,2016-12-02 03:00:00,10.3,P,3480,P,2.28,P,225,P,10.1,P,7.7,P,2.4,P,0.22,P
02035000,02035000,2016-12-02 03:15:00,10.2,P,3500,P,2.29,P,225,P,10.1,P,7.7,P,2.5,P,0.22,P
02035000,02035000,2016-12-02 03:30:00,10.2,P,3500,P,2.29,P,224,P,10.1,P,7.7,P,2.7,P,0.22,P
02035000,02035000,2016-12-02 03:45:00,10.2,P,3500,P,2.29,P,224,P,10.1,P,7.7,P,2.5,P,0.22,P
02035000,02035000,2016-12-02 04:00:00,10.1,P,3500,P,2.29,P,223,P,10.1,P,7.7,P,2.8,P,0.22,P
02035000,02035000,2016-12-02 04:15:00,10.1,P,3500,P,2.29,P,223,P,10,P,7.7,P,2.6,P,0.22,P
02035000,02035000,2016-12-02 04:30:00,10.1,P,3500,P,2.29,P,222,P,10.1,P,7.7,P,2.8,P,0.23,P
02035000,02035000,2016-12-02 04:45:00,10,P,3500,P,2.29,P,222,P,10,P,7.7,P,2.7,P,0.23,P
02035000,02035000,2016-12-02 05:00:00,10,P,3500,P,2.29,P,221,P,10,P,7.7,P,2.9,P,0.23,P
02035000,02035000,2016-12-02 05:15:00,10,P,3500,P,2.29,P,221,P,10,P,7.7,P,3.1,P,0.23,P
02035000,02035000,2016-12-02 05:30:00,9.9,P,3500,P,2.29,P,220,P,10,P,7.7,P,3,P,0.23,P
02035000,02035000,2016-12-02 05:45:00,9.9,P,3500,P,2.29,P,220,P,10,P,7.7,P,2.8,P,0.23,P
02035000,02035000,2016-12-02 06:00:00,9.9,P,3500,P,2.29,P,219,P,10,P,7.7,P,3.1,P,0.23,P
02035000,02035000,2016-12-02 06:15:00,9.8,P,3500,P,2.29,P,219,P,10,P,7.7,P,3,P,0.23,P
02035000,02035000,2016-12-02 06:30:00,9.8,P,3500,P,2.29,P,219,P,10,P,7.6,P,2.9,P,0.23,P
02035000,02035000,2016-12-02 06:45:00,9.8,P,3500,P,2.29,P,218,P,10,P,7.6,P,3,P,0.23,P
02035000,02035000,2016-12-02 07:00:00,9.7,P,3520,P,2.3,P,217,P,10,P,7.6,P,3.2,P,0.23,P
02035000,02035000,2016-12-02 07:15:00,9.7,P,3520,P,2.3,P,217,P,10,P,7.6,P,3,P,0.24,P
02035000,02035000,2016-12-02 07:30:00,9.6,P,3520,P,2.3,P,216,P,10,P,7.6,P,3.1,P,0.24,P
02035000,02035000,2016-12-02 07:45:00,9.6,P,3520,P,2.3,P,216,P,10.1,P,7.6,P,3.1,P,0.24,P
02035000,02035000,2016-12-02 08:00:00,9.6,P,3520,P,2.3,P,215,P,10.1,P,7.6,P,2.9,P,0.24,P
02035000,02035000,2016-12-02 08:15:00,9.6,P,3520,P,2.3,P,215,P,10.1,P,7.6,P,2.9,P,0.24,P
02035000,02035000,2016-12-02 08:30:00,9.6,P,3520,P,2.3,P,214,P,10.1,P,7.6,P,3.1,P,0.24,P
02035000,02035000,2016-12-02 08:45:00,9.5,P,3520,P,2.3,P,214,P,10.1,P,7.7,P,2.8,P,0.24,P
02035000,02035000,2016-12-02 09:00:00,9.6,P,3520,P,2.3,P,214,P,10.2,P,7.7,P,2.8,P,0.24,P
02035000,02035000,2016-12-02 09:15:00,9.6,P,3530,P,2.31,P,213,P,10.2,P,7.7,P,2.9,P,0.24,P
02035000,02035000,2016-12-02 09:30:00,9.6,P,3530,P,2.31,P,213,P,10.3,P,7.7,P,3.7,P,0.24,P
02035000,02035000,2016-12-02 09:45:00,9.6,P,3530,P,2.31,P,212,P,10.3,P,7.7,P,3.1,P,0.24,P
02035000,02035000,2016-12-02 10:00:00,9.7,P,3530,P,2.31,P,212,P,10.3,P,7.7,P,3.2,P,0.24,P
02035000,02035000,2016-12-02 10:15:00,9.7,P,3530,P,2.31,P,211,P,10.4,P,7.7,P,2.8,P,0.24,P
02035000,02035000,2016-12-02 10:30:00,9.7,P,3520,P,2.3,P,211,P,10.4,P,7.7,P,3.1,P,0.24,P
02035000,02035000,2016-12-02 10:45:00,9.7,P,3520,P,2.3,P,211,P,10.4,P,7.7,P,2.9,P,0.24,P
02035000,02035000,2016-12-02 11:00:00,9.8,P,3520,P,2.3,P,211,P,10.5,P,7.7,P,3.4,P,0.24,P
02035000,02035000,2016-12-02 11:15:00,9.8,P,3520,P,2.3,P,211,P,10.5,P,7.7,P,2.9,P,0.24,P
02035000,02035000,2016-12-02 11:30:00,9.8,P,3480,P,2.28,P,211,P,10.5,P,7.8,P,3,P,0.24,P
02035000,02035000,2016-12-02 11:45:00,9.8,P,3500,P,2.29,P,210,P,10.6,P,7.8,P,3.9,P,0.24,P
02035000,02035000,2016-12-02 12:00:00,9.9,P,3450,P,2.26,P,210,P,10.6,P,7.8,P,3.6,P,0.24,P
02035000,02035000,2016-12-02 12:15:00,9.9,P,3450,P,2.26,P,210,P,10.6,P,7.8,P,3.3,P,0.24,P
02035000,02035000,2016-12-02 12:30:00,9.9,P,3500,P,2.29,P,210,P,10.6,P,7.8,P,3.3,P,0.24,P
02035000,02035000,2016-12-02 12:45:00,10,P,3450,P,2.26,P,210,P,10.7,P,7.8,P,3.3,P,0.24,P
02035000,02035000,2016-12-02 13:00:00,10,P,3430,P,2.25,P,210,P,10.7,P,7.8,P,3.9,P,0.24,P
02035000,02035000,2016-12-02 13:15:00,10,P,3480,P,2.28,P,210,P,10.8,P,7.8,P,3.3,P,0.24,P
02035000,02035000,2016-12-02 13:30:00,10.1,P,3450,P,2.26,P,210,P,10.8,P,7.8,P,3.3,P,0.24,P
02035000,02035000,2016-12-02 13:45:00,10.1,P,3450,P,2.26,P,210,P,10.8,P,7.8,P,3.1,P,0.24,P
02035000,02035000,2016-12-02 14:00:00,10.1,P,3520,P,2.3,P,210,P,10.8,P,7.8,P,3.3,P,0.24,P
02035000,02035000,2016-12-02 14:15:00,10.2,P,3500,P,2.29,P,210,P,10.9,P,7.8,P,3.1,P,0.24,P
02035000,02035000,2016-12-02 14:30:00,10.2,P,3550,P,2.32,P,210,P,10.9,P,7.8,P,2.9,P,0.24,P
02035000,02035000,2016-12-02 14:45:00,10.2,P,3550,P,2.32,P,209,P,10.9,P,7.9,P,3.3,P,0.25,P
02035000,02035000,2016-12-02 15:00:00,10.3,P,3500,P,2.29,P,210,P,10.9,P,7.9,P,3,P,0.25,P
02035000,02035000,2016-12-02 15:15:00,10.3,P,3480,P,2.28,P,210,P,11,P,7.9,P,3.2,P,0.25,P
02035000,02035000,2016-12-02 15:30:00,10.3,P,3520,P,2.3,P,210,P,11,P,7.9,P,3,P,0.25,P
02035000,02035000,2016-12-02 15:45:00,10.3,P,3530,P,2.31,P,210,P,10.9,P,7.9,P,3,P,0.25,P
02035000,02035000,2016-12-02 16:00:00,10.3,P,3530,P,2.31,P,210,P,10.9,P,7.9,P,3,P,0.25,P
02035000,02035000,2016-12-02 16:15:00,10.3,P,3500,P,2.29,P,210,P,10.9,P,7.9,P,3.6,P,0.25,P
02035000,02035000,2016-12-02 16:30:00,10.3,P,3500,P,2.29,P,210,P,10.9,P,7.8,P,3.2,P,0.25,P
02035000,02035000,2016-12-02 16:45:00,10.3,P,3550,P,2.32,P,210,P,10.8,P,7.8,P,3.4,P,0.25,P
02035000,02035000,2016-12-02 17:00:00,10.3,P,3550,P,2.32,P,210,P,10.8,P,7.8,P,2.9,P,0.25,P
02035000,02035000,2016-12-02 17:15:00,10.2,P,3570,P,2.33,P,210,P,10.8,P,7.8,P,2.8,P,0.25,P
02035000,02035000,2016-12-02 17:30:00,10.2,P,3550,P,2.32,P,210,P,10.8,P,7.8,P,3.4,P,0.25,P
02035000,02035000,2016-12-02 17:45:00,10.2,P,3570,P,2.33,P,210,P,10.8,P,7.8,P,3,P,0.25,P
02035000,02035000,2016-12-02 18:00:00,10.2,P,3550,P,2.32,P,210,P,10.7,P,7.8,P,2.9,P,0.25,P
02035000,02035000,2016-12-02 18:15:00,10.2,P,3550,P,2.32,P,210,P,10.7,P,7.8,P,3.1,P,0.25,P
02035000,02035000,2016-12-02 18:30:00,10.1,P,3550,P,2.32,P,210,P,10.7,P,7.8,P,3,P,0.25,P
02035000,02035000,2016-12-02 18:45:00,10.1,P,3550,P,2.32,P,210,P,10.7,P,7.8,P,3.1,P,0.25,P
02035000,02035000,2016-12-02 19:00:00,10,P,3550,P,2.32,P,210,P,10.6,P,7.8,P,3.2,P,0.25,P
02035000,02035000,2016-12-02 19:15:00,10,P,3550,P,2.32,P,210,P,10.6,P,7.8,P,3.3,P,0.25,P
02035000,02035000,2016-12-02 19:30:00,9.9,P,3570,P,2.33,P,209,P,10.6,P,7.8,P,3.2,P,0.25,P
02035000,02035000,2016-12-02 19:45:00,9.9,P,3620,P,2.36,P,210,P,10.6,P,7.7,P,3,P,0.25,P
02035000,02035000,2016-12-02 20:00:00,9.8,P,3710,P,2.41,P,209,P,10.5,P,7.7,P,3.1,P,0.25,P
02035000,02035000,2016-12-02 20:15:00,9.8,P,3840,P,2.49,P,209,P,10.5,P,7.7,P,3.7,P,0.25,P
02035000,02035000,2016-12-02 20:30:00,9.8,P,4050,P,2.61,P,210,P,10.5,P,7.7,P,4.3,P,0.25,P
02035000,02035000,2016-12-02 20:45:00,9.7,P,4320,P,2.76,P,212,P,10.5,P,7.7,P,5.8,P,0.25,P
02035000,02035000,2016-12-02 21:00:00,9.7,P,4640,P,2.94,P,218,P,10.5,P,7.7,P,7.9,P,0.25,P
02035000,02035000,2016-12-02 21:15:00,9.7,P,4990,P,3.13,P,226,P,10.6,P,7.8,P,11,P,0.23,P
02035000,02035000,2016-12-02 21:30:00,9.7,P,5400,P,3.34,P,236,P,10.7,P,7.8,P,16,P,NA,NA
02035000,02035000,2016-12-02 21:45:00,9.8,P,5870,P,3.58,P,244,P,10.7,P,7.8,P,20,P,0.2,P
02035000,02035000,2016-12-02 22:00:00,9.8,P,6370,P,3.83,P,247,P,10.8,P,7.9,P,27,P,0.18,P
02035000,02035000,2016-12-02 22:15:00,9.8,P,6840,P,4.06,P,245,P,10.8,P,7.9,P,38,P,0.18,P
02035000,02035000,2016-12-02 22:30:00,9.8,P,7330,P,4.29,P,237,P,10.7,P,7.8,P,33,P,0.18,P
02035000,02035000,2016-12-02 22:45:00,9.8,P,7790,P,4.5,P,227,P,10.7,P,7.8,P,34,P,0.2,P
02035000,02035000,2016-12-02 23:00:00,9.8,P,8260,P,4.71,P,217,P,10.6,P,7.8,P,31,P,0.21,P
02035000,02035000,2016-12-02 23:15:00,9.7,P,8730,P,4.92,P,209,P,10.6,P,7.8,P,30,P,0.23,P
02035000,02035000,2016-12-02 23:30:00,9.6,P,9120,P,5.09,P,204,P,10.6,P,7.7,P,30,P,0.24,P
02035000,02035000,2016-12-02 23:45:00,9.6,P,9500,P,5.24,P,200,P,10.5,P,7.7,P,34,P,0.24,P
02035000,02035000,2016-12-03 00:00:00,9.5,P,9890,P,5.39,P,198,P,10.5,P,7.7,P,40,P,0.25,P
02035000,02035000,2016-12-03 00:15:00,9.5,P,10200,P,5.52,P,196,P,10.5,P,7.7,P,54,P,0.26,P
02035000,02035000,2016-12-03 00:30:00,9.4,P,10500,P,5.63,P,198,P,10.5,P,7.7,P,56,P,0.26,P
02035000,02035000,2016-12-03 00:45:00,9.5,P,10800,P,5.73,P,203,P,10.5,P,7.7,P,61,P,0.26,P
02035000,02035000,2016-12-03 01:00:00,9.5,P,11000,P,5.82,P,211,P,10.5,P,7.7,P,66,P,0.25,P
02035000,02035000,2016-12-03 01:15:00,9.7,P,11200,P,5.9,P,221,P,10.5,P,7.7,P,66,P,0.23,P
02035000,02035000,2016-12-03 01:30:00,9.8,P,11400,P,5.96,P,233,P,10.5,P,7.8,P,68,P,0.21,P
02035000,02035000,2016-12-03 01:45:00,10,P,11500,P,6.02,P,243,P,10.5,P,7.8,P,68,P,0.18,P
02035000,02035000,2016-12-03 02:00:00,10,P,11700,P,6.07,P,250,P,10.5,P,7.8,P,64,P,0.16,P
02035000,02035000,2016-12-03 02:15:00,10.1,P,11800,P,6.11,P,256,P,10.5,P,7.8,P,64,P,0.14,P
02035000,02035000,2016-12-03 02:30:00,10.1,P,11900,P,6.15,P,262,P,10.6,P,7.8,P,66,P,0.13,P
02035000,02035000,2016-12-03 02:45:00,10,P,12000,P,6.18,P,265,P,10.6,P,7.8,P,64,P,0.12,P
02035000,02035000,2016-12-03 03:00:00,10,P,12000,P,6.2,P,267,P,10.6,P,7.8,P,66,P,0.12,P
02035000,02035000,2016-12-03 03:15:00,9.9,P,12100,P,6.22,P,269,P,10.6,P,7.8,P,64,P,0.11,P
02035000,02035000,2016-12-03 03:30:00,9.9,P,12100,P,6.23,P,271,P,10.6,P,7.9,P,65,P,0.11,P
02035000,02035000,2016-12-03 03:45:00,9.8,P,12200,P,6.24,P,273,P,10.6,P,7.9,P,64,P,0.11,P
02035000,02035000,2016-12-03 04:00:00,9.7,P,12200,P,6.25,P,275,P,10.6,P,7.9,P,64,P,0.11,P
02035000,02035000,2016-12-03 04:15:00,9.6,P,12200,P,6.25,P,276,P,10.6,P,7.9,P,62,P,0.11,P
