GageID,SiteID,Date.Time,Water.Temp.C,Water.Temp.C_cd,Air.Temp.C,Air.Temp.C_cd,Discharge.ft3.s,Discharge.ft3.s_cd,Water.Level.ft,Water.Level.ft_cd
01187300,01187300,2012-01-03 13:15:00,NA,NA,NA,NA,NA,NA,2.04,A
01187300,01187300,2012-01-03 13:30:00,NA,NA,NA,NA,NA,NA,2.04,A
01187300,01187300,2012-01-03 13:45:00,NA,NA,NA,NA,NA,NA,2.03,A
01187300,01187300,2012-01-03 14:00:00,NA,NA,NA,NA,NA,NA,2.03,A
01187300,01187300,2012-01-03 14:15:00,NA,NA,NA,NA,NA,NA,2.03,A
01187300,01187300,2012-01-03 14:30:00,NA,NA,NA,NA,NA,NA,2.03,A
01187300,01187300,2012-01-03 14:45:00,NA,NA,NA,NA,NA,NA,2.02,A
01187300,01187300,2012-01-03 15:00:00,NA,NA,NA,NA,NA,NA,2.02,A
01187300,01187300,2012-01-03 15:15:00,NA,NA,NA,NA,NA,NA,2.01,A
01187300,01187300,2012-01-03 15:30:00,NA,NA,NA,NA,NA,NA,2.01,A
01187300,01187300,2012-01-03 15:45:00,NA,NA,NA,NA,NA,NA,2,A
01187300,01187300,2012-01-03 16:00:00,NA,NA,NA,NA,NA,NA,1.99,A
01187300,01187300,2012-01-03 16:15:00,NA,NA,NA,NA,NA,NA,1.99,A
01187300,01187300,2012-01-03 16:30:00,NA,NA,NA,NA,NA,NA,1.98,A
01187300,01187300,2012-01-03 16:45:00,NA,NA,NA,NA,NA,NA,1.97,A
01187300,01187300,2012-01-03 17:00:00,NA,NA,NA,NA,NA,NA,1.96,A
01187300,01187300,2012-01-03 17:15:00,NA,NA,NA,NA,NA,NA,1.95,A
01187300,01187300,2012-01-03 17:30:00,NA,NA,NA,NA,NA,NA,1.94,A
01187300,01187300,2012-01-03 17:45:00,NA,NA,NA,NA,NA,NA,1.93,A
01187300,01187300,2012-01-03 18:00:00,NA,NA,NA,NA,NA,NA,1.92,A
01187300,01187300,2012-01-03 18:15:00,NA,NA,NA,NA,NA,NA,1.91,A
01187300,01187300,2012-01-03 18:30:00,NA,NA,NA,NA,NA,NA,1.89,A
01187300,01187300,2012-01-03 18:45:00,NA,NA,NA,NA,NA,NA,1.88,A
01187300,01187300,2012-01-03 19:00:00,NA,NA,NA,NA,NA,NA,1.87,A
01187300,01187300,2012-01-03 19:15:00,NA,NA,NA,NA,NA,NA,1.86,A
01187300,01187300,2012-01-03 19:30:00,NA,NA,NA,NA,NA,NA,1.84,A
01187300,01187300,2012-01-03 19:45:00,NA,NA,NA,NA,NA,NA,1.83,A
01187300,01187300,2012-01-03 20:00:00,NA,NA,NA,NA,NA,NA,1.82,A
01187300,01187300,2012-01-03 20:15:00,NA,NA,NA,NA,NA,NA,1.8,A
01187300,01187300,2012-01-03 20:30:00,NA,NA,NA,NA,NA,NA,1.78,A
01187300,01187300,2012-01-03 20:45:00,NA,NA,NA,NA,NA,NA,1.76,A
01187300,01187300,2012-01-03 21:00:00,NA,NA,NA,NA,NA,NA,1.72,A
01187300,01187300,2012-01-03 21:15:00,NA,NA,NA,NA,NA,NA,1.68,A
01187300,01187300,2012-01-03 21:30:00,NA,NA,NA,NA,NA,NA,1.63,A
01187300,01187300,2012-01-03 21:45:00,NA,NA,NA,NA,NA,NA,1.59,A
01187300,01187300,2012-01-03 22:00:00,NA,NA,NA,NA,NA,NA,1.54,A
01187300,01187300,2012-01-03 22:15:00,NA,NA,NA,NA,NA,NA,1.5,A
01187300,01187300,2012-01-03 22:30:00,NA,NA,NA,NA,NA,NA,1.47,A
01187300,01187300,2012-01-03 22:45:00,NA,NA,NA,NA,NA,NA,1.43,A
01187300,01187300,2012-01-03 23:00:00,NA,NA,NA,NA,NA,NA,1.41,A
01187300,01187300,2012-01-03 23:15:00,NA,NA,NA,NA,NA,NA,1.41,A
01187300,01187300,2012-01-03 23:30:00,NA,NA,NA,NA,NA,NA,1.41,A
01187300,01187300,2012-01-03 23:45:00,NA,NA,NA,NA,NA,NA,1.43,A
