"ItemID"	"Status"	"ItemName"
1	"SKIPPED (Missing Fields, Date/Time)"	"ECO66G12_AirWater_20130418_20130426.csv"
2	"SKIPPED (Missing Fields, Date/Time)"	"ECO66G12_AirWater_20160418_20160726.csv"
3	"SKIPPED (Missing Fields, Date/Time)"	"ECO66G12_AirWater_20160726_20161116.csv"
