"ItemID"	"Status"	"ItemName"
1	"SKIPPED (Non-Match, DataType)"	"ECO66G12_AirWater_20130418_20130426.csv"
2	"SKIPPED (Non-Match, DataType)"	"ECO66G12_AirWater_20150812_20150924.csv"
