"ItemID"	"Status"	"ItemName"
1	"COMPLETE"	"ECO66G12_AirWater_20130426_20130725.csv"
2	"COMPLETE"	"ECO66G12_AirWater_20130725_20131015.csv"
3	"SKIPPED (Non-Match, SiteID)"	"SECO66G12_AirWater_20130418_20130426.csv"
