SiteID,Date,Time,Date_Time,Water.Temp..C,Air.LoggerID,Air.RowID,Air.Temp..C,Water.BP.psi,Air.BP.psi,Water.Level.ft,Water.LoggerID,Water.RowID
PBCC,2012-11-15,22:30:00,2012-11-15 22:30:00,4.662,NA,NA,NA,NA,NA,NA,10000520,1360
PBCC,2012-11-15,23:00:00,2012-11-15 23:00:00,4.61,NA,NA,NA,NA,NA,NA,10000520,1361
PBCC,2012-11-15,23:30:00,2012-11-15 23:30:00,4.532,NA,NA,NA,NA,NA,NA,10000520,1362
PBCC,2012-11-16,00:00:00,2012-11-16 00:00:00,4.48,NA,NA,NA,NA,NA,NA,10000520,1363
PBCC,2012-11-16,00:30:00,2012-11-16 00:30:00,4.402,NA,NA,NA,NA,NA,NA,10000520,1364
PBCC,2012-11-16,01:00:00,2012-11-16 01:00:00,4.324,NA,NA,NA,NA,NA,NA,10000520,1365
PBCC,2012-11-16,01:30:00,2012-11-16 01:30:00,4.272,NA,NA,NA,NA,NA,NA,10000520,1366
PBCC,2012-11-16,02:00:00,2012-11-16 02:00:00,4.194,NA,NA,NA,NA,NA,NA,10000520,1367
PBCC,2012-11-16,02:30:00,2012-11-16 02:30:00,4.115,NA,NA,NA,NA,NA,NA,10000520,1368
PBCC,2012-11-16,03:00:00,2012-11-16 03:00:00,4.037,NA,NA,NA,NA,NA,NA,10000520,1369
PBCC,2012-11-16,03:30:00,2012-11-16 03:30:00,4.011,NA,NA,NA,NA,NA,NA,10000520,1370
PBCC,2012-11-16,04:00:00,2012-11-16 04:00:00,3.906,NA,NA,NA,NA,NA,NA,10000520,1371
PBCC,2012-11-16,04:30:00,2012-11-16 04:30:00,3.88,NA,NA,NA,NA,NA,NA,10000520,1372
PBCC,2012-11-16,05:00:00,2012-11-16 05:00:00,3.801,NA,NA,NA,NA,NA,NA,10000520,1373
PBCC,2012-11-16,05:30:00,2012-11-16 05:30:00,3.775,NA,NA,NA,NA,NA,NA,10000520,1374
PBCC,2012-11-16,06:00:00,2012-11-16 06:00:00,3.722,NA,NA,NA,NA,NA,NA,10000520,1375
PBCC,2012-11-16,06:30:00,2012-11-16 06:30:00,3.696,NA,NA,NA,NA,NA,NA,10000520,1376
PBCC,2012-11-16,07:00:00,2012-11-16 07:00:00,3.67,NA,NA,NA,NA,NA,NA,10000520,1377
PBCC,2012-11-16,07:30:00,2012-11-16 07:30:00,3.617,NA,NA,NA,NA,NA,NA,10000520,1378
PBCC,2012-11-16,08:00:00,2012-11-16 08:00:00,3.617,NA,NA,NA,NA,NA,NA,10000520,1379
PBCC,2012-11-16,08:30:00,2012-11-16 08:30:00,3.591,NA,NA,NA,NA,NA,NA,10000520,1380
PBCC,2012-11-16,09:00:00,2012-11-16 09:00:00,3.591,NA,NA,NA,NA,NA,NA,10000520,1381
PBCC,2012-11-16,09:30:00,2012-11-16 09:30:00,3.564,NA,NA,NA,NA,NA,NA,10000520,1382
PBCC,2012-11-16,10:00:00,2012-11-16 10:00:00,3.591,NA,NA,NA,NA,NA,NA,10000520,1383
PBCC,2012-11-16,10:30:00,2012-11-16 10:30:00,3.722,NA,NA,NA,NA,NA,NA,10000520,1384
PBCC,2012-11-16,11:00:00,2012-11-16 11:00:00,3.827,NA,NA,NA,NA,NA,NA,10000520,1385
PBCC,2012-11-16,11:30:00,2012-11-16 11:30:00,3.906,NA,NA,NA,NA,NA,NA,10000520,1386
PBCC,2012-11-16,12:00:00,2012-11-16 12:00:00,4.037,NA,NA,NA,NA,NA,NA,10000520,1387
PBCC,2012-11-16,12:30:00,2012-11-16 12:30:00,4.194,NA,NA,NA,NA,NA,NA,10000520,1388
PBCC,2012-11-16,13:00:00,2012-11-16 13:00:00,4.376,NA,NA,NA,NA,NA,NA,10000520,1389
PBCC,2012-11-16,13:30:00,2012-11-16 13:30:00,4.532,NA,NA,NA,NA,NA,NA,10000520,1390
PBCC,2012-11-16,14:00:00,2012-11-16 14:00:00,4.714,NA,NA,NA,NA,NA,NA,10000520,1391
PBCC,2012-11-16,14:30:00,2012-11-16 14:30:00,4.844,NA,NA,NA,NA,NA,NA,10000520,1392
PBCC,2012-11-16,15:00:00,2012-11-16 15:00:00,4.947,NA,NA,NA,NA,NA,NA,10000520,1393
PBCC,2012-11-16,15:30:00,2012-11-16 15:30:00,5.102,NA,NA,NA,NA,NA,NA,10000520,1394
PBCC,2012-11-16,16:00:00,2012-11-16 16:00:00,5.179,NA,NA,NA,NA,NA,NA,10000520,1395
PBCC,2012-11-16,16:30:00,2012-11-16 16:30:00,5.231,NA,NA,NA,NA,NA,NA,10000520,1396
PBCC,2012-11-16,17:00:00,2012-11-16 17:00:00,5.231,NA,NA,NA,NA,NA,NA,10000520,1397
PBCC,2012-11-16,17:30:00,2012-11-16 17:30:00,5.257,NA,NA,NA,NA,NA,NA,10000520,1398
PBCC,2012-11-16,18:00:00,2012-11-16 18:00:00,5.257,NA,NA,NA,NA,NA,NA,10000520,1399
PBCC,2012-11-16,18:30:00,2012-11-16 18:30:00,5.231,NA,NA,NA,NA,NA,NA,10000520,1400
PBCC,2012-11-16,19:00:00,2012-11-16 19:00:00,5.179,NA,NA,NA,NA,NA,NA,10000520,1401
PBCC,2012-11-16,19:30:00,2012-11-16 19:30:00,5.102,NA,NA,NA,NA,NA,NA,10000520,1402
PBCC,2012-11-16,20:00:00,2012-11-16 20:00:00,5.024,NA,NA,NA,NA,NA,NA,10000520,1403
PBCC,2012-11-16,20:30:00,2012-11-16 20:30:00,4.921,NA,NA,NA,NA,NA,NA,10000520,1404
PBCC,2012-11-16,21:00:00,2012-11-16 21:00:00,4.844,NA,NA,NA,NA,NA,NA,10000520,1405
PBCC,2012-11-16,21:30:00,2012-11-16 21:30:00,4.714,NA,NA,NA,NA,NA,NA,10000520,1406
PBCC,2012-11-16,22:00:00,2012-11-16 22:00:00,4.636,NA,NA,NA,NA,NA,NA,10000520,1407
PBCC,2012-11-16,22:30:00,2012-11-16 22:30:00,4.532,NA,NA,NA,NA,NA,NA,10000520,1408
PBCC,2012-11-16,23:00:00,2012-11-16 23:00:00,4.428,NA,NA,NA,NA,NA,NA,10000520,1409
PBCC,2012-11-16,23:30:00,2012-11-16 23:30:00,4.35,NA,NA,NA,NA,NA,NA,10000520,1410
PBCC,2012-11-17,00:00:00,2012-11-17 00:00:00,4.272,NA,NA,NA,NA,NA,NA,10000520,1411
PBCC,2012-11-17,00:30:00,2012-11-17 00:30:00,4.194,NA,NA,NA,NA,NA,NA,10000520,1412
PBCC,2012-11-17,01:00:00,2012-11-17 01:00:00,4.089,NA,NA,NA,NA,NA,NA,10000520,1413
PBCC,2012-11-17,01:30:00,2012-11-17 01:30:00,4.011,NA,NA,NA,NA,NA,NA,10000520,1414
PBCC,2012-11-17,02:00:00,2012-11-17 02:00:00,3.932,NA,NA,NA,NA,NA,NA,10000520,1415
PBCC,2012-11-17,02:30:00,2012-11-17 02:30:00,3.854,NA,NA,NA,NA,NA,NA,10000520,1416
PBCC,2012-11-17,03:00:00,2012-11-17 03:00:00,3.775,NA,NA,NA,NA,NA,NA,10000520,1417
PBCC,2012-11-17,03:30:00,2012-11-17 03:30:00,3.722,NA,NA,NA,NA,NA,NA,10000520,1418
PBCC,2012-11-17,04:00:00,2012-11-17 04:00:00,3.617,NA,NA,NA,NA,NA,NA,10000520,1419
PBCC,2012-11-17,04:30:00,2012-11-17 04:30:00,3.538,NA,NA,NA,NA,NA,NA,10000520,1420
PBCC,2012-11-17,05:00:00,2012-11-17 05:00:00,3.485,NA,NA,NA,NA,NA,NA,10000520,1421
PBCC,2012-11-17,05:30:00,2012-11-17 05:30:00,3.406,NA,NA,NA,NA,NA,NA,10000520,1422
PBCC,2012-11-17,06:00:00,2012-11-17 06:00:00,3.327,NA,NA,NA,NA,NA,NA,10000520,1423
PBCC,2012-11-17,06:30:00,2012-11-17 06:30:00,3.248,NA,NA,NA,NA,NA,NA,10000520,1424
PBCC,2012-11-17,07:00:00,2012-11-17 07:00:00,3.221,NA,NA,NA,NA,NA,NA,10000520,1425
PBCC,2012-11-17,07:30:00,2012-11-17 07:30:00,3.142,NA,NA,NA,NA,NA,NA,10000520,1426
PBCC,2012-11-17,08:00:00,2012-11-17 08:00:00,3.116,NA,NA,NA,NA,NA,NA,10000520,1427
PBCC,2012-11-17,08:30:00,2012-11-17 08:30:00,3.063,NA,NA,NA,NA,NA,NA,10000520,1428
PBCC,2012-11-17,09:00:00,2012-11-17 09:00:00,3.009,NA,NA,NA,NA,NA,NA,10000520,1429
PBCC,2012-11-17,09:30:00,2012-11-17 09:30:00,3.063,NA,NA,NA,NA,NA,NA,10000520,1430
PBCC,2012-11-17,10:00:00,2012-11-17 10:00:00,3.063,NA,NA,NA,NA,NA,NA,10000520,1431
PBCC,2012-11-17,10:30:00,2012-11-17 10:30:00,3.168,NA,NA,NA,NA,NA,NA,10000520,1432
PBCC,2012-11-17,11:00:00,2012-11-17 11:00:00,3.274,NA,NA,NA,NA,NA,NA,10000520,1433
PBCC,2012-11-17,11:30:00,2012-11-17 11:30:00,3.433,NA,NA,NA,NA,NA,NA,10000520,1434
PBCC,2012-11-17,12:00:00,2012-11-17 12:00:00,3.591,NA,NA,NA,NA,NA,NA,10000520,1435
PBCC,2012-11-17,12:30:00,2012-11-17 12:30:00,3.749,NA,NA,NA,NA,NA,NA,10000520,1436
PBCC,2012-11-17,13:00:00,2012-11-17 13:00:00,3.932,NA,NA,NA,NA,NA,NA,10000520,1437
PBCC,2012-11-17,13:30:00,2012-11-17 13:30:00,4.089,NA,NA,NA,NA,NA,NA,10000520,1438
PBCC,2012-11-17,14:00:00,2012-11-17 14:00:00,4.22,NA,NA,NA,NA,NA,NA,10000520,1439
PBCC,2012-11-17,14:30:00,2012-11-17 14:30:00,4.376,NA,NA,NA,NA,NA,NA,10000520,1440
PBCC,2012-11-17,15:00:00,2012-11-17 15:00:00,4.532,NA,NA,NA,NA,NA,NA,10000520,1441
PBCC,2012-11-17,15:30:00,2012-11-17 15:30:00,4.636,NA,NA,NA,NA,NA,NA,10000520,1442
PBCC,2012-11-17,16:00:00,2012-11-17 16:00:00,4.688,NA,NA,NA,NA,NA,NA,10000520,1443
PBCC,2012-11-17,16:30:00,2012-11-17 16:30:00,4.74,NA,NA,NA,NA,NA,NA,10000520,1444
PBCC,2012-11-17,17:00:00,2012-11-17 17:00:00,4.74,NA,NA,NA,NA,NA,NA,10000520,1445
PBCC,2012-11-17,17:30:00,2012-11-17 17:30:00,4.74,NA,NA,NA,NA,NA,NA,10000520,1446
PBCC,2012-11-17,18:00:00,2012-11-17 18:00:00,4.74,NA,NA,NA,NA,NA,NA,10000520,1447
PBCC,2012-11-17,18:30:00,2012-11-17 18:30:00,4.714,NA,NA,NA,NA,NA,NA,10000520,1448
PBCC,2012-11-17,19:00:00,2012-11-17 19:00:00,4.662,NA,NA,NA,NA,NA,NA,10000520,1449
PBCC,2012-11-17,19:30:00,2012-11-17 19:30:00,4.584,NA,NA,NA,NA,NA,NA,10000520,1450
PBCC,2012-11-17,20:00:00,2012-11-17 20:00:00,4.506,NA,NA,NA,NA,NA,NA,10000520,1451
PBCC,2012-11-17,20:30:00,2012-11-17 20:30:00,4.402,NA,NA,NA,NA,NA,NA,10000520,1452
PBCC,2012-11-17,21:00:00,2012-11-17 21:00:00,4.298,NA,NA,NA,NA,NA,NA,10000520,1453
PBCC,2012-11-17,21:30:00,2012-11-17 21:30:00,4.194,NA,NA,NA,NA,NA,NA,10000520,1454
PBCC,2012-11-17,22:00:00,2012-11-17 22:00:00,4.115,NA,NA,NA,NA,NA,NA,10000520,1455
PBCC,2012-11-17,22:30:00,2012-11-17 22:30:00,4.011,NA,NA,NA,NA,NA,NA,10000520,1456
PBCC,2012-11-17,23:00:00,2012-11-17 23:00:00,3.932,NA,NA,NA,NA,NA,NA,10000520,1457
PBCC,2012-11-17,23:30:00,2012-11-17 23:30:00,3.88,NA,NA,NA,NA,NA,NA,10000520,1458
PBCC,2012-11-18,00:00:00,2012-11-18 00:00:00,3.775,NA,NA,NA,NA,NA,NA,10000520,1459
PBCC,2012-11-18,00:30:00,2012-11-18 00:30:00,3.722,NA,NA,NA,NA,NA,NA,10000520,1460
PBCC,2012-11-18,01:00:00,2012-11-18 01:00:00,3.643,NA,NA,NA,NA,NA,NA,10000520,1461
PBCC,2012-11-18,01:30:00,2012-11-18 01:30:00,3.564,NA,NA,NA,NA,NA,NA,10000520,1462
PBCC,2012-11-18,02:00:00,2012-11-18 02:00:00,3.485,NA,NA,NA,NA,NA,NA,10000520,1463
PBCC,2012-11-18,02:30:00,2012-11-18 02:30:00,3.38,NA,NA,NA,NA,NA,NA,10000520,1464
PBCC,2012-11-18,03:00:00,2012-11-18 03:00:00,3.327,NA,NA,NA,NA,NA,NA,10000520,1465
PBCC,2012-11-18,03:30:00,2012-11-18 03:30:00,3.221,NA,NA,NA,NA,NA,NA,10000520,1466
PBCC,2012-11-18,04:00:00,2012-11-18 04:00:00,3.142,NA,NA,NA,NA,NA,NA,10000520,1467
PBCC,2012-11-18,04:30:00,2012-11-18 04:30:00,3.063,NA,NA,NA,NA,NA,NA,10000520,1468
PBCC,2012-11-18,05:00:00,2012-11-18 05:00:00,3.009,NA,NA,NA,NA,NA,NA,10000520,1469
PBCC,2012-11-18,05:30:00,2012-11-18 05:30:00,2.903,NA,NA,NA,NA,NA,NA,10000520,1470
PBCC,2012-11-18,06:00:00,2012-11-18 06:00:00,2.85,NA,NA,NA,NA,NA,NA,10000520,1471
PBCC,2012-11-18,06:30:00,2012-11-18 06:30:00,2.744,NA,NA,NA,NA,NA,NA,10000520,1472
PBCC,2012-11-18,07:00:00,2012-11-18 07:00:00,2.69,NA,NA,NA,NA,NA,NA,10000520,1473
PBCC,2012-11-18,07:30:00,2012-11-18 07:30:00,2.61,NA,NA,NA,NA,NA,NA,10000520,1474
PBCC,2012-11-18,08:00:00,2012-11-18 08:00:00,2.557,NA,NA,NA,NA,NA,NA,10000520,1475
PBCC,2012-11-18,08:30:00,2012-11-18 08:30:00,2.53,NA,NA,NA,NA,NA,NA,10000520,1476
PBCC,2012-11-18,09:00:00,2012-11-18 09:00:00,2.53,NA,NA,NA,NA,NA,NA,10000520,1477
PBCC,2012-11-18,09:30:00,2012-11-18 09:30:00,2.53,NA,NA,NA,NA,NA,NA,10000520,1478
PBCC,2012-11-18,10:00:00,2012-11-18 10:00:00,2.584,NA,NA,NA,NA,NA,NA,10000520,1479
PBCC,2012-11-18,10:30:00,2012-11-18 10:30:00,2.69,NA,NA,NA,NA,NA,NA,10000520,1480
PBCC,2012-11-18,11:00:00,2012-11-18 11:00:00,2.823,NA,NA,NA,NA,NA,NA,10000520,1481
PBCC,2012-11-18,11:30:00,2012-11-18 11:30:00,2.956,NA,NA,NA,NA,NA,NA,10000520,1482
PBCC,2012-11-18,12:00:00,2012-11-18 12:00:00,3.116,NA,NA,NA,NA,NA,NA,10000520,1483
PBCC,2012-11-18,12:30:00,2012-11-18 12:30:00,3.248,NA,NA,NA,NA,NA,NA,10000520,1484
PBCC,2012-11-18,13:00:00,2012-11-18 13:00:00,3.433,NA,NA,NA,NA,NA,NA,10000520,1485
PBCC,2012-11-18,13:30:00,2012-11-18 13:30:00,3.591,NA,NA,NA,NA,NA,NA,10000520,1486
PBCC,2012-11-18,14:00:00,2012-11-18 14:00:00,3.749,NA,NA,NA,NA,NA,NA,10000520,1487
PBCC,2012-11-18,14:30:00,2012-11-18 14:30:00,3.906,NA,NA,NA,NA,NA,NA,10000520,1488
PBCC,2012-11-18,15:00:00,2012-11-18 15:00:00,4.011,NA,NA,NA,NA,NA,NA,10000520,1489
PBCC,2012-11-18,15:30:00,2012-11-18 15:30:00,4.115,NA,NA,NA,NA,NA,NA,10000520,1490
PBCC,2012-11-18,16:00:00,2012-11-18 16:00:00,4.194,NA,NA,NA,NA,NA,NA,10000520,1491
PBCC,2012-11-18,16:30:00,2012-11-18 16:30:00,4.246,NA,NA,NA,NA,NA,NA,10000520,1492
PBCC,2012-11-18,17:00:00,2012-11-18 17:00:00,4.272,NA,NA,NA,NA,NA,NA,10000520,1493
PBCC,2012-11-18,17:30:00,2012-11-18 17:30:00,4.272,NA,NA,NA,NA,NA,NA,10000520,1494
PBCC,2012-11-18,18:00:00,2012-11-18 18:00:00,4.272,NA,NA,NA,NA,NA,NA,10000520,1495
PBCC,2012-11-18,18:30:00,2012-11-18 18:30:00,4.272,NA,NA,NA,NA,NA,NA,10000520,1496
PBCC,2012-11-18,19:00:00,2012-11-18 19:00:00,4.246,NA,NA,NA,NA,NA,NA,10000520,1497
PBCC,2012-11-18,19:30:00,2012-11-18 19:30:00,4.168,NA,NA,NA,NA,NA,NA,10000520,1498
PBCC,2012-11-18,20:00:00,2012-11-18 20:00:00,4.089,NA,NA,NA,NA,NA,NA,10000520,1499
PBCC,2012-11-18,20:30:00,2012-11-18 20:30:00,4.037,NA,NA,NA,NA,NA,NA,10000520,1500
PBCC,2012-11-18,21:00:00,2012-11-18 21:00:00,3.906,NA,NA,NA,NA,NA,NA,10000520,1501
PBCC,2012-11-18,21:30:00,2012-11-18 21:30:00,3.854,NA,NA,NA,NA,NA,NA,10000520,1502
PBCC,2012-11-18,22:00:00,2012-11-18 22:00:00,3.775,NA,NA,NA,NA,NA,NA,10000520,1503
PBCC,2012-11-18,22:30:00,2012-11-18 22:30:00,3.722,NA,NA,NA,NA,NA,NA,10000520,1504
PBCC,2012-11-18,23:00:00,2012-11-18 23:00:00,3.643,NA,NA,NA,NA,NA,NA,10000520,1505
PBCC,2012-11-18,23:30:00,2012-11-18 23:30:00,3.564,NA,NA,NA,NA,NA,NA,10000520,1506
PBCC,2012-11-19,00:00:00,2012-11-19 00:00:00,3.485,NA,NA,NA,NA,NA,NA,10000520,1507
PBCC,2012-11-19,00:30:00,2012-11-19 00:30:00,3.406,NA,NA,NA,NA,NA,NA,10000520,1508
PBCC,2012-11-19,01:00:00,2012-11-19 01:00:00,3.327,NA,NA,NA,NA,NA,NA,10000520,1509
PBCC,2012-11-19,01:30:00,2012-11-19 01:30:00,3.248,NA,NA,NA,NA,NA,NA,10000520,1510
PBCC,2012-11-19,02:00:00,2012-11-19 02:00:00,3.168,NA,NA,NA,NA,NA,NA,10000520,1511
PBCC,2012-11-19,02:30:00,2012-11-19 02:30:00,3.116,NA,NA,NA,NA,NA,NA,10000520,1512
PBCC,2012-11-19,03:00:00,2012-11-19 03:00:00,3.009,NA,NA,NA,NA,NA,NA,10000520,1513
PBCC,2012-11-19,03:30:00,2012-11-19 03:30:00,2.93,NA,NA,NA,NA,NA,NA,10000520,1514
PBCC,2012-11-19,04:00:00,2012-11-19 04:00:00,2.823,NA,NA,NA,NA,NA,NA,10000520,1515
PBCC,2012-11-19,04:30:00,2012-11-19 04:30:00,2.77,NA,NA,NA,NA,NA,NA,10000520,1516
PBCC,2012-11-19,05:00:00,2012-11-19 05:00:00,2.69,NA,NA,NA,NA,NA,NA,10000520,1517
PBCC,2012-11-19,05:30:00,2012-11-19 05:30:00,2.61,NA,NA,NA,NA,NA,NA,10000520,1518
PBCC,2012-11-19,06:00:00,2012-11-19 06:00:00,2.53,NA,NA,NA,NA,NA,NA,10000520,1519
PBCC,2012-11-19,06:30:00,2012-11-19 06:30:00,2.477,NA,NA,NA,NA,NA,NA,10000520,1520
PBCC,2012-11-19,07:00:00,2012-11-19 07:00:00,2.423,NA,NA,NA,NA,NA,NA,10000520,1521
PBCC,2012-11-19,07:30:00,2012-11-19 07:30:00,2.343,NA,NA,NA,NA,NA,NA,10000520,1522
PBCC,2012-11-19,08:00:00,2012-11-19 08:00:00,2.289,NA,NA,NA,NA,NA,NA,10000520,1523
PBCC,2012-11-19,08:30:00,2012-11-19 08:30:00,2.262,NA,NA,NA,NA,NA,NA,10000520,1524
PBCC,2012-11-19,09:00:00,2012-11-19 09:00:00,2.209,NA,NA,NA,NA,NA,NA,10000520,1525
PBCC,2012-11-19,09:30:00,2012-11-19 09:30:00,2.236,NA,NA,NA,NA,NA,NA,10000520,1526
PBCC,2012-11-19,10:00:00,2012-11-19 10:00:00,2.262,NA,NA,NA,NA,NA,NA,10000520,1527
PBCC,2012-11-19,10:30:00,2012-11-19 10:30:00,2.343,NA,NA,NA,NA,NA,NA,10000520,1528
PBCC,2012-11-19,11:00:00,2012-11-19 11:00:00,2.45,NA,NA,NA,NA,NA,NA,10000520,1529
PBCC,2012-11-19,11:30:00,2012-11-19 11:30:00,2.61,NA,NA,NA,NA,NA,NA,10000520,1530
PBCC,2012-11-19,12:00:00,2012-11-19 12:00:00,2.77,NA,NA,NA,NA,NA,NA,10000520,1531
PBCC,2012-11-19,12:30:00,2012-11-19 12:30:00,2.956,NA,NA,NA,NA,NA,NA,10000520,1532
PBCC,2012-11-19,13:00:00,2012-11-19 13:00:00,3.142,NA,NA,NA,NA,NA,NA,10000520,1533
PBCC,2012-11-19,13:30:00,2012-11-19 13:30:00,3.274,NA,NA,NA,NA,NA,NA,10000520,1534
PBCC,2012-11-19,14:00:00,2012-11-19 14:00:00,3.433,NA,NA,NA,NA,NA,NA,10000520,1535
PBCC,2012-11-19,14:30:00,2012-11-19 14:30:00,3.591,NA,NA,NA,NA,NA,NA,10000520,1536
PBCC,2012-11-19,15:00:00,2012-11-19 15:00:00,3.749,NA,NA,NA,NA,NA,NA,10000520,1537
PBCC,2012-11-19,15:30:00,2012-11-19 15:30:00,3.88,NA,NA,NA,NA,NA,NA,10000520,1538
PBCC,2012-11-19,16:00:00,2012-11-19 16:00:00,3.985,NA,NA,NA,NA,NA,NA,10000520,1539
PBCC,2012-11-19,16:30:00,2012-11-19 16:30:00,4.063,NA,NA,NA,NA,NA,NA,10000520,1540
PBCC,2012-11-19,17:00:00,2012-11-19 17:00:00,4.089,NA,NA,NA,NA,NA,NA,10000520,1541
PBCC,2012-11-19,17:30:00,2012-11-19 17:30:00,4.089,NA,NA,NA,NA,NA,NA,10000520,1542
PBCC,2012-11-19,18:00:00,2012-11-19 18:00:00,4.089,NA,NA,NA,NA,NA,NA,10000520,1543
PBCC,2012-11-19,18:30:00,2012-11-19 18:30:00,4.063,NA,NA,NA,NA,NA,NA,10000520,1544
PBCC,2012-11-19,19:00:00,2012-11-19 19:00:00,4.037,NA,NA,NA,NA,NA,NA,10000520,1545
PBCC,2012-11-19,19:30:00,2012-11-19 19:30:00,3.985,NA,NA,NA,NA,NA,NA,10000520,1546
PBCC,2012-11-19,20:00:00,2012-11-19 20:00:00,3.906,NA,NA,NA,NA,NA,NA,10000520,1547
PBCC,2012-11-19,20:30:00,2012-11-19 20:30:00,3.801,NA,NA,NA,NA,NA,NA,10000520,1548
PBCC,2012-11-19,21:00:00,2012-11-19 21:00:00,3.749,NA,NA,NA,NA,NA,NA,10000520,1549
PBCC,2012-11-19,21:30:00,2012-11-19 21:30:00,3.67,NA,NA,NA,NA,NA,NA,10000520,1550
PBCC,2012-11-19,22:00:00,2012-11-19 22:00:00,3.591,NA,NA,NA,NA,NA,NA,10000520,1551
PBCC,2012-11-19,22:30:00,2012-11-19 22:30:00,3.538,NA,NA,NA,NA,NA,NA,10000520,1552
PBCC,2012-11-19,23:00:00,2012-11-19 23:00:00,3.459,NA,NA,NA,NA,NA,NA,10000520,1553
PBCC,2012-11-19,23:30:00,2012-11-19 23:30:00,3.38,NA,NA,NA,NA,NA,NA,10000520,1554
PBCC,2012-11-20,00:00:00,2012-11-20 00:00:00,3.327,NA,NA,NA,NA,NA,NA,10000520,1555
PBCC,2012-11-20,00:30:00,2012-11-20 00:30:00,3.248,NA,NA,NA,NA,NA,NA,10000520,1556
PBCC,2012-11-20,01:00:00,2012-11-20 01:00:00,3.168,NA,NA,NA,NA,NA,NA,10000520,1557
PBCC,2012-11-20,01:30:00,2012-11-20 01:30:00,3.116,NA,NA,NA,NA,NA,NA,10000520,1558
PBCC,2012-11-20,02:00:00,2012-11-20 02:00:00,3.063,NA,NA,NA,NA,NA,NA,10000520,1559
PBCC,2012-11-20,02:30:00,2012-11-20 02:30:00,2.956,NA,NA,NA,NA,NA,NA,10000520,1560
PBCC,2012-11-20,03:00:00,2012-11-20 03:00:00,2.903,NA,NA,NA,NA,NA,NA,10000520,1561
PBCC,2012-11-20,03:30:00,2012-11-20 03:30:00,2.85,NA,NA,NA,NA,NA,NA,10000520,1562
PBCC,2012-11-20,04:00:00,2012-11-20 04:00:00,2.77,NA,NA,NA,NA,NA,NA,10000520,1563
PBCC,2012-11-20,04:30:00,2012-11-20 04:30:00,2.717,NA,NA,NA,NA,NA,NA,10000520,1564
PBCC,2012-11-20,05:00:00,2012-11-20 05:00:00,2.664,NA,NA,NA,NA,NA,NA,10000520,1565
PBCC,2012-11-20,05:30:00,2012-11-20 05:30:00,2.584,NA,NA,NA,NA,NA,NA,10000520,1566
