Plot Title: ECO66G12-Water,,,,,,,,,,
,Date / Time,Water BP psi,Water Temp oC,Air BP psi,Water Level ft,Air Temp oC,,,,
#,"Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10229557, SEN S/N: 10229557)","Temp, °C (LGR S/N: 10229557, SEN S/N: 10229557)","Abs Pres Barom., psi (LGR S/N: 10229571, SEN S/N: 10229571)","Water Level, feet (LGR S/N: 10229557)","Temp, °C (LGR S/N: 10229571, SEN S/N: 10229571)",Coupler Detached (LGR S/N: 10229557),Coupler Attached (LGR S/N: 10229557),Stopped (LGR S/N: 10229557),End Of File (LGR S/N: 10229557)
1203,2/7/2014 12:00,14.5305,3.893,14.3145,0.448,2.41,,,,
1204,2/7/2014 12:30,14.5287,4.102,14.3142,0.445,3.261,,,,
1205,2/7/2014 13:00,14.5199,4.207,14.3055,0.445,4.207,,,,
1206,2/7/2014 13:30,14.5155,4.311,14.298,0.452,4.934,,,,
1207,2/7/2014 14:00,14.509,4.415,14.2943,0.445,5.552,,,,
1208,2/7/2014 14:30,14.5046,4.519,14.2891,0.447,5.86,,,,
1209,2/7/2014 15:00,14.5049,4.623,14.2891,0.448,5.86,,,,
1210,2/7/2014 15:30,14.4984,4.727,14.2845,0.444,5.86,,,,
1211,2/7/2014 16:00,14.4919,4.831,14.2781,0.443,6.37,,,,
1212,2/7/2014 16:30,14.4899,4.934,14.2745,0.447,6.978,,,,
1213,2/7/2014 17:00,14.4878,5.037,14.2755,0.44,7.179,,,,
1214,2/7/2014 17:30,14.4878,5.037,14.2704,0.452,7.079,,,,
1215,2/7/2014 18:00,14.4878,5.037,14.2691,0.455,6.37,,,,
1216,2/7/2014 18:30,14.481,5.037,14.2706,0.436,5.347,,,,
1217,2/7/2014 19:00,14.4784,4.934,14.2681,0.435,4.415,,,,
1218,2/7/2014 19:30,14.4875,4.934,14.2707,0.45,3.578,,,,
1219,2/7/2014 20:00,14.4852,4.934,14.2737,0.438,2.837,,,,
1220,2/7/2014 20:30,14.4896,4.831,14.2778,0.439,2.303,,,,
1221,2/7/2014 21:00,14.4961,4.727,14.2795,0.45,1.764,,,,
1222,2/7/2014 21:30,14.4869,4.727,14.2729,0.444,1.33,,,,
1223,2/7/2014 22:00,14.4913,4.623,14.2775,0.443,0.893,,,,
1224,2/7/2014 22:30,14.5025,4.519,14.2888,0.443,0.453,,,,
1225,2/7/2014 23:00,14.5067,4.415,14.2935,0.442,0.01,,,,
1226,2/7/2014 23:30,14.509,4.415,14.2968,0.44,-0.213,,,,
1227,2/8/2014 0:00,14.509,4.415,14.2956,0.442,0.01,,,,
1228,2/8/2014 0:30,14.5087,4.311,14.2945,0.444,0.232,,,,
1229,2/8/2014 1:00,14.4996,4.311,14.2867,0.441,0.453,,,,
1230,2/8/2014 1:30,14.4859,4.311,14.2746,0.438,0.784,,,,
1231,2/8/2014 2:00,14.465,4.207,14.2594,0.425,0.893,,,,
1232,2/8/2014 2:30,14.4674,4.207,14.2588,0.431,0.784,,,,
1233,2/8/2014 3:00,14.4762,4.102,14.2646,0.438,0.563,,,,
1234,2/8/2014 3:30,14.4716,4.102,14.2629,0.432,0.232,,,,
1235,2/8/2014 4:00,14.4759,3.998,14.2663,0.434,0.01,,,,
1236,2/8/2014 4:30,14.4782,3.998,14.2703,0.43,-0.102,,,,
1237,2/8/2014 5:00,14.4759,3.998,14.2685,0.429,0.01,,,,
1238,2/8/2014 5:30,14.4691,3.998,14.2629,0.426,0.232,,,,
1239,2/8/2014 6:00,14.4688,3.893,14.26,0.432,0.563,,,,
1240,2/8/2014 6:30,14.4597,3.893,14.2539,0.425,0.674,,,,
1241,2/8/2014 7:00,14.4642,3.893,14.2566,0.429,0.784,,,,
1242,2/8/2014 7:30,14.4665,3.893,14.2629,0.42,0.674,,,,
1243,2/8/2014 8:00,14.4688,3.893,14.2611,0.429,0.784,,,,
1244,2/8/2014 8:30,14.4665,3.893,14.26,0.427,1.003,,,,
1245,2/8/2014 9:00,14.4642,3.893,14.2576,0.427,1.003,,,,
1246,2/8/2014 9:30,14.4756,3.893,14.2695,0.426,1.112,,,,
1247,2/8/2014 10:00,14.478,3.893,14.2729,0.423,1.33,,,,
1248,2/8/2014 10:30,14.4827,3.998,14.2768,0.425,1.656,,,,
1249,2/8/2014 11:00,14.4942,3.998,14.288,0.426,2.088,,,,
1250,2/8/2014 11:30,14.4922,4.102,14.2856,0.427,2.517,,,,
1251,2/8/2014 12:00,14.4877,4.102,14.2816,0.426,3.049,,,,
1252,2/8/2014 12:30,14.4722,4.311,14.2694,0.418,3.788,,,,
1253,2/8/2014 13:00,14.4701,4.415,14.2616,0.431,5.347,,,,
1254,2/8/2014 13:30,14.4616,4.623,14.2591,0.417,7.079,,,,
1255,2/8/2014 14:00,14.4527,4.727,14.2513,0.415,8.182,,,,
1256,2/8/2014 14:30,14.4418,4.934,14.2386,0.419,8.779,,,,
1257,2/8/2014 15:00,14.4353,5.037,14.2266,0.432,9.077,,,,
1258,2/8/2014 15:30,14.4356,5.141,14.2339,0.416,9.176,,,,
1259,2/8/2014 16:00,14.4404,5.244,14.2366,0.42,9.275,,,,
1260,2/8/2014 16:30,14.4452,5.347,14.2384,0.427,9.176,,,,
1261,2/8/2014 17:00,14.4433,5.45,14.2379,0.424,9.077,,,,
1262,2/8/2014 17:30,14.4344,5.552,14.2288,0.425,9.077,,,,
1263,2/8/2014 18:00,14.4413,5.552,14.2397,0.415,8.978,,,,
1264,2/8/2014 18:30,14.4549,5.552,14.2466,0.431,8.581,,,,
1265,2/8/2014 19:00,14.4621,5.655,14.2553,0.427,8.082,,,,
1266,2/8/2014 19:30,14.4507,5.655,14.2466,0.421,7.28,,,,
1267,2/8/2014 20:00,14.4598,5.655,14.2537,0.426,6.471,,,,
1268,2/8/2014 20:30,14.4595,5.552,14.2559,0.42,5.552,,,,
1269,2/8/2014 21:00,14.4687,5.552,14.2645,0.421,5.037,,,,
1270,2/8/2014 21:30,14.4732,5.552,14.264,0.433,4.934,,,,
1271,2/8/2014 22:00,14.4687,5.552,14.2611,0.429,4.831,,,,
1272,2/8/2014 22:30,14.4619,5.552,14.2545,0.429,4.831,,,,
1273,2/8/2014 23:00,14.4527,5.552,14.2484,0.422,4.519,,,,
1274,2/8/2014 23:30,14.4501,5.45,14.2452,0.423,3.893,,,,
1275,2/9/2014 0:00,14.4478,5.45,14.242,0.425,3.261,,,,
1276,2/9/2014 0:30,14.4498,5.347,14.2437,0.426,2.73,,,,
1277,2/9/2014 1:00,14.443,5.347,14.237,0.425,2.303,,,,
1278,2/9/2014 1:30,14.4495,5.244,14.2468,0.418,1.98,,,,
1279,2/9/2014 2:00,14.4539,5.141,14.252,0.416,1.656,,,,
1280,2/9/2014 2:30,14.4561,5.141,14.2524,0.42,1.764,,,,
1281,2/9/2014 3:00,14.4584,5.141,14.2598,0.408,1.872,,,,
1282,2/9/2014 3:30,14.4652,5.141,14.2649,0.412,1.98,,,,
1283,2/9/2014 4:00,14.4558,5.037,14.2546,0.414,2.195,,,,
1284,2/9/2014 4:30,14.4466,5.037,14.2489,0.406,2.41,,,,
1285,2/9/2014 5:00,14.4375,5.037,14.24,0.406,2.41,,,,
1286,2/9/2014 5:30,14.4445,5.037,14.2478,0.404,2.624,,,,
1287,2/9/2014 6:00,14.4445,5.037,14.2449,0.411,2.943,,,,
1288,2/9/2014 6:30,14.4421,5.037,14.2431,0.409,3.049,,,,
1289,2/9/2014 7:00,14.4445,5.037,14.2482,0.403,3.155,,,,
1290,2/9/2014 7:30,14.4445,5.037,14.2459,0.408,3.155,,,,
1291,2/9/2014 8:00,14.4445,5.037,14.2482,0.403,3.155,,,,
1292,2/9/2014 8:30,14.4536,5.037,14.2521,0.415,3.049,,,,
1293,2/9/2014 9:00,14.4556,4.934,14.2584,0.405,2.943,,,,
1294,2/9/2014 9:30,14.4601,4.934,14.2619,0.408,2.73,,,,
1295,2/9/2014 10:00,14.4648,4.934,14.2681,0.404,2.624,,,,
1296,2/9/2014 10:30,14.4739,4.934,14.2761,0.407,2.41,,,,
1297,2/9/2014 11:00,14.4807,4.934,14.2845,0.403,2.303,,,,
1298,2/9/2014 11:30,14.4784,4.934,14.2823,0.403,2.303,,,,
1299,2/9/2014 12:00,14.4784,4.934,14.2823,0.403,2.303,,,,
1300,2/9/2014 12:30,14.4807,4.934,14.2851,0.402,2.41,,,,
1301,2/9/2014 13:00,14.4784,4.934,14.2811,0.405,2.517,,,,
1302,2/9/2014 13:30,14.4739,4.934,14.2737,0.412,2.41,,,,
1303,2/9/2014 14:00,14.4693,4.934,14.2704,0.409,2.195,,,,
1304,2/9/2014 14:30,14.4624,4.934,14.2677,0.4,2.088,,,,
1305,2/9/2014 15:00,14.4627,5.037,14.2677,0.4,2.088,,,,
1306,2/9/2014 15:30,14.4578,4.934,14.2608,0.405,2.088,,,,
1307,2/9/2014 16:00,14.4558,5.037,14.2597,0.403,2.303,,,,
1308,2/9/2014 16:30,14.4513,5.037,14.2585,0.395,2.517,,,,
1309,2/9/2014 17:00,14.4536,5.037,14.2646,0.386,2.837,,,,
1310,2/9/2014 17:30,14.4536,5.037,14.2634,0.389,3.049,,,,
1311,2/9/2014 18:00,14.4581,5.037,14.2685,0.388,3.155,,,,
1312,2/9/2014 18:30,14.4648,4.934,14.2707,0.398,3.155,,,,
1313,2/9/2014 19:00,14.4693,4.934,14.2748,0.399,3.049,,,,
1314,2/9/2014 19:30,14.469,4.831,14.28,0.386,2.73,,,,
1315,2/9/2014 20:00,14.4736,4.831,14.2851,0.385,2.41,,,,
1316,2/9/2014 20:30,14.4781,4.831,14.2868,0.392,2.303,,,,
1317,2/9/2014 21:00,14.471,4.727,14.2811,0.388,2.088,,,,
1318,2/9/2014 21:30,14.4684,4.623,14.2768,0.392,1.656,,,,
1319,2/9/2014 22:00,14.4775,4.623,14.2859,0.392,1.221,,,,
1320,2/9/2014 22:30,14.4796,4.519,14.2916,0.384,1.003,,,,
1321,2/9/2014 23:00,14.4819,4.519,14.2951,0.381,0.784,,,,
1322,2/9/2014 23:30,14.4793,4.415,14.2933,0.379,0.893,,,,
1323,2/10/2014 0:00,14.4793,4.415,14.2893,0.389,1.003,,,,
1324,2/10/2014 0:30,14.4771,4.415,14.2922,0.377,1.112,,,,
1325,2/10/2014 1:00,14.479,4.311,14.2916,0.382,1.003,,,,
1326,2/10/2014 1:30,14.4768,4.311,14.2865,0.389,0.893,,,,
1327,2/10/2014 2:00,14.4674,4.207,14.2859,0.369,0.784,,,,
1328,2/10/2014 2:30,14.4742,4.207,14.2894,0.376,0.563,,,,
1329,2/10/2014 3:00,14.4785,4.102,14.2911,0.382,0.453,,,,
1330,2/10/2014 3:30,14.4762,4.102,14.2861,0.389,0.343,,,,
1331,2/10/2014 4:00,14.4691,3.998,14.281,0.384,0.232,,,,
1332,2/10/2014 4:30,14.4668,3.998,14.2843,0.371,0.01,,,,
1333,2/10/2014 5:00,14.4756,3.893,14.2906,0.377,-0.102,,,,
1334,2/10/2014 5:30,14.4756,3.893,14.29,0.378,-0.213,,,,
1335,2/10/2014 6:00,14.473,3.788,14.2896,0.373,-0.325,,,,
1336,2/10/2014 6:30,14.4822,3.788,14.2974,0.376,-0.549,,,,
1337,2/10/2014 7:00,14.4774,3.683,14.2923,0.377,-0.662,,,,
1338,2/10/2014 7:30,14.4748,3.578,14.2917,0.372,-0.774,,,,
1339,2/10/2014 8:00,14.4794,3.578,14.2985,0.367,-0.774,,,,
1340,2/10/2014 8:30,14.4929,3.472,14.3099,0.372,-0.774,,,,
1341,2/10/2014 9:00,14.4971,3.367,14.3155,0.369,-1.001,,,,
1342,2/10/2014 9:30,14.5038,3.261,14.3189,0.377,-1.228,,,,
1343,2/10/2014 10:00,14.5103,3.155,14.3251,0.377,-1.341,,,,
1344,2/10/2014 10:30,14.5057,3.155,14.3212,0.376,-1.228,,,,
1345,2/10/2014 11:00,14.5148,3.155,14.3307,0.375,-1.114,,,,
1346,2/10/2014 11:30,14.5126,3.155,14.3296,0.372,-0.887,,,,
1347,2/10/2014 12:00,14.5218,3.155,14.3392,0.371,-0.774,,,,
1348,2/10/2014 12:30,14.5194,3.155,14.3335,0.379,-0.549,,,,
1349,2/10/2014 13:00,14.5109,3.367,14.329,0.37,-0.102,,,,
1350,2/10/2014 13:30,14.5109,3.367,14.3284,0.371,0.232,,,,
1351,2/10/2014 14:00,14.5042,3.472,14.3233,0.367,0.563,,,,
1352,2/10/2014 14:30,14.5042,3.472,14.3216,0.371,0.674,,,,
1353,2/10/2014 15:00,14.4997,3.472,14.3193,0.366,0.674,,,,
1354,2/10/2014 15:30,14.493,3.578,14.3125,0.367,0.674,,,,
1355,2/10/2014 16:00,14.4912,3.683,14.3074,0.374,1.003,,,,
1356,2/10/2014 16:30,14.4888,3.683,14.3068,0.37,1.33,,,,
1357,2/10/2014 17:00,14.4913,3.788,14.3078,0.373,1.548,,,,
1358,2/10/2014 17:30,14.4936,3.788,14.3112,0.371,1.764,,,,
1359,2/10/2014 18:00,14.4868,3.788,14.3096,0.359,1.872,,,,
1360,2/10/2014 18:30,14.4936,3.788,14.3117,0.37,1.872,,,,
1361,2/10/2014 19:00,14.4959,3.788,14.3141,0.37,1.872,,,,
1362,2/10/2014 19:30,14.4936,3.788,14.3158,0.36,1.764,,,,
1363,2/10/2014 20:00,14.4959,3.788,14.3141,0.37,1.439,,,,
1364,2/10/2014 20:30,14.4912,3.683,14.3142,0.358,1.003,,,,
1365,2/10/2014 21:00,14.4912,3.683,14.3097,0.369,0.563,,,,
1366,2/10/2014 21:30,14.4909,3.578,14.312,0.363,0.121,,,,
1367,2/10/2014 22:00,14.4906,3.472,14.312,0.362,-0.325,,,,
1368,2/10/2014 22:30,14.4838,3.472,14.3065,0.359,-0.549,,,,
1369,2/10/2014 23:00,14.4814,3.472,14.3014,0.365,-0.662,,,,
1370,2/10/2014 23:30,14.4856,3.367,14.3081,0.36,-0.662,,,,
1371,2/11/2014 0:00,14.4971,3.367,14.3189,0.361,-0.774,,,,
1372,2/11/2014 0:30,14.4948,3.367,14.3149,0.365,-0.662,,,,
1373,2/11/2014 1:00,14.4856,3.367,14.3093,0.357,-0.437,,,,
1374,2/11/2014 1:30,14.4832,3.261,14.3099,0.35,-0.325,,,,
1375,2/11/2014 2:00,14.4809,3.261,14.3013,0.364,-0.213,,,,
1376,2/11/2014 2:30,14.4717,3.261,14.2946,0.359,-0.213,,,,
1377,2/11/2014 3:00,14.4672,3.261,14.2946,0.348,-0.213,,,,
1378,2/11/2014 3:30,14.4603,3.261,14.2867,0.351,0.01,,,,
1379,2/11/2014 4:00,14.4558,3.261,14.2777,0.361,0.01,,,,
1380,2/11/2014 4:30,14.4581,3.261,14.2781,0.365,0.121,,,,
1381,2/11/2014 5:00,14.4511,3.261,14.2736,0.36,0.121,,,,
1382,2/11/2014 5:30,14.4534,3.261,14.2753,0.361,0.01,,,,
1383,2/11/2014 6:00,14.4555,3.155,14.2781,0.359,0.121,,,,
1384,2/11/2014 6:30,14.4487,3.155,14.2708,0.36,0.01,,,,
1385,2/11/2014 7:00,14.4487,3.155,14.2669,0.369,0.121,,,,
1386,2/11/2014 7:30,14.4487,3.155,14.2714,0.359,0.121,,,,
1387,2/11/2014 8:00,14.4508,3.155,14.2742,0.358,0.232,,,,
1388,2/11/2014 8:30,14.4619,2.943,14.2804,0.369,0.121,,,,
1389,2/11/2014 9:00,14.4595,2.943,14.2798,0.365,0.01,,,,
1390,2/11/2014 9:30,14.4529,3.049,14.2759,0.358,0.121,,,,
1391,2/11/2014 10:00,14.4484,3.049,14.2669,0.369,0.121,,,,
1392,2/11/2014 10:30,14.4416,3.049,14.2601,0.369,0.121,,,,
1393,2/11/2014 11:00,14.4416,3.049,14.259,0.371,0.343,,,,
1394,2/11/2014 11:30,14.4346,3.049,14.255,0.364,0.453,,,,
1395,2/11/2014 12:00,14.4275,2.943,14.2504,0.359,0.453,,,,
1396,2/11/2014 12:30,14.4186,3.049,14.2352,0.373,0.563,,,,
1397,2/11/2014 13:00,14.4141,3.049,14.2295,0.376,0.784,,,,
1398,2/11/2014 13:30,14.4166,3.155,14.2283,0.384,1.003,,,,
1399,2/11/2014 14:00,14.4144,3.155,14.2221,0.394,1.112,,,,
1400,2/11/2014 14:30,14.4072,3.049,14.2165,0.39,0.893,,,,
1401,2/11/2014 15:00,14.3935,3.049,14.1996,0.398,0.674,,,,
1402,2/11/2014 15:30,14.3824,3.155,14.1889,0.397,0.784,,,,
1403,2/11/2014 16:00,14.3735,3.261,14.1782,0.401,0.893,,,,
1404,2/11/2014 16:30,14.3644,3.261,14.1657,0.409,1.112,,,,
1405,2/11/2014 17:00,14.3599,3.261,14.1567,0.419,1.112,,,,
1406,2/11/2014 17:30,14.3576,3.261,14.1555,0.416,0.893,,,,
1407,2/11/2014 18:00,14.355,3.155,14.1516,0.419,0.563,,,,
1408,2/11/2014 18:30,14.3539,2.73,14.1477,0.426,0.232,,,,
1409,2/11/2014 19:00,14.3513,2.624,14.1422,0.433,0.01,,,,
1410,2/11/2014 19:30,14.3534,2.517,14.1444,0.432,0.01,,,,
1411,2/11/2014 20:00,14.3554,2.41,14.1467,0.432,0.01,,,,
1412,2/11/2014 20:30,14.36,2.41,14.1467,0.442,0.01,,,,
1413,2/11/2014 21:00,14.3621,2.303,14.1484,0.443,-0.102,,,,
1414,2/11/2014 21:30,14.3621,2.303,14.1461,0.448,-0.102,,,,
1415,2/11/2014 22:00,14.355,2.195,14.1416,0.442,-0.102,,,,
1416,2/11/2014 22:30,14.3618,2.195,14.1416,0.458,-0.102,,,,
1417,2/11/2014 23:00,14.3479,2.088,14.1326,0.447,-0.102,,,,
1418,2/11/2014 23:30,14.3429,1.98,14.1258,0.451,-0.102,,,,
1419,2/12/2014 0:00,14.3364,2.088,14.1213,0.446,-0.102,,,,
1420,2/12/2014 0:30,14.3249,2.088,14.1123,0.441,-0.102,,,,
1421,2/12/2014 1:00,14.3228,2.088,14.1072,0.447,-0.213,,,,
1422,2/12/2014 1:30,14.3161,2.195,14.1067,0.433,-0.325,,,,
1423,2/12/2014 2:00,14.307,2.195,14.0998,0.428,-0.325,,,,
1424,2/12/2014 2:30,14.3093,2.195,14.0977,0.438,-0.325,,,,
1425,2/12/2014 3:00,14.3022,2.088,14.0949,0.428,-0.437,,,,
1426,2/12/2014 3:30,14.2951,1.98,14.0893,0.425,-0.662,,,,
1427,2/12/2014 4:00,14.2994,1.872,14.0914,0.43,-0.662,,,,
1428,2/12/2014 4:30,14.2926,1.872,14.0869,0.425,-0.662,,,,
1429,2/12/2014 5:00,14.2903,1.872,14.0824,0.43,-0.662,,,,
1430,2/12/2014 5:30,14.2856,1.872,14.0797,0.425,-0.774,,,,
1431,2/12/2014 6:00,14.288,1.872,14.0824,0.424,-0.662,,,,
1432,2/12/2014 6:30,14.2906,1.98,14.0869,0.42,-0.662,,,,
1433,2/12/2014 7:00,14.2906,1.98,14.0864,0.421,-0.774,,,,
1434,2/12/2014 7:30,14.2927,1.98,14.0864,0.426,-0.774,,,,
1435,2/12/2014 8:00,14.2927,1.98,14.091,0.416,-0.774,,,,
1436,2/12/2014 8:30,14.2996,1.98,14.1,0.411,-0.774,,,,
1437,2/12/2014 9:00,14.3087,1.98,14.1027,0.425,-0.662,,,,
1438,2/12/2014 9:30,14.3087,1.98,14.1072,0.415,-0.662,,,,
1439,2/12/2014 10:00,14.309,2.088,14.1123,0.404,-0.549,,,,
1440,2/12/2014 10:30,14.3067,2.088,14.1101,0.404,-0.549,,,,
1441,2/12/2014 11:00,14.3045,2.088,14.1016,0.418,-0.437,,,,
1442,2/12/2014 11:30,14.3207,2.195,14.1141,0.427,-0.213,,,,
1443,2/12/2014 12:00,14.3184,2.195,14.1168,0.415,-0.102,,,,
1444,2/12/2014 12:30,14.3184,2.195,14.1213,0.405,-0.102,,,,
1445,2/12/2014 13:00,14.3209,2.303,14.119,0.416,-0.102,,,,
1446,2/12/2014 13:30,14.3187,2.303,14.119,0.411,-0.102,,,,
1447,2/12/2014 14:00,14.3167,2.41,14.1168,0.411,-0.102,,,,
1448,2/12/2014 14:30,14.3191,2.517,14.1151,0.421,0.01,,,,
1449,2/12/2014 15:00,14.3171,2.624,14.1157,0.415,0.121,,,,
1450,2/12/2014 15:30,14.3106,2.73,14.1104,0.412,0.453,,,,
1451,2/12/2014 16:00,14.3062,2.837,14.1122,0.398,0.784,,,,
1452,2/12/2014 16:30,14.3112,2.943,14.111,0.412,1.003,,,,
1453,2/12/2014 17:00,14.318,2.943,14.1148,0.419,1.33,,,,
1454,2/12/2014 17:30,14.318,2.943,14.1138,0.421,1.112,,,,
1455,2/12/2014 18:00,14.3271,2.943,14.1217,0.424,0.893,,,,
1456,2/12/2014 18:30,14.3291,2.837,14.12,0.433,0.563,,,,
1457,2/12/2014 19:00,14.3291,2.837,14.1252,0.421,0.232,,,,
1458,2/12/2014 19:30,14.3383,2.837,14.1236,0.445,-0.102,,,,
1459,2/12/2014 20:00,14.3448,2.73,14.132,0.441,-0.213,,,,
1460,2/12/2014 20:30,14.3471,2.73,14.1344,0.441,-0.213,,,,
1461,2/12/2014 21:00,14.3516,2.73,14.1355,0.449,-0.437,,,,
1462,2/12/2014 21:30,14.3471,2.73,14.1338,0.442,-0.325,,,,
1463,2/12/2014 22:00,14.3495,2.73,14.1349,0.445,-0.549,,,,
1464,2/12/2014 22:30,14.3445,2.624,14.1355,0.432,-0.887,,,,
1465,2/12/2014 23:00,14.3513,2.624,14.1394,0.439,-1.001,,,,
1466,2/12/2014 23:30,14.3537,2.624,14.1429,0.436,-1.228,,,,
1467,2/13/2014 0:00,14.356,2.624,14.1445,0.438,-1.341,,,,
1468,2/13/2014 0:30,14.3492,2.624,14.1441,0.423,-1.456,,,,
1469,2/13/2014 1:00,14.3534,2.517,14.1457,0.429,-1.57,,,,
1470,2/13/2014 1:30,14.3557,2.517,14.1496,0.426,-1.684,,,,
1471,2/13/2014 2:00,14.358,2.517,14.1542,0.42,-1.684,,,,
1472,2/13/2014 2:30,14.36,2.41,14.1537,0.426,-1.799,,,,
1473,2/13/2014 3:00,14.3577,2.41,14.1548,0.418,-2.03,,,,
1474,2/13/2014 3:30,14.3554,2.41,14.1513,0.421,-2.261,,,,
1475,2/13/2014 4:00,14.3574,2.303,14.1531,0.422,-2.377,,,,
1476,2/13/2014 4:30,14.3529,2.303,14.1474,0.424,-2.61,,,,
1477,2/13/2014 5:00,14.3483,2.303,14.1468,0.415,-2.727,,,,
1478,2/13/2014 5:30,14.3526,2.195,14.1492,0.42,-2.727,,,,
1479,2/13/2014 6:00,14.355,2.195,14.1552,0.411,-2.844,,,,
1480,2/13/2014 6:30,14.3503,2.195,14.1525,0.407,-2.962,,,,
1481,2/13/2014 7:00,14.3547,2.088,14.1542,0.413,-3.079,,,,
1482,2/13/2014 7:30,14.357,2.088,14.1537,0.419,-3.197,,,,
1483,2/13/2014 8:00,14.3547,2.088,14.1537,0.414,-3.197,,,,
1484,2/13/2014 8:30,14.3567,1.98,14.1552,0.415,-3.316,,,,
1485,2/13/2014 9:00,14.3544,1.98,14.1547,0.411,-3.434,,,,
1486,2/13/2014 9:30,14.3499,1.98,14.1525,0.406,-3.434,,,,
1487,2/13/2014 10:00,14.3521,1.98,14.1513,0.413,-3.197,,,,
1488,2/13/2014 10:30,14.3521,1.98,14.1502,0.416,-2.494,,,,
1489,2/13/2014 11:00,14.3499,1.98,14.1519,0.407,-1.684,,,,
1490,2/13/2014 11:30,14.3524,2.088,14.1529,0.41,-0.549,,,,
1491,2/13/2014 12:00,14.348,2.195,14.1506,0.406,-0.102,,,,
1492,2/13/2014 12:30,14.3483,2.303,14.1505,0.407,0.784,,,,
1493,2/13/2014 13:00,14.3509,2.41,14.1521,0.409,1.548,,,,
1494,2/13/2014 13:30,14.3445,2.624,14.1439,0.413,2.195,,,,
1495,2/13/2014 14:00,14.3313,2.837,14.1309,0.413,2.73,,,,
1496,2/13/2014 14:30,14.3204,3.049,14.1194,0.414,3.155,,,,
1497,2/13/2014 15:00,14.3094,3.155,14.1058,0.42,3.155,,,,
1498,2/13/2014 15:30,14.3122,3.367,14.1062,0.425,3.683,,,,
1499,2/13/2014 16:00,14.3078,3.472,14.1016,0.426,4.102,,,,
1500,2/13/2014 16:30,14.3013,3.578,14.0914,0.434,3.893,,,,
1501,2/13/2014 17:00,14.2948,3.683,14.0853,0.433,3.578,,,,
1502,2/13/2014 17:30,14.2927,3.788,14.0826,0.435,3.472,,,,
1503,2/13/2014 18:00,14.2881,3.788,14.0753,0.441,3.367,,,,
1504,2/13/2014 18:30,14.2859,3.788,14.0737,0.44,3.049,,,,
1505,2/13/2014 19:00,14.2768,3.788,14.0647,0.439,2.624,,,,
1506,2/13/2014 19:30,14.2793,3.893,14.066,0.442,2.41,,,,
1507,2/13/2014 20:00,14.2724,3.893,14.0587,0.443,2.303,,,,
1508,2/13/2014 20:30,14.2907,3.893,14.0717,0.455,2.195,,,,
1509,2/13/2014 21:00,14.2952,3.893,14.0758,0.456,2.088,,,,
1510,2/13/2014 21:30,14.3022,3.893,14.0807,0.461,2.195,,,,
1511,2/13/2014 22:00,14.2952,3.893,14.0723,0.464,2.303,,,,
1512,2/13/2014 22:30,14.2952,3.893,14.0688,0.472,2.517,,,,
1513,2/13/2014 23:00,14.2955,3.998,14.0665,0.478,2.517,,,,
1514,2/13/2014 23:30,14.2978,3.998,14.0647,0.488,2.624,,,,
1515,2/14/2014 0:00,14.3001,3.998,14.0602,0.504,2.624,,,,
1516,2/14/2014 0:30,14.3046,3.998,14.0585,0.518,2.73,,,,
1517,2/14/2014 1:00,14.3023,3.998,14.0518,0.528,2.73,,,,
1518,2/14/2014 1:30,14.3138,3.998,14.0518,0.554,2.73,,,,
1519,2/14/2014 2:00,14.3161,3.998,14.045,0.576,2.73,,,,
1520,2/14/2014 2:30,14.3323,4.102,14.0501,0.601,2.837,,,,
1521,2/14/2014 3:00,14.3529,4.102,14.065,0.614,3.578,,,,
1522,2/14/2014 3:30,14.3734,4.102,14.0798,0.627,3.367,,,,
1523,2/14/2014 4:00,14.3917,4.102,14.0907,0.644,2.837,,,,
1524,2/14/2014 4:30,14.4191,4.102,14.1072,0.67,2.088,,,,
1525,2/14/2014 5:00,14.435,4.102,14.1126,0.694,1.33,,,,
1526,2/14/2014 5:30,14.4511,4.102,14.1257,0.701,0.784,,,,
1527,2/14/2014 6:00,14.4762,4.102,14.1358,0.735,0.563,,,,
1528,2/14/2014 6:30,14.4968,4.102,14.1512,0.747,0.01,,,,
1529,2/14/2014 7:00,14.5173,4.102,14.1658,0.761,-0.213,,,,
1530,2/14/2014 7:30,14.5379,4.102,14.1783,0.78,-0.437,,,,
1531,2/14/2014 8:00,14.549,3.998,14.1925,0.773,-0.774,,,,
1532,2/14/2014 8:30,14.5605,3.998,14.1986,0.785,-0.887,,,,
1533,2/14/2014 9:00,14.5741,3.998,14.2072,0.797,-1.001,,,,
1534,2/14/2014 9:30,14.5833,3.998,14.2146,0.801,-1.341,,,,
1535,2/14/2014 10:00,14.5967,3.893,14.2281,0.801,-1.799,,,,
1536,2/14/2014 10:30,14.6014,3.893,14.232,0.802,-2.377,,,,
1537,2/14/2014 11:00,14.6105,3.893,14.2427,0.799,-2.494,,,,
1538,2/14/2014 11:30,14.6173,3.893,14.2501,0.797,-2.377,,,,
1539,2/14/2014 12:00,14.6197,3.893,14.2501,0.803,-2.377,,,,
1540,2/14/2014 12:30,14.6173,3.893,14.2523,0.792,-1.914,,,,
1541,2/14/2014 13:00,14.6105,3.893,14.2495,0.783,-1.57,,,,
1542,2/14/2014 13:30,14.6108,3.998,14.2444,0.795,-1.228,,,,
