Plot Title: ECO66G12-Water,,,,,,,,,,
,Date / Time,Water BP psi,Water Temp oC,Air BP psi,Water Level ft,Air Temp oC,,,,
#,"Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10229557, SEN S/N: 10229557)","Temp, °C (LGR S/N: 10229557, SEN S/N: 10229557)","Abs Pres Barom., psi (LGR S/N: 10229571, SEN S/N: 10229571)","Water Level, feet (LGR S/N: 10229557)","Temp, °C (LGR S/N: 10229571, SEN S/N: 10229571)",Coupler Detached (LGR S/N: 10229557),Coupler Attached (LGR S/N: 10229557),Stopped (LGR S/N: 10229557),End Of File (LGR S/N: 10229557)
1,1/13/2014 11:00,14.1919,10.944,,,,Logged,,,
2,1/13/2014 11:30,14.4869,7.983,14.1867,0.643,7.079,,,,
3,1/13/2014 12:00,14.4916,7.983,14.1927,0.64,6.471,,,,
4,1/13/2014 12:30,14.4781,8.082,14.1874,0.621,6.775,,,,
5,1/13/2014 13:00,14.4759,8.082,14.1896,0.611,7.179,,,,
6,1/13/2014 13:30,14.4648,8.182,14.1793,0.609,7.381,,,,
7,1/13/2014 14:00,14.4601,8.182,14.1748,0.608,7.381,,,,
8,1/13/2014 14:30,14.4559,8.282,14.1713,0.607,7.582,,,,
9,1/13/2014 15:00,14.4536,8.282,14.167,0.611,7.179,,,,
10,1/13/2014 15:30,14.4468,8.282,14.1629,0.605,7.28,,,,
11,1/13/2014 16:00,14.4421,8.282,14.1602,0.601,7.179,,,,
12,1/13/2014 16:30,14.4468,8.282,14.168,0.593,7.381,,,,
13,1/13/2014 17:00,14.4513,8.282,14.1737,0.591,7.179,,,,
14,1/13/2014 17:30,14.4559,8.282,14.1771,0.593,6.978,,,,
15,1/13/2014 18:00,14.4556,8.182,14.1796,0.587,6.573,,,,
16,1/13/2014 18:30,14.4578,8.182,14.1838,0.582,6.064,,,,
17,1/13/2014 19:00,14.4601,8.182,14.184,0.587,5.655,,,,
18,1/13/2014 19:30,14.4598,8.082,14.1882,0.577,5.141,,,,
19,1/13/2014 20:00,14.4619,7.983,14.186,0.587,4.727,,,,
20,1/13/2014 20:30,14.4642,7.983,14.1902,0.582,4.207,,,,
21,1/13/2014 21:00,14.4707,7.882,14.1948,0.587,3.788,,,,
22,1/13/2014 21:30,14.4704,7.782,14.1977,0.579,3.472,,,,
23,1/13/2014 22:00,14.4724,7.682,14.1979,0.584,3.049,,,,
24,1/13/2014 22:30,14.4722,7.582,14.2004,0.577,2.624,,,,
25,1/13/2014 23:00,14.4738,7.381,14.2009,0.58,2.303,,,,
26,1/13/2014 23:30,14.4735,7.28,14.2033,0.574,1.872,,,,
27,1/14/2014 0:00,14.4732,7.179,14.1999,0.581,1.656,,,,
28,1/14/2014 0:30,14.4684,7.079,14.1977,0.575,1.656,,,,
29,1/14/2014 1:00,14.4569,7.079,14.1915,0.563,1.764,,,,
30,1/14/2014 1:30,14.4475,6.978,14.1841,0.558,1.656,,,,
31,1/14/2014 2:00,14.4427,6.877,14.1785,0.56,1.872,,,,
32,1/14/2014 2:30,14.4424,6.775,14.1763,0.564,1.872,,,,
33,1/14/2014 3:00,14.4466,6.674,14.1802,0.565,1.764,,,,
34,1/14/2014 3:30,14.4534,6.674,14.1864,0.566,1.656,,,,
35,1/14/2014 4:00,14.4623,6.573,14.195,0.567,1.548,,,,
36,1/14/2014 4:30,14.4646,6.573,14.1995,0.562,1.548,,,,
37,1/14/2014 5:00,14.4643,6.471,14.1993,0.561,1.98,,,,
38,1/14/2014 5:30,14.4643,6.471,14.197,0.567,2.41,,,,
39,1/14/2014 6:00,14.4623,6.573,14.1986,0.558,2.73,,,,
40,1/14/2014 6:30,14.4646,6.573,14.2041,0.551,2.943,,,,
41,1/14/2014 7:00,14.4646,6.573,14.2024,0.555,3.049,,,,
42,1/14/2014 7:30,14.4666,6.471,14.2092,0.544,3.049,,,,
43,1/14/2014 8:00,14.4666,6.471,14.2047,0.554,3.049,,,,
44,1/14/2014 8:30,14.4711,6.471,14.2086,0.556,2.943,,,,
45,1/14/2014 9:00,14.469,6.471,14.2082,0.552,2.837,,,,
46,1/14/2014 9:30,14.4732,6.37,14.2121,0.552,2.73,,,,
47,1/14/2014 10:00,14.4778,6.37,14.2189,0.547,2.73,,,,
48,1/14/2014 10:30,14.4804,6.471,14.2246,0.54,2.943,,,,
49,1/14/2014 11:00,14.4826,6.471,14.2256,0.543,3.155,,,,
50,1/14/2014 11:30,14.4826,6.471,14.2221,0.551,3.367,,,,
51,1/14/2014 12:00,14.4807,6.573,14.2175,0.557,3.788,,,,
52,1/14/2014 12:30,14.4717,6.674,14.215,0.542,4.207,,,,
53,1/14/2014 13:00,14.4649,6.674,14.2076,0.544,4.519,,,,
54,1/14/2014 13:30,14.4607,6.775,14.1996,0.552,4.727,,,,
55,1/14/2014 14:00,14.4516,6.775,14.1938,0.545,4.934,,,,
56,1/14/2014 14:30,14.4404,6.877,14.1859,0.537,5.141,,,,
57,1/14/2014 15:00,14.4333,6.775,14.1786,0.538,5.037,,,,
58,1/14/2014 15:30,14.4333,6.775,14.1745,0.547,5.141,,,,
59,1/14/2014 16:00,14.4333,6.775,14.1751,0.546,5.244,,,,
60,1/14/2014 16:30,14.4286,6.775,14.174,0.538,5.45,,,,
61,1/14/2014 17:00,14.4355,6.775,14.1806,0.538,5.45,,,,
62,1/14/2014 17:30,14.4401,6.775,14.1841,0.541,5.244,,,,
63,1/14/2014 18:00,14.4424,6.775,14.1844,0.545,4.831,,,,
64,1/14/2014 18:30,14.4489,6.674,14.1947,0.537,4.207,,,,
65,1/14/2014 19:00,14.4601,6.573,14.2069,0.534,3.472,,,,
66,1/14/2014 19:30,14.469,6.471,14.2156,0.535,2.517,,,,
67,1/14/2014 20:00,14.4758,6.471,14.2241,0.531,1.98,,,,
68,1/14/2014 20:30,14.4823,6.37,14.2266,0.54,1.548,,,,
69,1/14/2014 21:00,14.4867,6.268,14.2362,0.528,1.221,,,,
70,1/14/2014 21:30,14.4887,6.166,14.2363,0.532,0.784,,,,
71,1/14/2014 22:00,14.4884,6.064,14.2392,0.525,0.453,,,,
72,1/14/2014 22:30,14.4901,5.86,14.2375,0.533,0.121,,,,
73,1/14/2014 23:00,14.4875,5.757,14.2336,0.536,-0.213,,,,
74,1/14/2014 23:30,14.4849,5.655,14.2353,0.526,-0.774,,,,
75,1/15/2014 0:00,14.4843,5.45,14.2376,0.519,-1.228,,,,
76,1/15/2014 0:30,14.4796,5.347,14.2337,0.517,-1.57,,,,
77,1/15/2014 1:00,14.4816,5.244,14.2343,0.521,-1.914,,,,
78,1/15/2014 1:30,14.474,5.037,14.2263,0.522,-2.145,,,,
79,1/15/2014 2:00,14.4716,4.934,14.2314,0.504,-2.494,,,,
80,1/15/2014 2:30,14.4758,4.831,14.2304,0.516,-2.727,,,,
81,1/15/2014 3:00,14.471,4.727,14.2308,0.504,-3.079,,,,
82,1/15/2014 3:30,14.4704,4.519,14.232,0.5,-3.316,,,,
83,1/15/2014 4:00,14.4724,4.415,14.2331,0.502,-3.553,,,,
84,1/15/2014 4:30,14.4745,4.311,14.2359,0.501,-3.911,,,,
85,1/15/2014 5:00,14.4742,4.207,14.2324,0.508,-4.152,,,,
86,1/15/2014 5:30,14.4716,4.102,14.2285,0.511,-4.514,,,,
87,1/15/2014 6:00,14.4688,3.893,14.2295,0.502,-4.758,,,,
88,1/15/2014 6:30,14.473,3.788,14.2305,0.51,-5.003,,,,
89,1/15/2014 7:00,14.4706,3.683,14.2339,0.496,-5.249,,,,
90,1/15/2014 7:30,14.4771,3.578,14.235,0.509,-5.496,,,,
91,1/15/2014 8:00,14.4746,3.472,14.2384,0.495,-5.745,,,,
92,1/15/2014 8:30,14.4788,3.367,14.24,0.501,-5.87,,,,
93,1/15/2014 9:00,14.4785,3.261,14.2388,0.503,-6.12,,,,
94,1/15/2014 9:30,14.4738,3.155,14.2365,0.498,-6.12,,,,
95,1/15/2014 10:00,14.4872,3.049,14.2484,0.501,-5.995,,,,
96,1/15/2014 10:30,14.4917,3.049,14.2534,0.5,-5.87,,,,
97,1/15/2014 11:00,14.4869,2.943,14.2497,0.498,-5.249,,,,
98,1/15/2014 11:30,14.4732,2.943,14.2392,0.49,-4.152,,,,
99,1/15/2014 12:00,14.4687,2.943,14.237,0.485,-3.197,,,,
100,1/15/2014 12:30,14.4687,2.943,14.231,0.499,-2.145,,,,
101,1/15/2014 13:00,14.4598,3.049,14.2224,0.498,-1.114,,,,
102,1/15/2014 13:30,14.4437,3.049,14.2111,0.487,-0.213,,,,
103,1/15/2014 14:00,14.4327,3.155,14.1973,0.493,0.674,,,,
104,1/15/2014 14:30,14.426,3.261,14.1876,0.5,1.439,,,,
105,1/15/2014 15:00,14.4149,3.367,14.1789,0.495,2.41,,,,
106,1/15/2014 15:30,14.4175,3.472,14.1809,0.496,3.261,,,,
107,1/15/2014 16:00,14.4198,3.472,14.1803,0.503,3.155,,,,
108,1/15/2014 16:30,14.4108,3.578,14.177,0.49,2.943,,,,
109,1/15/2014 17:00,14.402,3.683,14.1677,0.491,1.98,,,,
110,1/15/2014 17:30,14.4001,3.788,14.1622,0.499,1.33,,,,
111,1/15/2014 18:00,14.3954,3.788,14.1561,0.502,1.003,,,,
112,1/15/2014 18:30,14.3886,3.788,14.1567,0.485,0.674,,,,
113,1/15/2014 19:00,14.3886,3.788,14.1534,0.493,0.453,,,,
114,1/15/2014 19:30,14.3911,3.893,14.1545,0.496,0.232,,,,
115,1/15/2014 20:00,14.4049,3.893,14.167,0.499,0.01,,,,
116,1/15/2014 20:30,14.414,3.893,14.1771,0.497,-0.213,,,,
117,1/15/2014 21:00,14.4163,3.893,14.1834,0.488,-0.325,,,,
118,1/15/2014 21:30,14.4208,3.893,14.1873,0.489,-0.437,,,,
119,1/15/2014 22:00,14.4299,3.893,14.193,0.497,-0.662,,,,
120,1/15/2014 22:30,14.4299,3.893,14.1947,0.493,-0.774,,,,
121,1/15/2014 23:00,14.4276,3.893,14.1964,0.484,-0.887,,,,
122,1/15/2014 23:30,14.4299,3.893,14.1947,0.493,-0.774,,,,
123,1/16/2014 0:00,14.4231,3.893,14.189,0.49,-0.549,,,,
124,1/16/2014 0:30,14.4231,3.893,14.1828,0.505,-0.437,,,,
125,1/16/2014 1:00,14.4094,3.893,14.1754,0.49,-0.102,,,,
126,1/16/2014 1:30,14.4002,3.893,14.167,0.488,0.01,,,,
127,1/16/2014 2:00,14.398,3.893,14.1631,0.492,0.121,,,,
128,1/16/2014 2:30,14.3957,3.893,14.1612,0.491,0.674,,,,
129,1/16/2014 3:00,14.4005,3.998,14.1674,0.488,1.003,,,,
130,1/16/2014 3:30,14.4051,3.998,14.1708,0.491,1.221,,,,
131,1/16/2014 4:00,14.4031,4.102,14.1712,0.485,1.33,,,,
132,1/16/2014 4:30,14.394,4.102,14.1634,0.482,1.112,,,,
133,1/16/2014 5:00,14.3893,4.102,14.1612,0.476,0.674,,,,
134,1/16/2014 5:30,14.3914,3.998,14.1613,0.481,0.232,,,,
135,1/16/2014 6:00,14.3914,3.998,14.1596,0.485,-0.102,,,,
136,1/16/2014 6:30,14.3914,3.998,14.1603,0.483,-0.437,,,,
137,1/16/2014 7:00,14.3982,3.998,14.1637,0.491,-0.662,,,,
138,1/16/2014 7:30,14.4025,3.893,14.1699,0.487,-0.774,,,,
139,1/16/2014 8:00,14.398,3.893,14.1711,0.474,-1.001,,,,
140,1/16/2014 8:30,14.4025,3.893,14.1728,0.48,-1.114,,,,
141,1/16/2014 9:00,14.3931,3.788,14.1677,0.47,-1.228,,,,
142,1/16/2014 9:30,14.3954,3.788,14.1671,0.477,-1.341,,,,
143,1/16/2014 10:00,14.3978,3.788,14.1734,0.468,-1.456,,,,
144,1/16/2014 10:30,14.4022,3.788,14.1756,0.473,-1.456,,,,
145,1/16/2014 11:00,14.4046,3.788,14.1812,0.465,-0.774,,,,
146,1/16/2014 11:30,14.4091,3.788,14.1867,0.463,0.343,,,,
147,1/16/2014 12:00,14.4091,3.788,14.1882,0.46,1.548,,,,
148,1/16/2014 12:30,14.4025,3.893,14.1811,0.461,2.837,,,,
149,1/16/2014 13:00,14.3982,3.998,14.1732,0.469,4.415,,,,
150,1/16/2014 13:30,14.3896,4.207,14.1657,0.467,4.727,,,,
151,1/16/2014 14:00,14.3831,4.311,14.1567,0.472,4.727,,,,
152,1/16/2014 14:30,14.3766,4.415,14.1496,0.474,5.552,,,,
153,1/16/2014 15:00,14.3767,4.519,14.1506,0.472,5.757,,,,
154,1/16/2014 15:30,14.379,4.519,14.1494,0.48,5.962,,,,
155,1/16/2014 16:00,14.377,4.623,14.1574,0.457,5.757,,,,
156,1/16/2014 16:30,14.384,4.623,14.1592,0.469,5.655,,,,
157,1/16/2014 17:00,14.3911,4.727,14.1689,0.463,5.347,,,,
158,1/16/2014 17:30,14.4002,4.727,14.1776,0.464,4.831,,,,
159,1/16/2014 18:00,14.4115,4.727,14.1874,0.467,4.102,,,,
160,1/16/2014 18:30,14.4185,4.727,14.1995,0.455,3.367,,,,
161,1/16/2014 19:00,14.4253,4.727,14.2049,0.459,2.624,,,,
162,1/16/2014 19:30,14.4298,4.727,14.2112,0.454,2.088,,,,
163,1/16/2014 20:00,14.4388,4.623,14.2186,0.458,1.764,,,,
164,1/16/2014 20:30,14.4479,4.623,14.2266,0.461,1.548,,,,
165,1/16/2014 21:00,14.4521,4.519,14.2328,0.456,1.003,,,,
166,1/16/2014 21:30,14.4588,4.415,14.2414,0.452,0.453,,,,
167,1/16/2014 22:00,14.461,4.415,14.241,0.458,-0.102,,,,
168,1/16/2014 22:30,14.4607,4.311,14.2437,0.451,-0.437,,,,
169,1/16/2014 23:00,14.465,4.207,14.2495,0.447,-0.662,,,,
170,1/16/2014 23:30,14.4648,4.102,14.2478,0.451,-1.001,,,,
171,1/17/2014 0:00,14.4577,3.998,14.2466,0.437,-1.228,,,,
172,1/17/2014 0:30,14.4574,3.893,14.2415,0.448,-1.341,,,,
173,1/17/2014 1:00,14.4526,3.788,14.2388,0.443,-1.456,,,,
174,1/17/2014 1:30,14.4526,3.788,14.2359,0.45,-1.57,,,,
175,1/17/2014 2:00,14.4476,3.683,14.2355,0.44,-1.684,,,,
176,1/17/2014 2:30,14.4474,3.578,14.237,0.435,-1.799,,,,
177,1/17/2014 3:00,14.4449,3.472,14.2365,0.431,-1.914,,,,
178,1/17/2014 3:30,14.4494,3.472,14.2427,0.427,-2.03,,,,
179,1/17/2014 4:00,14.4514,3.367,14.2462,0.424,-2.261,,,,
180,1/17/2014 4:30,14.4511,3.261,14.2456,0.424,-2.377,,,,
181,1/17/2014 5:00,14.4578,3.155,14.2511,0.427,-2.61,,,,
182,1/17/2014 5:30,14.462,3.049,14.254,0.43,-2.962,,,,
183,1/17/2014 6:00,14.4619,2.943,14.25,0.439,-3.316,,,,
184,1/17/2014 6:30,14.4616,2.837,14.2556,0.425,-3.553,,,,
185,1/17/2014 7:00,14.4681,2.73,14.2595,0.431,-4.152,,,,
186,1/17/2014 7:30,14.4633,2.624,14.2578,0.424,-4.514,,,,
187,1/17/2014 8:00,14.4653,2.517,14.2576,0.429,-5.003,,,,
188,1/17/2014 8:30,14.4559,2.41,14.2559,0.412,-5.372,,,,
189,1/17/2014 9:00,14.4601,2.303,14.2587,0.415,-5.745,,,,
190,1/17/2014 9:30,14.4736,2.195,14.271,0.418,-5.995,,,,
191,1/17/2014 10:00,14.4825,2.088,14.2822,0.412,-5.995,,,,
192,1/17/2014 10:30,14.4871,2.088,14.2856,0.415,-5.745,,,,
193,1/17/2014 11:00,14.4891,1.98,14.2875,0.415,-4.88,,,,
194,1/17/2014 11:30,14.4936,1.98,14.2933,0.412,-4.152,,,,
195,1/17/2014 12:00,14.4845,1.98,14.2855,0.409,-3.434,,,,
196,1/17/2014 12:30,14.4891,1.98,14.2923,0.404,-2.962,,,,
197,1/17/2014 13:00,14.4777,1.98,14.2777,0.412,-2.261,,,,
198,1/17/2014 13:30,14.4685,1.98,14.2653,0.419,-1.57,,,,
199,1/17/2014 14:00,14.4529,2.088,14.2523,0.413,-1.001,,,,
200,1/17/2014 14:30,14.4437,2.088,14.2427,0.414,-0.213,,,,
201,1/17/2014 15:00,14.4326,2.195,14.2357,0.404,0.674,,,,
202,1/17/2014 15:30,14.4282,2.303,14.2299,0.408,1.33,,,,
203,1/17/2014 16:00,14.4146,2.303,14.2198,0.4,1.548,,,,
204,1/17/2014 16:30,14.4123,2.303,14.213,0.41,1.548,,,,
205,1/17/2014 17:00,14.4056,2.41,14.2091,0.404,1.656,,,,
206,1/17/2014 17:30,14.3967,2.517,14.1985,0.408,0.893,,,,
207,1/17/2014 18:00,14.3899,2.517,14.1918,0.407,0.453,,,,
208,1/17/2014 18:30,14.3925,2.624,14.1895,0.419,0.453,,,,
209,1/17/2014 19:00,14.3811,2.624,14.1782,0.418,0.453,,,,
210,1/17/2014 19:30,14.3811,2.624,14.1782,0.418,0.453,,,,
211,1/17/2014 20:00,14.3699,2.73,14.1698,0.412,0.121,,,,
212,1/17/2014 20:30,14.3722,2.73,14.1715,0.413,0.01,,,,
213,1/17/2014 21:00,14.3837,2.73,14.1811,0.418,0.121,,,,
214,1/17/2014 21:30,14.3861,2.837,14.185,0.414,0.453,,,,
215,1/17/2014 22:00,14.3861,2.837,14.1838,0.417,0.674,,,,
216,1/17/2014 22:30,14.3888,2.943,14.1837,0.423,1.112,,,,
217,1/17/2014 23:00,14.3864,2.943,14.1843,0.417,1.221,,,,
218,1/17/2014 23:30,14.3841,2.943,14.1808,0.419,1.439,,,,
219,1/18/2014 0:00,14.3799,3.049,14.1774,0.417,1.656,,,,
220,1/18/2014 0:30,14.3753,3.049,14.1757,0.411,1.764,,,,
221,1/18/2014 1:00,14.3709,3.155,14.1667,0.421,1.764,,,,
222,1/18/2014 1:30,14.3641,3.155,14.1621,0.416,1.764,,,,
223,1/18/2014 2:00,14.3619,3.155,14.1605,0.415,1.439,,,,
224,1/18/2014 2:30,14.3619,3.155,14.1606,0.415,1.003,,,,
225,1/18/2014 3:00,14.3619,3.155,14.16,0.416,0.893,,,,
226,1/18/2014 3:30,14.3664,3.155,14.1618,0.422,0.784,,,,
227,1/18/2014 4:00,14.3641,3.155,14.1629,0.414,0.563,,,,
228,1/18/2014 4:30,14.3641,3.155,14.1664,0.406,0.343,,,,
229,1/18/2014 5:00,14.3664,3.155,14.1647,0.416,0.01,,,,
230,1/18/2014 5:30,14.3709,3.155,14.1687,0.417,-0.102,,,,
231,1/18/2014 6:00,14.3732,3.155,14.1698,0.42,0.121,,,,
232,1/18/2014 6:30,14.3641,3.155,14.1647,0.41,0.453,,,,
233,1/18/2014 7:00,14.3709,3.155,14.1715,0.41,0.453,,,,
234,1/18/2014 7:30,14.3801,3.155,14.1793,0.413,0.232,,,,
235,1/18/2014 8:00,14.387,3.155,14.1873,0.411,0.01,,,,
236,1/18/2014 8:30,14.3938,3.155,14.1924,0.415,-0.325,,,,
237,1/18/2014 9:00,14.4007,3.155,14.2009,0.411,-0.437,,,,
238,1/18/2014 9:30,14.4053,3.155,14.2076,0.406,-0.437,,,,
239,1/18/2014 10:00,14.4166,3.155,14.2144,0.417,-0.437,,,,
240,1/18/2014 10:30,14.4212,3.155,14.2218,0.41,-0.325,,,,
241,1/18/2014 11:00,14.4281,3.155,14.2252,0.418,-0.102,,,,
242,1/18/2014 11:30,14.4349,3.155,14.2352,0.411,1.003,,,,
243,1/18/2014 12:00,14.4443,3.261,14.2404,0.421,2.943,,,,
244,1/18/2014 12:30,14.4381,3.472,14.2417,0.403,4.102,,,,
245,1/18/2014 13:00,14.4431,3.683,14.2455,0.406,4.415,,,,
246,1/18/2014 13:30,14.4456,3.788,14.2431,0.417,4.831,,,,
247,1/18/2014 14:00,14.4346,3.893,14.2379,0.404,5.141,,,,
248,1/18/2014 14:30,14.4299,3.893,14.2328,0.405,5.037,,,,
249,1/18/2014 15:00,14.4302,3.998,14.2311,0.41,5.141,,,,
250,1/18/2014 15:30,14.4329,4.102,14.2343,0.408,5.757,,,,
251,1/18/2014 16:00,14.4259,4.102,14.2276,0.408,5.347,,,,
252,1/18/2014 16:30,14.4239,4.207,14.2276,0.403,5.347,,,,
253,1/18/2014 17:00,14.4262,4.207,14.2268,0.41,4.727,,,,
254,1/18/2014 17:30,14.4241,4.311,14.2304,0.397,4.102,,,,
255,1/18/2014 18:00,14.422,4.311,14.2299,0.393,3.578,,,,
256,1/18/2014 18:30,14.4288,4.311,14.2295,0.41,3.049,,,,
257,1/18/2014 19:00,14.4288,4.311,14.2331,0.402,2.41,,,,
258,1/18/2014 19:30,14.433,4.207,14.2372,0.402,1.872,,,,
259,1/18/2014 20:00,14.4285,4.207,14.2368,0.393,1.33,,,,
260,1/18/2014 20:30,14.4353,4.207,14.2414,0.398,0.893,,,,
261,1/18/2014 21:00,14.435,4.102,14.2369,0.407,0.453,,,,
262,1/18/2014 21:30,14.435,4.102,14.2398,0.401,0.121,,,,
263,1/18/2014 22:00,14.4371,3.998,14.2398,0.405,-0.325,,,,
264,1/18/2014 22:30,14.4256,3.998,14.2359,0.388,-0.662,,,,
265,1/18/2014 23:00,14.4231,3.893,14.2302,0.395,-0.887,,,,
266,1/18/2014 23:30,14.416,3.788,14.2269,0.386,-1.114,,,,
267,1/19/2014 0:00,14.4228,3.788,14.232,0.391,-1.456,,,,
268,1/19/2014 0:30,14.4226,3.683,14.2314,0.391,-1.57,,,,
269,1/19/2014 1:00,14.4199,3.578,14.2281,0.393,-1.799,,,,
270,1/19/2014 1:30,14.4152,3.472,14.223,0.394,-1.914,,,,
271,1/19/2014 2:00,14.4083,3.472,14.2196,0.385,-2.145,,,,
272,1/19/2014 2:30,14.4036,3.367,14.2146,0.386,-2.261,,,,
273,1/19/2014 3:00,14.3986,3.261,14.2095,0.386,-2.377,,,,
274,1/19/2014 3:30,14.3986,3.261,14.2128,0.379,-2.61,,,,
275,1/19/2014 4:00,14.403,3.155,14.2146,0.385,-2.727,,,,
276,1/19/2014 4:30,14.3982,3.049,14.2089,0.387,-2.962,,,,
277,1/19/2014 5:00,14.4072,3.049,14.2173,0.388,-3.079,,,,
278,1/19/2014 5:30,14.4092,2.943,14.2218,0.382,-3.079,,,,
279,1/19/2014 6:00,14.4021,2.837,14.2167,0.378,-3.197,,,,
280,1/19/2014 6:30,14.3953,2.837,14.2111,0.375,-3.434,,,,
281,1/19/2014 7:00,14.4018,2.73,14.2144,0.382,-3.672,,,,
282,1/19/2014 7:30,14.4018,2.73,14.2162,0.378,-3.792,,,,
283,1/19/2014 8:00,14.4017,2.624,14.2183,0.373,-3.792,,,,
284,1/19/2014 8:30,14.397,2.624,14.2133,0.374,-3.911,,,,
285,1/19/2014 9:00,14.3967,2.517,14.2127,0.375,-4.031,,,,
286,1/19/2014 9:30,14.3967,2.517,14.2133,0.373,-3.911,,,,
287,1/19/2014 10:00,14.3946,2.517,14.2099,0.376,-3.672,,,,
288,1/19/2014 10:30,14.3967,2.517,14.2117,0.377,-3.316,,,,
289,1/19/2014 11:00,14.3946,2.517,14.2089,0.378,-2.494,,,,
290,1/19/2014 11:30,14.3967,2.517,14.2117,0.377,-1.456,,,,
291,1/19/2014 12:00,14.3993,2.624,14.2115,0.383,-0.102,,,,
292,1/19/2014 12:30,14.395,2.73,14.2102,0.376,1.439,,,,
293,1/19/2014 13:00,14.3838,2.837,14.1985,0.378,3.155,,,,
294,1/19/2014 13:30,14.3728,2.943,14.189,0.374,4.415,,,,
295,1/19/2014 14:00,14.3661,3.049,14.1795,0.381,5.655,,,,
296,1/19/2014 14:30,14.355,3.155,14.1708,0.375,6.166,,,,
297,1/19/2014 15:00,14.3487,3.367,14.1631,0.378,6.877,,,,
298,1/19/2014 15:30,14.3444,3.472,14.1592,0.377,6.978,,,,
299,1/19/2014 16:00,14.347,3.578,14.1602,0.381,7.179,,,,
300,1/19/2014 16:30,14.345,3.683,14.1584,0.38,7.28,,,,
301,1/19/2014 17:00,14.3409,3.893,14.1551,0.379,7.079,,,,
302,1/19/2014 17:30,14.3412,3.998,14.1531,0.384,6.674,,,,
303,1/19/2014 18:00,14.3392,4.102,14.1505,0.385,6.166,,,,
304,1/19/2014 18:30,14.3394,4.207,14.1502,0.387,5.655,,,,
305,1/19/2014 19:00,14.3348,4.207,14.1464,0.385,4.934,,,,
306,1/19/2014 19:30,14.3348,4.207,14.1473,0.383,4.207,,,,
307,1/19/2014 20:00,14.3442,4.311,14.1537,0.39,3.683,,,,
308,1/19/2014 20:30,14.3442,4.311,14.1532,0.391,3.155,,,,
309,1/19/2014 21:00,14.3442,4.311,14.1529,0.392,2.624,,,,
310,1/19/2014 21:30,14.3466,4.311,14.1552,0.392,2.195,,,,
311,1/19/2014 22:00,14.3489,4.311,14.1558,0.396,1.872,,,,
312,1/19/2014 22:30,14.3489,4.311,14.1542,0.399,1.548,,,,
313,1/19/2014 23:00,14.3442,4.311,14.1505,0.397,1.221,,,,
314,1/19/2014 23:30,14.3421,4.311,14.151,0.391,0.893,,,,
315,1/20/2014 0:00,14.3394,4.207,14.1471,0.394,0.563,,,,
316,1/20/2014 0:30,14.3348,4.207,14.1438,0.391,0.343,,,,
317,1/20/2014 1:00,14.3277,4.102,14.1354,0.394,0.01,,,,
318,1/20/2014 1:30,14.3255,4.102,14.1338,0.393,-0.325,,,,
319,1/20/2014 2:00,14.3206,3.998,14.132,0.385,-0.662,,,,
320,1/20/2014 2:30,14.3115,3.998,14.1225,0.386,-0.774,,,,
321,1/20/2014 3:00,14.3022,3.893,14.1135,0.385,-0.774,,,,
322,1/20/2014 3:30,14.2952,3.893,14.1072,0.384,-0.662,,,,
323,1/20/2014 4:00,14.2884,3.893,14.1027,0.378,-0.213,,,,
324,1/20/2014 4:30,14.2816,3.893,14.0964,0.377,0.343,,,,
325,1/20/2014 5:00,14.2769,3.893,14.0878,0.386,0.893,,,,
326,1/20/2014 5:30,14.2701,3.893,14.0855,0.376,1.33,,,,
327,1/20/2014 6:00,14.2678,3.893,14.0798,0.384,1.548,,,,
328,1/20/2014 6:30,14.2633,3.893,14.0758,0.383,1.656,,,,
329,1/20/2014 7:00,14.2633,3.893,14.0746,0.385,1.872,,,,
330,1/20/2014 7:30,14.2633,3.893,14.0797,0.374,1.98,,,,
331,1/20/2014 8:00,14.2701,3.893,14.0814,0.385,1.872,,,,
332,1/20/2014 8:30,14.2748,3.893,14.0859,0.386,1.872,,,,
333,1/20/2014 9:00,14.2793,3.893,14.0927,0.38,1.872,,,,
334,1/20/2014 9:30,14.2864,3.998,14.1011,0.377,1.764,,,,
335,1/20/2014 10:00,14.2955,3.998,14.1061,0.387,2.303,,,,
336,1/20/2014 10:30,14.3026,4.102,14.112,0.39,3.049,,,,
337,1/20/2014 11:00,14.3075,4.207,14.1158,0.393,3.788,,,,
338,1/20/2014 11:30,14.3075,4.207,14.1212,0.38,4.415,,,,
339,1/20/2014 12:00,14.31,4.311,14.1206,0.387,4.727,,,,
340,1/20/2014 12:30,14.3035,4.415,14.1143,0.386,4.831,,,,
341,1/20/2014 13:00,14.3014,4.519,14.1141,0.382,5.244,,,,
342,1/20/2014 13:30,14.2994,4.623,14.1106,0.386,5.45,,,,
343,1/20/2014 14:00,14.3062,4.623,14.1199,0.38,5.037,,,,
344,1/20/2014 14:30,14.3086,4.623,14.1177,0.391,3.261,,,,
345,1/20/2014 15:00,14.3086,4.623,14.1177,0.391,3.261,,,,
346,1/20/2014 15:30,14.3268,4.623,14.1354,0.392,2.73,,,,
347,1/20/2014 16:00,14.3289,4.519,14.1402,0.385,1.872,,,,
348,1/20/2014 16:30,14.3422,4.415,14.1528,0.387,0.784,,,,
349,1/20/2014 17:00,14.3492,4.415,14.1631,0.379,0.121,,,,
